split_seed,query_id,query_type,query,method,selected_method,top_memory_id,top_memory_type,top_score,mrr,recall@1,recall@3,recall@5,first_rank,first_relevant_memory_id
13,q00117,4,What inspired Caroline's painting for the art show?,candidate_reranker,candidate_reranker,llm_00085,plan,0.8067062642983067,0.2,0.0,0.0,1.0,5,llm_00086
13,q00119,4,What did Melanie and her family see during their camping trip last year?,candidate_reranker,candidate_reranker,llm_00078,event,0.7041773745923706,0.5,0.0,1.0,1.0,2,llm_00095
13,q00121,4,Whose birthday did Melanie celebrate recently?,candidate_reranker,candidate_reranker,llm_00098,event,0.5395557743643385,1.0,1.0,1.0,1.0,1,llm_00098
13,q00123,4,Why did Melanie choose to use colors and patterns in her pottery project?,candidate_reranker,candidate_reranker,llm_00109,hobby,0.9872136178251968,0.16666666666666666,0.0,0.0,0.0,6,llm_00110
13,q00124,4,What pet does Caroline have?,candidate_reranker,candidate_reranker,llm_00117,family,0.39352917671891074,1.0,1.0,1.0,1.0,1,llm_00117
13,q00125,4,What pets does Melanie have?,candidate_reranker,candidate_reranker,llm_00151,family,0.5678466444985386,0.3333333333333333,0.0,1.0,1.0,3,llm_00118
13,q00128,4,What did Caroline make for a local church?,candidate_reranker,candidate_reranker,llm_00133,event,0.8450085917866702,1.0,1.0,1.0,1.0,1,llm_00133
13,q00130,4,Which song motivates Caroline to be courageous?,candidate_reranker,candidate_reranker,llm_00146,preference,0.7668460419892881,1.0,1.0,1.0,1.0,1,llm_00146
13,q00141,4,What did the posters at the poetry reading say?,candidate_reranker,candidate_reranker,llm_00170,event,0.7870180426868898,1.0,1.0,1.0,1.0,1,llm_00170
13,q00142,4,What does Caroline's drawing symbolize for her?,candidate_reranker,candidate_reranker,llm_00135,preference,0.24412511727036135,0.2,0.0,0.0,1.0,5,llm_00172
13,q00156,5,Why did Melanie choose the adoption agency?,candidate_reranker,candidate_reranker,llm_00015,preference,0.7804363133425689,1.0,1.0,1.0,1.0,1,llm_00015
13,q00157,5,What is Melanie excited about in her adoption process?,candidate_reranker,candidate_reranker,llm_00017,emotion,0.7390872947176618,0.0,0.0,0.0,0.0,0,
13,q00159,5,What country is Melanie's grandma from?,candidate_reranker,candidate_reranker,llm_00030,family,0.48264380424490555,1.0,1.0,1.0,1.0,1,llm_00030
13,q00160,5,What was grandma's gift to Melanie?,candidate_reranker,candidate_reranker,llm_00051,preference,0.5181664848312288,0.5,0.0,1.0,1.0,2,llm_00030
13,q00163,5,What did Caroline and her family do while camping?,candidate_reranker,candidate_reranker,llm_00080,event,0.932978388650096,0.0,0.0,0.0,0.0,0,
13,q00164,5,What kind of counseling and mental health services is Melanie interested in pursuing?,candidate_reranker,candidate_reranker,llm_00034,goal,0.9369698777643756,1.0,1.0,1.0,1.0,1,llm_00034
13,q00171,5,What does Caroline say running has been great for?,candidate_reranker,candidate_reranker,llm_00065,health,0.7271763958216808,0.5,0.0,1.0,1.0,2,llm_00066
13,q00181,5,What activity did Melanie used to do with her dad?,candidate_reranker,candidate_reranker,llm_00119,hobby,0.3669150129786411,1.0,1.0,1.0,1.0,1,llm_00119
13,q00182,5,What did Melanie make for a local church?,candidate_reranker,candidate_reranker,llm_00605,event,0.41074939556473045,0.5,0.0,1.0,1.0,2,llm_00133
13,q00186,5,Which classical musicians does Caroline enjoy listening to?,candidate_reranker,candidate_reranker,llm_01100,preference,0.4531552776730055,0.3333333333333333,0.0,1.0,1.0,3,llm_00148
13,q00188,5,What precautionary sign did Caroline see at the café?,candidate_reranker,candidate_reranker,llm_00159,event,0.9203265626292066,1.0,1.0,1.0,1.0,1,llm_00159
13,q00197,5,What was Caroline's reaction to her children enjoying the Grand Canyon?,candidate_reranker,candidate_reranker,llm_00175,event,0.9277369456548298,1.0,1.0,1.0,1.0,1,llm_00175
13,q00201,2,When Gina has lost her job at Door Dash?,candidate_reranker,candidate_reranker,llm_00241,work,0.9714378887322649,0.5,0.0,1.0,1.0,2,llm_00194
13,q00206,2,When is Jon's group performing at a festival?,candidate_reranker,candidate_reranker,llm_00203,plan,0.9826167841440391,1.0,1.0,1.0,1.0,1,llm_00203
13,q00207,2,When did Gina launch an ad campaign for her store?,candidate_reranker,candidate_reranker,llm_00204,event,0.9879404416677896,1.0,1.0,1.0,1.0,1,llm_00204
13,q00210,2,When did Gina team up with a local artist for some cool designs?,candidate_reranker,candidate_reranker,llm_00232,work,0.9658728590513992,1.0,1.0,1.0,1.0,1,llm_00232
13,q00211,2,When did Gina get her tattoo?,candidate_reranker,candidate_reranker,llm_00314,education,0.6585547865463925,0.5,0.0,1.0,1.0,2,llm_00236
13,q00213,2,When did Gina open her online clothing store?,candidate_reranker,candidate_reranker,llm_00250,work,0.879727517770714,0.5,0.0,1.0,1.0,2,llm_00242
13,q00214,2,When did Jon start expanding his studio's social media presence?,candidate_reranker,candidate_reranker,llm_00262,work,0.8610666240897474,1.0,1.0,1.0,1.0,1,llm_00262
13,q00216,2,When did Jon go to a fair to get more exposure for his dance studio?,candidate_reranker,candidate_reranker,llm_00285,event,0.4141789280093832,0.14285714285714285,0.0,0.0,0.0,7,llm_00275
13,q00217,1,Why did Gina decide to start her own clothing store?,candidate_reranker,candidate_reranker,llm_00353,work,0.5156087927053127,0.125,0.0,0.0,0.0,8,llm_00243
13,q00228,2,When was Jon in Rome?,candidate_reranker,candidate_reranker,llm_00326,event,0.9471295652674773,1.0,1.0,1.0,1.0,1,llm_00326
13,q00229,1,Which cities has Jon visited?,candidate_reranker,candidate_reranker,llm_00208,event,0.7359926201616871,1.0,1.0,1.0,1.0,1,llm_00208
13,q00234,2,When did Gina start being recognized by fashion editors?,candidate_reranker,candidate_reranker,llm_00341,event,0.979062016880258,1.0,1.0,1.0,1.0,1,llm_00341
13,q00238,2,When did Gina go to a dance class with a group of friends?,candidate_reranker,candidate_reranker,llm_00365,event,0.9524728497407405,1.0,1.0,1.0,1.0,1,llm_00365
13,q00246,4,What kind of flooring is Jon looking for in his dance studio?,candidate_reranker,candidate_reranker,llm_00211,preference,0.8895450969268658,1.0,1.0,1.0,1.0,1,llm_00211
13,q00251,4,What made Gina choose the furniture and decor for her store?,candidate_reranker,candidate_reranker,llm_00218,event,0.8376543990661478,0.2,0.0,0.0,1.0,5,llm_00219
13,q00256,4,What did Jon and Gina compare their entrepreneurial journeys to?,candidate_reranker,candidate_reranker,llm_00249,relationship,0.9523432218057458,1.0,1.0,1.0,1.0,1,llm_00249
13,q00258,4,Why did Jon shut down his bank account?,candidate_reranker,candidate_reranker,llm_00256,work,0.9398571768357146,1.0,1.0,1.0,1.0,1,llm_00256
13,q00260,4,What does Jon's dance make him?,candidate_reranker,candidate_reranker,llm_00363,hobby,0.8512237258767317,0.05263157894736842,0.0,0.0,0.0,19,llm_00269
13,q00265,4,What book is Jon currently reading?,candidate_reranker,candidate_reranker,llm_01029,hobby,0.6248797103050767,0.5,0.0,1.0,1.0,2,llm_00297
13,q00269,4,What did Jon take a trip to Rome for?,candidate_reranker,candidate_reranker,llm_00326,event,0.988375470453166,1.0,1.0,1.0,1.0,1,llm_00326
13,q00282,5,What is Jon's favorite style of painting?,candidate_reranker,candidate_reranker,llm_00196,preference,0.926832240601909,1.0,1.0,1.0,1.0,1,llm_00196
13,q00290,5,What made Jon choose the furniture and decor for his store?,candidate_reranker,candidate_reranker,llm_00316,goal,0.45333081753107757,0.0,0.0,0.0,0.0,0,
13,q00291,5,How is Jon's store doing?,candidate_reranker,candidate_reranker,llm_00227,work,0.9095042113433958,1.0,1.0,1.0,1.0,1,llm_00227
13,q00292,5,What does Jon's tattoo symbolize?,candidate_reranker,candidate_reranker,llm_00236,preference,0.7051447940730942,1.0,1.0,1.0,1.0,1,llm_00236
13,q00293,5,Why did Gina shut down her bank account?,candidate_reranker,candidate_reranker,llm_00256,work,0.9477500717619801,1.0,1.0,1.0,1.0,1,llm_00256
13,q00294,5,Why did Jon combine his clothing business with dance?,candidate_reranker,candidate_reranker,llm_00266,goal,0.3306900883115535,0.0,0.0,0.0,0.0,0,
13,q00297,5,Where is Gina's HR internship?,candidate_reranker,candidate_reranker,llm_00291,event,0.550235005945228,0.5,0.0,1.0,1.0,2,llm_00294
13,q00298,5,Where is Jon's fashion internship?,candidate_reranker,candidate_reranker,llm_00295,emotion,0.9631028271098878,1.0,1.0,1.0,1.0,1,llm_00295
13,q00299,5,What book is Gina currently reading?,candidate_reranker,candidate_reranker,llm_01029,hobby,0.9182872347947783,0.0,0.0,0.0,0.0,0,
13,q00301,5,What did Jon take a trip to Barcelona for?,candidate_reranker,candidate_reranker,llm_00326,event,0.7618084562896712,1.0,1.0,1.0,1.0,1,llm_00326
13,q00302,5,What did Jon make a limited edition line of?,candidate_reranker,candidate_reranker,llm_00334,work,0.8425786336113537,1.0,1.0,1.0,1.0,1,llm_00334
13,q00303,5,What temporary job did Gina take to cover expenses?,candidate_reranker,candidate_reranker,llm_00352,work,0.839619769051468,1.0,1.0,1.0,1.0,1,llm_00352
13,q00307,1,What martial arts has John done?,candidate_reranker,candidate_reranker,llm_00961,plan,0.38977894584670286,0.25,0.0,0.0,1.0,4,llm_00386
13,q00308,1,What type of volunteering have John and Maria both done?,candidate_reranker,candidate_reranker,llm_00413,preference,0.4914085658334092,0.0,0.0,0.0,0.0,0,
13,q00311,1,Where has Maria made friends?,candidate_reranker,candidate_reranker,llm_00438,work,0.6222789728108474,0.1111111111111111,0.0,0.0,0.0,9,llm_00397
13,q00315,2,When did Maria meet Jean?,candidate_reranker,candidate_reranker,llm_00426,event,0.793816489888212,0.0,0.0,0.0,0.0,0,
13,q00320,1,What writing classes has Maria taken?,candidate_reranker,candidate_reranker,llm_00422,education,0.6969880901535582,1.0,1.0,1.0,1.0,1,llm_00422
13,q00326,1,What areas of the U.S. has John been to or is planning to go to?,candidate_reranker,candidate_reranker,llm_00468,plan,0.803396683898946,1.0,1.0,1.0,1.0,1,llm_00468
13,q00329,2,When did John start boot camp with his family?,candidate_reranker,candidate_reranker,llm_00471,event,0.9973152786441871,1.0,1.0,1.0,1.0,1,llm_00471
13,q00334,1,What events is Maria planning for the homeless shelter funraiser?,candidate_reranker,candidate_reranker,llm_00469,activity,0.6344047219702039,0.5,0.0,1.0,1.0,2,llm_00497
13,q00335,1,What shelters does Maria volunteer at?,candidate_reranker,candidate_reranker,llm_00578,plan,0.5652956158059413,0.16666666666666666,0.0,0.0,0.0,6,llm_00378
13,q00336,2,When did John get his dog Max?,candidate_reranker,candidate_reranker,llm_00617,family,0.9445586860153995,0.3333333333333333,0.0,1.0,1.0,3,llm_00507
13,q00337,1,What outdoor activities has John done with his colleagues?,candidate_reranker,candidate_reranker,llm_00556,hobby,0.48580501388173725,0.3333333333333333,0.0,1.0,1.0,3,llm_00516
13,q00339,2,When did Maria join a gym?,candidate_reranker,candidate_reranker,llm_00521,hobby,0.7928817810287812,1.0,1.0,1.0,1.0,1,llm_00521
13,q00341,1,What music events has John attended?,candidate_reranker,candidate_reranker,llm_00535,event,0.742194762366691,1.0,1.0,1.0,1.0,1,llm_00535
13,q00342,1,What events for veterans has John participated in?,candidate_reranker,candidate_reranker,llm_00545,event,0.874479814613297,1.0,1.0,1.0,1.0,1,llm_00545
13,q00347,1,What area was hit by a flood?,candidate_reranker,candidate_reranker,llm_00560,event,0.9316793335821486,1.0,1.0,1.0,1.0,1,llm_00560
13,q00353,2,When did John have his first firefighter call-out?,candidate_reranker,candidate_reranker,llm_00588,event,0.9924771463811243,1.0,1.0,1.0,1.0,1,llm_00588
13,q00356,2,When did Maria start volunteering at the homeless shelter?,candidate_reranker,candidate_reranker,llm_00469,activity,0.705956641712168,0.5,0.0,1.0,1.0,2,llm_00595
13,q00359,2,When did Maria take up community work with her church friends?,candidate_reranker,candidate_reranker,llm_00605,event,0.9839860374002197,1.0,1.0,1.0,1.0,1,llm_00605
13,q00360,2,When did Maria receive a medal from the homeless shelter?,candidate_reranker,candidate_reranker,llm_00609,event,0.9798612356093751,1.0,1.0,1.0,1.0,1,llm_00609
13,q00364,2,When did John go on a camping trip with Max?,candidate_reranker,candidate_reranker,llm_00618,event,0.987239555203867,1.0,1.0,1.0,1.0,1,llm_00618
13,q00367,1,How many dogs has Maria adopted from the dog shelter she volunteers at?,candidate_reranker,candidate_reranker,llm_00424,activity,0.37220753555860125,0.25,0.0,0.0,1.0,4,llm_00615
13,q00368,2,How many weeks passed between Maria adopting Coco and Shadow?,candidate_reranker,candidate_reranker,llm_00615,event,0.7437395752056363,1.0,1.0,1.0,1.0,1,llm_00615
13,q00376,4,What kind of online group did John join?,candidate_reranker,candidate_reranker,llm_00387,event,0.73217498356002,1.0,1.0,1.0,1.0,1,llm_00387
13,q00381,4,Why did John decide to run for office again?,candidate_reranker,candidate_reranker,llm_00423,goal,0.8910111073350891,1.0,1.0,1.0,1.0,1,llm_00423
13,q00382,4,"What activity did John's colleague, Rob, invite him to?",candidate_reranker,candidate_reranker,llm_00427,plan,0.9910998317606883,1.0,1.0,1.0,1.0,1,llm_00427
13,q00397,4,How often does John work out with his family?,candidate_reranker,candidate_reranker,llm_00529,work,0.5905689026082176,0.5,0.0,1.0,1.0,2,llm_00472
13,q00403,4,What did John host for the veterans in May 2023 as part of the project?,candidate_reranker,candidate_reranker,llm_00498,emotion,0.540862283108959,0.2,0.0,0.0,1.0,5,llm_00495
13,q00406,4,"What event is Maria getting ready for at the shelter on May 25, 2023?",candidate_reranker,candidate_reranker,llm_00502,plan,0.9256629929868881,1.0,1.0,1.0,1.0,1,llm_00502
13,q00407,4,What does Maria need to spread the word about for the fundraiser for the volunteer shelter?,candidate_reranker,candidate_reranker,llm_00502,plan,0.6238008802733972,0.0,0.0,0.0,0.0,0,
13,q00408,4,"What was the name of the pet that John had to say goodbye to on 3 June, 2023?",candidate_reranker,candidate_reranker,llm_00515,event,0.444532668099782,0.5,0.0,1.0,1.0,2,llm_00507
13,q00409,4,How long was Max a part of John's family?,candidate_reranker,candidate_reranker,llm_00507,event,0.941049318149498,1.0,1.0,1.0,1.0,1,llm_00507
13,q00416,4,What yoga activity has Maria been trying to improve her strength and endurance?,candidate_reranker,candidate_reranker,llm_00522,goal,0.9598715023729961,1.0,1.0,1.0,1.0,1,llm_00522
13,q00422,4,What event did John participate in to show support for veterans' rights?,candidate_reranker,candidate_reranker,llm_00545,event,0.9853786624044459,1.0,1.0,1.0,1.0,1,llm_00545
13,q00423,4,What inspired John to join the marching event for veterans' rights?,candidate_reranker,candidate_reranker,llm_00545,event,0.9800854032449711,0.1111111111111111,0.0,0.0,0.0,9,llm_00546
13,q00426,4,How did the flood impact the homes in John's old area?,candidate_reranker,candidate_reranker,llm_00560,event,0.9837075239544917,1.0,1.0,1.0,1.0,1,llm_00560
13,q00432,4,Why did John feel inspired to join the military after the visit to the hospital?,candidate_reranker,candidate_reranker,llm_00566,goal,0.9171686694486701,1.0,1.0,1.0,1.0,1,llm_00566
13,q00433,4,In what activity did Maria and her church friends participate in July 2023?,candidate_reranker,candidate_reranker,llm_00605,event,0.9412359476657033,0.25,0.0,0.0,1.0,4,llm_00576
13,q00438,4,"What did John do the week before August 3, 2023 involving his kids?",candidate_reranker,candidate_reranker,llm_00599,event,0.6121536591709892,1.0,1.0,1.0,1.0,1,llm_00599
13,q00441,4,What does John believe is important for children regarding veterans?,candidate_reranker,candidate_reranker,llm_00601,preference,0.4908405534515332,1.0,1.0,1.0,1.0,1,llm_00601
13,q00442,4,What happened to John's job in August 2023?,candidate_reranker,candidate_reranker,llm_01317,skill,0.20709428467363156,0.25,0.0,0.0,1.0,4,llm_00602
13,q00443,4,What activity did Maria take up with her friends from church in August 2023?,candidate_reranker,candidate_reranker,llm_00605,event,0.9642911578908906,1.0,1.0,1.0,1.0,1,llm_00605
13,q00463,5,How often does John take his kids to the library?,candidate_reranker,candidate_reranker,llm_00431,hobby,0.7977823668813971,1.0,1.0,1.0,1.0,1,llm_00431
13,q00464,5,What did Maria make for her home to remind her of a trip to France?,candidate_reranker,candidate_reranker,llm_00435,hobby,0.8540591599255184,1.0,1.0,1.0,1.0,1,llm_00435
13,q00467,5,What areas is John particularly interested in for art appreciation?,candidate_reranker,candidate_reranker,llm_01094,preference,0.42126806989916793,0.5,0.0,1.0,1.0,2,llm_00443
13,q00472,5,What kind of food did Maria have on her dinner spread with her father?,candidate_reranker,candidate_reranker,llm_00475,event,0.9502612355657288,0.030303030303030304,0.0,0.0,0.0,33,llm_00476
13,q00475,5,How long was Max a part of Maria's family?,candidate_reranker,candidate_reranker,llm_00513,event,0.5455031434246194,0.5,0.0,1.0,1.0,2,llm_00507
13,q00476,5,How does Maria plan to honor the memories of her beloved pet?,candidate_reranker,candidate_reranker,llm_00513,event,0.61386350716494,0.0,0.0,0.0,0.0,0,
13,q00485,5,What does John criticize about the veteran's hospital visit?,candidate_reranker,candidate_reranker,llm_00565,event,0.9365359333778314,1.0,1.0,1.0,1.0,1,llm_00565
13,q00486,5,What did John take away from visiting the orphanage?,candidate_reranker,candidate_reranker,llm_02241,preference,0.10477735434883256,0.0,0.0,0.0,0.0,0,
13,q00490,5,What happened to Maria's job in August 2023?,candidate_reranker,candidate_reranker,llm_01317,skill,0.6826934260506915,0.0,0.0,0.0,0.0,0,
13,q00491,5,What cause did the 5K charity run organized by Maria support?,candidate_reranker,candidate_reranker,llm_00610,event,0.7976431463163992,1.0,1.0,1.0,1.0,1,llm_00610
13,q00493,5,What recognition did John receive at the homeless shelter in August 2023?,candidate_reranker,candidate_reranker,llm_01317,skill,0.23519798253961433,0.25,0.0,0.0,1.0,4,llm_00609
13,q00494,5,"What is the name of John's puppy he got two weeks before August 11, 2023?",candidate_reranker,candidate_reranker,llm_00615,event,0.9112934388535815,1.0,1.0,1.0,1.0,1,llm_00615
13,q00502,3,What pets wouldn't cause any discomfort to Joanna?,candidate_reranker,candidate_reranker,llm_00719,health,0.6079293539795564,0.058823529411764705,0.0,0.0,0.0,17,llm_00638
13,q00506,2,When did Nate get his first two turtles?,candidate_reranker,candidate_reranker,llm_00663,family,0.6735805057205745,0.1,0.0,0.0,0.0,10,llm_00636
13,q00511,2,When did Joanna have an audition for a writing gig?,candidate_reranker,candidate_reranker,llm_00669,event,0.9772017370996819,1.0,1.0,1.0,1.0,1,llm_00669
13,q00515,2,"What movie did Joanna watch on 1 May, 2022?",candidate_reranker,candidate_reranker,llm_00844,event,0.7178346031390307,0.2,0.0,0.0,1.0,5,llm_00701
13,q00516,2,Which outdoor spot did Joanna visit in May?,candidate_reranker,candidate_reranker,llm_00713,event,0.3234004815758135,1.0,1.0,1.0,1.0,1,llm_00713
13,q00517,1,How many times has Joanna found new hiking trails?,candidate_reranker,candidate_reranker,llm_00711,event,0.9623597956473691,1.0,1.0,1.0,1.0,1,llm_00711
13,q00518,2,When did Nate adopt Max?,candidate_reranker,candidate_reranker,llm_00728,family,0.9282664254499071,0.5,0.0,1.0,1.0,2,llm_00727
13,q00519,2,Who was the new addition to Nate's family in May 2022?,candidate_reranker,candidate_reranker,llm_00762,event,0.5154707300864529,0.2,0.0,0.0,1.0,5,llm_00727
13,q00527,2,When is Joanna going to make Nate's ice cream for her family?,candidate_reranker,candidate_reranker,llm_00760,plan,0.7902986340716396,1.0,1.0,1.0,1.0,1,llm_00760
13,q00528,1,What kind of writings does Joanna do?,candidate_reranker,candidate_reranker,llm_00765,work,0.4582063585916931,1.0,1.0,1.0,1.0,1,llm_00765
13,q00534,2,When did Joanna share her book with her writers group?,candidate_reranker,candidate_reranker,llm_00785,event,0.9837572058810526,1.0,1.0,1.0,1.0,1,llm_00785
13,q00537,2,When did Nate attend a cooking show?,candidate_reranker,candidate_reranker,llm_00806,identity,0.9481034576996327,1.0,1.0,1.0,1.0,1,llm_00806
13,q00541,2,How long did it take for Joanna to finish writing her book?,candidate_reranker,candidate_reranker,llm_00820,event,0.6553650953074374,1.0,1.0,1.0,1.0,1,llm_00820
13,q00542,2,When did Nate win a lot of money in a video game tournament?,candidate_reranker,candidate_reranker,llm_00816,event,0.9824315035221912,1.0,1.0,1.0,1.0,1,llm_00816
13,q00543,2,When did Joanna finish up the writing for her book?,candidate_reranker,candidate_reranker,llm_00820,event,0.6170192919852074,1.0,1.0,1.0,1.0,1,llm_00820
13,q00555,2,When did Joanna plan to go over to Nate's and share recipes?,candidate_reranker,candidate_reranker,llm_00799,plan,0.41477217971979347,0.25,0.0,0.0,1.0,4,llm_00863
13,q00556,1,What things has Nate reccomended to Joanna?,candidate_reranker,candidate_reranker,llm_00824,event,0.6471707412601334,0.1,0.0,0.0,0.0,10,llm_00790
13,q00557,1,What does Joanna do to remember happy memories?,candidate_reranker,candidate_reranker,llm_00876,hobby,0.8829306902552617,1.0,1.0,1.0,1.0,1,llm_00876
13,q00562,2,When did Nate win a big Valorant tourney?,candidate_reranker,candidate_reranker,llm_00865,event,0.994943512452968,1.0,1.0,1.0,1.0,1,llm_00865
13,q00564,3,What alternative career might Nate consider after gaming?,candidate_reranker,candidate_reranker,llm_00880,plan,0.5131325036203598,0.0,0.0,0.0,0.0,0,
13,q00568,1,What activities does Nate do with his turtles?,candidate_reranker,candidate_reranker,llm_00837,hobby,0.47096827386733164,0.25,0.0,0.0,1.0,4,llm_00850
13,q00570,2,When did Joanna plan on going to Nate's to watch him play with his turtles?,candidate_reranker,candidate_reranker,llm_00888,plan,0.9791924550423485,1.0,1.0,1.0,1.0,1,llm_00888
13,q00574,1,How has Nate tried to disburse his vegan ice-cream recipes?,candidate_reranker,candidate_reranker,llm_00805,event,0.9302883019073407,1.0,1.0,1.0,1.0,1,llm_00805
13,q00575,2,When did Nate win his second tournament?,candidate_reranker,candidate_reranker,llm_00703,event,0.9509273861717684,1.0,1.0,1.0,1.0,1,llm_00703
13,q00581,1,What are the skills that Nate has helped others learn?,candidate_reranker,candidate_reranker,llm_00805,event,0.5159768757924044,0.5,0.0,1.0,1.0,2,llm_00777
13,q00582,3,Was the first half of September 2022 a good month career-wise for Nate and Joanna? Answer yes or no.,candidate_reranker,candidate_reranker,llm_00844,event,0.24719670561834847,0.0,0.0,0.0,0.0,0,
13,q00583,3,What kind of job is Joanna beginning to preform the duties of because of her movie scripts?,candidate_reranker,candidate_reranker,llm_00765,work,0.3169288665111878,0.09090909090909091,0.0,0.0,0.0,11,llm_00890
