split_id,query_id,query_type,query,method,selected_method,top_memory_id,top_memory_type,top_score,mrr,recall@1,recall@3,recall@5,first_rank,first_relevant_memory_id
record_01,q00018,2,When is Caroline going to the transgender conference?,candidate_reranker,candidate_reranker,llm_00044,plan,0.7391626293455383,1.0,1.0,1.0,1.0,1,llm_00044
record_01,q00019,1,Where has Melanie camped?,candidate_reranker,candidate_reranker,llm_00080,event,0.5440467436271359,0.25,0.0,0.0,1.0,4,llm_00078
record_01,q00020,1,What do Melanie's kids like?,candidate_reranker,candidate_reranker,llm_00151,family,0.9489823266838946,0.5,0.0,1.0,1.0,2,llm_00033
record_01,q00021,2,When did Melanie go to the museum?,candidate_reranker,candidate_reranker,llm_00047,event,0.9839957307271394,1.0,1.0,1.0,1.0,1,llm_00047
record_01,q00022,2,When did Caroline have a picnic?,candidate_reranker,candidate_reranker,llm_00053,event,0.9924170204051246,1.0,1.0,1.0,1.0,1,llm_00053
record_01,q00023,3,Would Caroline likely have Dr. Seuss books on her bookshelf?,candidate_reranker,candidate_reranker,llm_00060,hobby,0.897083982867689,0.5,0.0,1.0,1.0,2,llm_00049
record_01,q00024,1,What books has Melanie read?,candidate_reranker,candidate_reranker,llm_00151,family,0.8904771520542893,0.3333333333333333,0.0,1.0,1.0,3,llm_00051
record_01,q00025,1,What does Melanie do to destress?,candidate_reranker,candidate_reranker,llm_00076,preference,0.7544185846664853,0.3333333333333333,0.0,1.0,1.0,3,llm_00065
record_01,q00026,2,When did Caroline go to the LGBTQ conference?,candidate_reranker,candidate_reranker,llm_00056,event,0.9961130137955778,1.0,1.0,1.0,1.0,1,llm_00056
record_01,q00028,3,Would Caroline pursue writing as a career option?,candidate_reranker,candidate_reranker,llm_00045,goal,0.7206936210246621,0.25,0.0,0.0,1.0,4,llm_00058
record_01,q00029,2,When did Caroline go to the adoption meeting?,candidate_reranker,candidate_reranker,llm_00070,event,0.970963570247345,1.0,1.0,1.0,1.0,1,llm_00070
record_01,q00030,2,When did Melanie go to the pottery workshop?,candidate_reranker,candidate_reranker,llm_00067,event,0.8935837944020704,1.0,1.0,1.0,1.0,1,llm_00067
record_01,q00032,2,When did Melanie go camping in June?,candidate_reranker,candidate_reranker,llm_00080,event,0.9407170717465223,0.047619047619047616,0.0,0.0,0.0,21,llm_00033
record_01,q00033,1,What LGBTQ+ events has Caroline participated in?,candidate_reranker,candidate_reranker,llm_00152,work,0.7631120205405023,0.09090909090909091,0.0,0.0,0.0,11,llm_00001
record_01,q00034,2,When did Caroline go to a pride parade during the summer?,candidate_reranker,candidate_reranker,llm_00091,event,0.9158605693936416,0.25,0.0,0.0,1.0,4,llm_00039
record_01,q00035,1,What events has Caroline participated in to help children?,candidate_reranker,candidate_reranker,llm_00116,event,0.6082462173625632,0.06666666666666667,0.0,0.0,0.0,15,llm_00081
record_01,q00036,2,When did Melanie go camping in July?,candidate_reranker,candidate_reranker,llm_00080,event,0.8569300388125659,1.0,1.0,1.0,1.0,1,llm_00080
record_01,q00037,2,When did Caroline join a mentorship program?,candidate_reranker,candidate_reranker,llm_00081,plan,0.995757369047602,1.0,1.0,1.0,1.0,1,llm_00081
record_01,q00039,1,What activities has Melanie done with her family?,candidate_reranker,candidate_reranker,llm_00080,event,0.7283432923924155,1.0,1.0,1.0,1.0,1,llm_00080
record_01,q00040,1,In what ways is Caroline participating in the LGBTQ community?,candidate_reranker,candidate_reranker,llm_00152,work,0.9088907030633787,0.14285714285714285,0.0,0.0,0.0,7,llm_00089
record_01,q00041,1,How many times has Melanie gone to the beach in 2023?,candidate_reranker,candidate_reranker,llm_00092,event,0.8687735349936807,1.0,1.0,1.0,1.0,1,llm_00092
record_01,q00042,2,When did Caroline join a new activist group?,candidate_reranker,candidate_reranker,llm_00088,event,0.967676852775215,1.0,1.0,1.0,1.0,1,llm_00088
record_01,q00043,3,Would Melanie be more interested in going to a national park or a theme park?,candidate_reranker,candidate_reranker,llm_00139,event,0.47562477152876725,0.08333333333333333,0.0,0.0,0.0,12,llm_00094
record_01,q00044,1,What kind of art does Caroline make?,candidate_reranker,candidate_reranker,llm_00153,hobby,0.9757565867205262,0.1111111111111111,0.0,0.0,0.0,9,llm_00101
record_01,q00045,2,When is Melanie's daughter's birthday?,candidate_reranker,candidate_reranker,llm_00098,event,0.8377810969236835,1.0,1.0,1.0,1.0,1,llm_00098
record_01,q00046,2,When did Caroline attend a pride parade in August?,candidate_reranker,candidate_reranker,llm_00100,event,0.9891091624201,1.0,1.0,1.0,1.0,1,llm_00100
record_01,q00048,1,Who supports Caroline when she has a negative experience?,candidate_reranker,candidate_reranker,llm_00021,relationship,0.5031895923976196,1.0,1.0,1.0,1.0,1,llm_00021
record_01,q00049,1,What types of pottery have Melanie and her kids made?,candidate_reranker,candidate_reranker,llm_00067,event,0.9352295226673324,0.0,0.0,0.0,0.0,0,
record_01,q00050,2,When did Caroline and Melanie go to a pride fesetival together?,candidate_reranker,candidate_reranker,llm_00112,event,0.9687365961352811,1.0,1.0,1.0,1.0,1,llm_00112
record_01,q00051,3,What would Caroline's political leaning likely be?,candidate_reranker,candidate_reranker,llm_00185,identity,0.2905020740898975,0.14285714285714285,0.0,0.0,0.0,7,llm_00108
record_01,q00052,1,What has Melanie painted?,candidate_reranker,candidate_reranker,llm_00121,hobby,0.9756555045466649,1.0,1.0,1.0,1.0,1,llm_00121
record_01,q00053,1,What are Melanie's pets' names?,candidate_reranker,candidate_reranker,llm_00151,family,0.5864050638825324,0.25,0.0,0.0,1.0,4,llm_00118
record_01,q00054,2,When did Caroline apply to adoption agencies?,candidate_reranker,candidate_reranker,llm_00115,goal,0.9719115839408505,1.0,1.0,1.0,1.0,1,llm_00115
record_01,q00055,2,When did Caroline draw a self-portrait?,candidate_reranker,candidate_reranker,llm_00123,hobby,0.9530575783578814,1.0,1.0,1.0,1.0,1,llm_00123
record_01,q00056,1,What subject have Caroline and Melanie both painted?,candidate_reranker,candidate_reranker,llm_00191,relationship,0.63283517269755,0.2,0.0,0.0,1.0,5,llm_00069
record_01,q00058,2,When did Caroline encounter people on a hike and have a negative experience?,candidate_reranker,candidate_reranker,llm_00107,event,0.8084266663244222,0.5,0.0,1.0,1.0,2,llm_00126
record_01,q00059,2,When did Melanie make a plate in pottery class?,candidate_reranker,candidate_reranker,llm_00127,hobby,0.9950898173222643,1.0,1.0,1.0,1.0,1,llm_00127
record_01,q00060,3,Would Caroline be considered religious?,candidate_reranker,candidate_reranker,llm_00107,event,0.3768573896418269,1.0,1.0,1.0,1.0,1,llm_00107
record_01,q00061,1,What instruments does Melanie play?,candidate_reranker,candidate_reranker,llm_00147,hobby,0.6095043789528386,1.0,1.0,1.0,1.0,1,llm_00147
record_01,q00062,1,What musical artists/bands has Melanie seen?,candidate_reranker,candidate_reranker,llm_00144,event,0.7843649403602179,1.0,1.0,1.0,1.0,1,llm_00144
record_01,q00063,2,When did Melanie go to the park?,candidate_reranker,candidate_reranker,llm_00139,event,0.7425493066381321,1.0,1.0,1.0,1.0,1,llm_00139
record_01,q00064,2,When is Caroline's youth center putting on a talent show?,candidate_reranker,candidate_reranker,llm_00143,plan,0.9917682541414624,1.0,1.0,1.0,1.0,1,llm_00143
record_01,q00065,3,"Would Melanie likely enjoy the song ""The Four Seasons"" by Vivaldi?",candidate_reranker,candidate_reranker,llm_00144,event,0.6405272278053442,0.16666666666666666,0.0,0.0,0.0,6,llm_00148
record_01,q00066,1,What are some changes Caroline has faced during her transition journey?,candidate_reranker,candidate_reranker,llm_00075,identity,0.5846813564498627,0.25,0.0,0.0,1.0,4,llm_00158
record_01,q00067,1,What does Melanie do with her family on hikes?,candidate_reranker,candidate_reranker,llm_00078,event,0.7692446543077177,0.07142857142857142,0.0,0.0,0.0,14,llm_00094
record_01,q00068,2,When did Caroline go biking with friends?,candidate_reranker,candidate_reranker,llm_00149,event,0.9978724962255998,1.0,1.0,1.0,1.0,1,llm_00149
record_01,q00069,2,How long has Melanie been practicing art?,candidate_reranker,candidate_reranker,llm_00154,hobby,0.9855073187236288,1.0,1.0,1.0,1.0,1,llm_00154
record_01,q00070,3,What personality traits might Melanie say Caroline has?,candidate_reranker,candidate_reranker,llm_00114,relationship,0.4313844029763894,0.0,0.0,0.0,0.0,0,
record_01,q00071,1,What transgender-specific events has Caroline attended?,candidate_reranker,candidate_reranker,llm_00002,identity,0.8398893502784444,0.09090909090909091,0.0,0.0,0.0,11,llm_00171
record_01,q00072,1,What book did Melanie read from Caroline's suggestion?,candidate_reranker,candidate_reranker,llm_00166,hobby,0.6063121341764325,1.0,1.0,1.0,1.0,1,llm_00166
record_01,q00073,2,When did Melanie's friend adopt a child?,candidate_reranker,candidate_reranker,llm_00162,relationship,0.7277750143701903,0.0,0.0,0.0,0.0,0,
record_01,q00074,2,When did Melanie get hurt?,candidate_reranker,candidate_reranker,llm_00165,health,0.46287752059585985,1.0,1.0,1.0,1.0,1,llm_00165
record_01,q00075,2,When did Melanie's family go on a roadtrip?,candidate_reranker,candidate_reranker,llm_00174,event,0.9288712408877197,1.0,1.0,1.0,1.0,1,llm_00174
record_01,q00076,1,How many children does Melanie have?,candidate_reranker,candidate_reranker,llm_00151,family,0.5623820198517565,0.14285714285714285,0.0,0.0,0.0,7,llm_00177
record_01,q00077,1,When did Melanie go on a hike after the roadtrip?,candidate_reranker,candidate_reranker,llm_00174,event,0.7680578866361,0.1111111111111111,0.0,0.0,0.0,9,llm_00178
record_01,q00078,3,Would Melanie go on another roadtrip soon?,candidate_reranker,candidate_reranker,llm_00174,event,0.7903485294982533,1.0,1.0,1.0,1.0,1,llm_00174
record_01,q00079,1,What items has Melanie bought?,candidate_reranker,candidate_reranker,llm_00064,preference,0.7694665324846829,1.0,1.0,1.0,1.0,1,llm_00064
record_01,q00080,2,When did Caroline pass the adoption interview?,candidate_reranker,candidate_reranker,llm_00182,event,0.9229336226519945,1.0,1.0,1.0,1.0,1,llm_00182
record_01,q00081,2,When did Melanie buy the figurines?,candidate_reranker,candidate_reranker,llm_00190,event,0.9725906679325332,1.0,1.0,1.0,1.0,1,llm_00190
record_01,q00082,3,Would Caroline want to move back to her home country soon?,candidate_reranker,candidate_reranker,llm_00022,relationship,0.5182169249325175,0.3333333333333333,0.0,1.0,1.0,3,llm_00183
record_01,q00084,4,What did Melanie realize after the charity race?,candidate_reranker,candidate_reranker,llm_00011,event,0.9759438393345123,0.3333333333333333,0.0,1.0,1.0,3,llm_00018
record_01,q00085,4,How does Melanie prioritize self-care?,candidate_reranker,candidate_reranker,llm_00018,belief,0.9358515433304397,0.5,0.0,1.0,1.0,2,llm_00012
record_01,q00086,4,What are Caroline's plans for the summer?,candidate_reranker,candidate_reranker,llm_00113,plan,0.6187225689625395,0.0,0.0,0.0,0.0,0,
record_01,q00087,4,What type of individuals does the adoption agency Caroline is considering support?,candidate_reranker,candidate_reranker,llm_00015,preference,0.992033550039544,1.0,1.0,1.0,1.0,1,llm_00015
record_01,q00088,4,Why did Caroline choose the adoption agency?,candidate_reranker,candidate_reranker,llm_00015,preference,0.9907715830421353,1.0,1.0,1.0,1.0,1,llm_00015
record_01,q00089,4,What is Caroline excited about in the adoption process?,candidate_reranker,candidate_reranker,llm_00017,emotion,0.9773420659608049,0.25,0.0,0.0,1.0,4,llm_00016
record_01,q00091,4,How long have Mel and her husband been married?,candidate_reranker,candidate_reranker,llm_00025,relationship,0.7789026136185969,1.0,1.0,1.0,1.0,1,llm_00025
record_01,q00092,4,What does Caroline's necklace symbolize?,candidate_reranker,candidate_reranker,llm_00030,family,0.9746596353891245,1.0,1.0,1.0,1.0,1,llm_00030
record_01,q00093,4,What country is Caroline's grandma from?,candidate_reranker,candidate_reranker,llm_00029,identity,0.7019921178052256,1.0,1.0,1.0,1.0,1,llm_00029
record_01,q00094,4,What was grandma's gift to Caroline?,candidate_reranker,candidate_reranker,llm_00030,family,0.8728551562227818,1.0,1.0,1.0,1.0,1,llm_00030
record_01,q00095,4,What is Melanie's hand-painted bowl a reminder of?,candidate_reranker,candidate_reranker,llm_00031,event,0.7562660050914326,1.0,1.0,1.0,1.0,1,llm_00031
record_01,q00096,4,What did Melanie and her family do while camping?,candidate_reranker,candidate_reranker,llm_00080,event,0.9326834491318791,0.06666666666666667,0.0,0.0,0.0,15,llm_00033
record_01,q00097,4,What kind of counseling and mental health services is Caroline interested in pursuing?,candidate_reranker,candidate_reranker,llm_00034,goal,0.9804397731439182,1.0,1.0,1.0,1.0,1,llm_00034
record_01,q00098,4,What workshop did Caroline attend recently?,candidate_reranker,candidate_reranker,llm_00036,event,0.9938817451900839,1.0,1.0,1.0,1.0,1,llm_00036
record_01,q00099,4,What was discussed in the LGBTQ+ counseling workshop?,candidate_reranker,candidate_reranker,llm_00036,event,0.9458536804961691,1.0,1.0,1.0,1.0,1,llm_00036
record_01,q00100,4,What motivated Caroline to pursue counseling?,candidate_reranker,candidate_reranker,llm_00037,emotion,0.9706039871164746,1.0,1.0,1.0,1.0,1,llm_00037
record_01,q00101,4,What kind of place does Caroline want to create for people?,candidate_reranker,candidate_reranker,llm_00038,goal,0.9114241619205221,1.0,1.0,1.0,1.0,1,llm_00038
record_01,q00103,4,What kind of books does Caroline have in her library?,candidate_reranker,candidate_reranker,llm_00049,plan,0.9788347979360469,1.0,1.0,1.0,1.0,1,llm_00049
record_01,q00104,4,What was Melanie's favorite book from her childhood?,candidate_reranker,candidate_reranker,llm_00051,preference,0.9973866183507639,1.0,1.0,1.0,1.0,1,llm_00051
record_01,q00105,4,What book did Caroline recommend to Melanie?,candidate_reranker,candidate_reranker,llm_00166,hobby,0.7030665169746751,0.2,0.0,0.0,1.0,5,llm_00061
record_01,q00106,4,"What did Caroline take away from the book ""Becoming Nicole""?",candidate_reranker,candidate_reranker,llm_00062,emotion,0.9785357498666291,1.0,1.0,1.0,1.0,1,llm_00062
record_01,q00107,4,What are the new shoes that Melanie got used for?,candidate_reranker,candidate_reranker,llm_00064,preference,0.9985503286099654,1.0,1.0,1.0,1.0,1,llm_00064
record_01,q00109,4,What does Melanie say running has been great for?,candidate_reranker,candidate_reranker,llm_00066,goal,0.8548180685913904,1.0,1.0,1.0,1.0,1,llm_00066
record_01,q00110,4,What did Mel and her kids make during the pottery workshop?,candidate_reranker,candidate_reranker,llm_00067,event,0.9693388350222608,1.0,1.0,1.0,1.0,1,llm_00067
record_01,q00113,4,What did Mel and her kids paint in their latest project in July 2023?,candidate_reranker,candidate_reranker,llm_00069,event,0.34197164210126607,1.0,1.0,1.0,1.0,1,llm_00069
record_01,q00114,4,What did Caroline see at the council meeting for adoption?,candidate_reranker,candidate_reranker,llm_00070,event,0.9964184800576573,1.0,1.0,1.0,1.0,1,llm_00070
record_01,q00115,4,What do sunflowers represent according to Caroline?,candidate_reranker,candidate_reranker,llm_00125,identity,0.40033458242010184,0.0,0.0,0.0,0.0,0,
record_01,q00116,4,Why are flowers important to Melanie?,candidate_reranker,candidate_reranker,llm_00073,event,0.9619530549394081,1.0,1.0,1.0,1.0,1,llm_00073
record_01,q00117,4,What inspired Caroline's painting for the art show?,candidate_reranker,candidate_reranker,llm_00085,plan,0.714188348507751,0.3333333333333333,0.0,1.0,1.0,3,llm_00086
record_01,q00118,4,How often does Melanie go to the beach with her kids?,candidate_reranker,candidate_reranker,llm_00092,event,0.9351279178419026,0.5,0.0,1.0,1.0,2,llm_00093
record_01,q00119,4,What did Melanie and her family see during their camping trip last year?,candidate_reranker,candidate_reranker,llm_00078,event,0.7565647678476102,0.3333333333333333,0.0,1.0,1.0,3,llm_00095
record_01,q00121,4,Whose birthday did Melanie celebrate recently?,candidate_reranker,candidate_reranker,llm_00098,event,0.5700986073965574,1.0,1.0,1.0,1.0,1,llm_00098
record_01,q00122,4,Who performed at the concert at Melanie's daughter's birthday?,candidate_reranker,candidate_reranker,llm_00098,event,0.9636629791802158,1.0,1.0,1.0,1.0,1,llm_00098
record_01,q00123,4,Why did Melanie choose to use colors and patterns in her pottery project?,candidate_reranker,candidate_reranker,llm_00109,hobby,0.9653412047817195,0.3333333333333333,0.0,1.0,1.0,3,llm_00110
record_01,q00124,4,What pet does Caroline have?,candidate_reranker,candidate_reranker,llm_00117,family,0.3581987313577019,1.0,1.0,1.0,1.0,1,llm_00117
record_01,q00125,4,What pets does Melanie have?,candidate_reranker,candidate_reranker,llm_00151,family,0.6441866221354426,0.3333333333333333,0.0,1.0,1.0,3,llm_00118
record_01,q00127,4,What activity did Caroline used to do with her dad?,candidate_reranker,candidate_reranker,llm_00119,hobby,0.9666732875773056,1.0,1.0,1.0,1.0,1,llm_00119
record_01,q00128,4,What did Caroline make for a local church?,candidate_reranker,candidate_reranker,llm_00133,event,0.8689185751217445,1.0,1.0,1.0,1.0,1,llm_00133
record_01,q00129,4,What did Caroline find in her neighborhood during her walk?,candidate_reranker,candidate_reranker,llm_00134,event,0.949486537653041,1.0,1.0,1.0,1.0,1,llm_00134
record_01,q00130,4,Which song motivates Caroline to be courageous?,candidate_reranker,candidate_reranker,llm_00146,preference,0.7430555291882898,1.0,1.0,1.0,1.0,1,llm_00146
record_01,q00131,4,Which classical musicians does Melanie enjoy listening to?,candidate_reranker,candidate_reranker,llm_00148,preference,0.8500287877391002,1.0,1.0,1.0,1.0,1,llm_00148
record_01,q00132,4,Who is Melanie a fan of in terms of modern music?,candidate_reranker,candidate_reranker,llm_00148,preference,0.8512774698393855,1.0,1.0,1.0,1.0,1,llm_00148
record_01,q00133,4,How long has Melanie been creating art?,candidate_reranker,candidate_reranker,llm_00154,hobby,0.770561018327103,0.2,0.0,0.0,1.0,5,llm_00153
record_01,q00134,4,What precautionary sign did Melanie see at the café?,candidate_reranker,candidate_reranker,llm_00159,event,0.977731641197291,1.0,1.0,1.0,1.0,1,llm_00159
record_01,q00135,4,What advice does Caroline give for getting started with adoption?,candidate_reranker,candidate_reranker,llm_00160,goal,0.8210840555237044,0.16666666666666666,0.0,0.0,0.0,6,llm_00164
record_01,q00136,4,What setback did Melanie face in October 2023?,candidate_reranker,candidate_reranker,llm_00190,event,0.7427378208492109,0.5,0.0,1.0,1.0,2,llm_00165
record_01,q00137,4,What does Melanie do to keep herself busy during her pottery break?,candidate_reranker,candidate_reranker,llm_00165,health,0.39069769822237677,0.25,0.0,0.0,1.0,4,llm_00166
record_01,q00138,4,"What painting did Melanie show to Caroline on October 13, 2023?",candidate_reranker,candidate_reranker,llm_00190,event,0.6373556283179332,0.1111111111111111,0.0,0.0,0.0,9,llm_00167
record_01,q00141,4,What did the posters at the poetry reading say?,candidate_reranker,candidate_reranker,llm_00170,event,0.778853234726732,1.0,1.0,1.0,1.0,1,llm_00170
record_01,q00142,4,What does Caroline's drawing symbolize for her?,candidate_reranker,candidate_reranker,llm_00124,emotion,0.2012000927528235,0.2,0.0,0.0,1.0,5,llm_00171
record_01,q00144,4,What happened to Melanie's son on their road trip?,candidate_reranker,candidate_reranker,llm_00173,event,0.9751317924176691,1.0,1.0,1.0,1.0,1,llm_00173
record_01,q00145,4,How did Melanie's son handle the accident?,candidate_reranker,candidate_reranker,llm_00173,event,0.9927432269048428,0.5,0.0,1.0,1.0,2,llm_00177
record_01,q00146,4,How did Melanie feel about her family after the accident?,candidate_reranker,candidate_reranker,llm_00174,event,0.32363185118412485,0.2,0.0,0.0,1.0,5,llm_00176
record_01,q00147,4,How did Melanie's children handle the accident?,candidate_reranker,candidate_reranker,llm_00177,family,0.8894943396495694,1.0,1.0,1.0,1.0,1,llm_00177
record_01,q00148,4,How did Melanie feel after the accident?,candidate_reranker,candidate_reranker,llm_00173,event,0.43551238092601735,0.25,0.0,0.0,1.0,4,llm_00175
record_01,q00149,4,What was Melanie's reaction to her children enjoying the Grand Canyon?,candidate_reranker,candidate_reranker,llm_00175,event,0.9853826549454777,1.0,1.0,1.0,1.0,1,llm_00175
record_01,q00151,4,How did Melanie feel about her family supporting her?,candidate_reranker,candidate_reranker,llm_00077,family,0.6556578907359469,0.5,0.0,1.0,1.0,2,llm_00176
record_01,q00152,4,What did Melanie do after the road trip to relax?,candidate_reranker,candidate_reranker,llm_00174,event,0.9350558924887155,0.058823529411764705,0.0,0.0,0.0,17,llm_00178
record_01,q00153,5,What did Caroline realize after her charity race?,candidate_reranker,candidate_reranker,llm_00011,event,0.8258708800448994,0.029411764705882353,0.0,0.0,0.0,34,llm_00018
record_01,q00154,5,What are Melanie's plans for the summer with respect to adoption?,candidate_reranker,candidate_reranker,llm_00013,plan,0.6854899408165476,0.0,0.0,0.0,0.0,0,
record_01,q00155,5,What type of individuals does the adoption agency Melanie is considering support?,candidate_reranker,candidate_reranker,llm_00163,goal,0.927907991142131,0.5,0.0,1.0,1.0,2,llm_00015
record_01,q00156,5,Why did Melanie choose the adoption agency?,candidate_reranker,candidate_reranker,llm_00015,preference,0.670875229371678,1.0,1.0,1.0,1.0,1,llm_00015
record_01,q00157,5,What is Melanie excited about in her adoption process?,candidate_reranker,candidate_reranker,llm_00017,emotion,0.7886918471881867,0.0,0.0,0.0,0.0,0,
record_01,q00158,5,What does Melanie's necklace symbolize?,candidate_reranker,candidate_reranker,llm_00030,family,0.7063094809583276,1.0,1.0,1.0,1.0,1,llm_00030
record_01,q00159,5,What country is Melanie's grandma from?,candidate_reranker,candidate_reranker,llm_00030,family,0.3877321321644016,1.0,1.0,1.0,1.0,1,llm_00030
record_01,q00160,5,What was grandma's gift to Melanie?,candidate_reranker,candidate_reranker,llm_00051,preference,0.6817639358059485,0.5,0.0,1.0,1.0,2,llm_00030
record_01,q00161,5,What was grandpa's gift to Caroline?,candidate_reranker,candidate_reranker,llm_00030,family,0.45144040948937814,1.0,1.0,1.0,1.0,1,llm_00030
record_01,q00162,5,What is Caroline's hand-painted bowl a reminder of?,candidate_reranker,candidate_reranker,llm_00031,event,0.9507260183080792,1.0,1.0,1.0,1.0,1,llm_00031
record_01,q00163,5,What did Caroline and her family do while camping?,candidate_reranker,candidate_reranker,llm_00080,event,0.9709626635090436,0.0,0.0,0.0,0.0,0,
record_01,q00164,5,What kind of counseling and mental health services is Melanie interested in pursuing?,candidate_reranker,candidate_reranker,llm_00034,goal,0.8924067931949471,1.0,1.0,1.0,1.0,1,llm_00034
record_01,q00165,5,What kind of counseling workshop did Melanie attend recently?,candidate_reranker,candidate_reranker,llm_00036,event,0.9579995214761183,1.0,1.0,1.0,1.0,1,llm_00036
record_01,q00166,5,What motivated Melanie to pursue counseling?,candidate_reranker,candidate_reranker,llm_00037,emotion,0.9258513734491384,1.0,1.0,1.0,1.0,1,llm_00037
record_01,q00167,5,What kind of place does Melanie want to create for people?,candidate_reranker,candidate_reranker,llm_00106,preference,0.4243671940821349,0.3333333333333333,0.0,1.0,1.0,3,llm_00038
record_01,q00169,5,What are the new shoes that Caroline got used for?,candidate_reranker,candidate_reranker,llm_01018,plan,0.9654747901559149,0.5,0.0,1.0,1.0,2,llm_00064
record_01,q00171,5,What does Caroline say running has been great for?,candidate_reranker,candidate_reranker,llm_00065,health,0.7038480515759886,0.3333333333333333,0.0,1.0,1.0,3,llm_00066
record_01,q00172,5,What did Melanie see at the council meeting for adoption?,candidate_reranker,candidate_reranker,llm_00070,event,0.9298627268895185,1.0,1.0,1.0,1.0,1,llm_00070
record_01,q00173,5,What inspired Melanie's painting for the art show?,candidate_reranker,candidate_reranker,llm_00136,preference,0.7189468951589035,0.0,0.0,0.0,0.0,0,
record_01,q00174,5,What inspired Caroline's sculpture for the art show?,candidate_reranker,candidate_reranker,llm_00085,plan,0.7414648082148224,0.2,0.0,0.0,1.0,5,llm_00086
record_01,q00175,5,How often does Caroline go to the beach with her kids?,candidate_reranker,candidate_reranker,llm_00092,event,0.9688168922816186,0.5,0.0,1.0,1.0,2,llm_00093
record_01,q00176,5,What did Caroline and her family see during their camping trip last year?,candidate_reranker,candidate_reranker,llm_00095,event,0.724299394295386,1.0,1.0,1.0,1.0,1,llm_00095
record_01,q00178,5,Why did Caroline choose to use colors and patterns in her pottery project?,candidate_reranker,candidate_reranker,llm_00157,plan,0.9585663814247778,0.2,0.0,0.0,1.0,5,llm_00110
record_01,q00179,5,Is Oscar Melanie's pet?,candidate_reranker,candidate_reranker,llm_00117,family,0.8898046681267857,1.0,1.0,1.0,1.0,1,llm_00117
record_01,q00181,5,What activity did Melanie used to do with her dad?,candidate_reranker,candidate_reranker,llm_00119,hobby,0.3474181552746629,1.0,1.0,1.0,1.0,1,llm_00119
record_01,q00182,5,What did Melanie make for a local church?,candidate_reranker,candidate_reranker,llm_00605,event,0.31926192734261694,0.5,0.0,1.0,1.0,2,llm_00133
record_01,q00183,5,What did Melanie find in her neighborhood during her walk?,candidate_reranker,candidate_reranker,llm_00077,family,0.42778421706114383,0.5,0.0,1.0,1.0,2,llm_00134
record_01,q00184,5,Which song motivates Melanie to be courageous?,candidate_reranker,candidate_reranker,llm_00026,family,0.40073052365092354,0.0,0.0,0.0,0.0,0,
