split_seed,query_id,query_type,method,rank,memory_id,memory_type,score,is_relevant,memory_text
13,q00051,3,supervised_set_selector,10,llm_00045,goal,0.08085908932927341,False,Caroline is exploring counseling or mental health work as a career.
13,q00051,3,supervised_set_selector,11,llm_00071,goal,0.06494422996083907,False,Caroline is determined to adopt a child.
13,q00051,3,supervised_set_selector,12,llm_00058,goal,0.06004361689053637,False,Caroline is exploring counseling and mental health career options.
13,q00051,3,supervised_set_selector,13,llm_00040,goal,0.05662709402893036,False,Caroline is considering counseling and mental health as a career path to help others.
13,q00051,3,supervised_set_selector,14,llm_00089,identity,0.04103209970845879,False,Caroline is passionate about LGBTQ rights and community support.
13,q00051,3,supervised_set_selector,15,llm_00029,identity,0.03649245009543027,False,Caroline is from Sweden.
13,q00051,3,supervised_set_selector,16,llm_00185,identity,0.03539249629357912,False,Caroline is a transgender woman.
13,q00051,3,supervised_set_selector,17,llm_00001,event,0.03339407979595955,False,Caroline attended an LGBTQ support group yesterday and found it powerful.
13,q00051,3,supervised_set_selector,18,llm_00054,relationship,0.023075966567874466,False,"Caroline's friends and family have been supportive of her transition, providing love, guidance, and acceptance."
13,q00051,3,supervised_set_selector,19,llm_00037,emotion,0.02175285316148571,False,Caroline's own journey and support she received motivated her to pursue counseling.
13,q00051,3,supervised_set_selector,20,llm_00120,hobby,0.01310795981619938,False,Caroline has always loved horses.
13,q00060,3,type3_specific_reranker,1,llm_00052,identity,0.5607086350172812,False,Caroline is a transgender woman.
13,q00060,3,type3_specific_reranker,2,llm_00002,identity,0.39920288365401096,False,Caroline is transgender.
13,q00060,3,type3_specific_reranker,3,llm_00107,event,0.3781593965221352,True,"Caroline recently had a negative experience on a hike when she encountered religious conservatives who upset her, making her think about the work needed for LGBTQ rights."
13,q00060,3,type3_specific_reranker,4,llm_00185,identity,0.3466405153601643,False,Caroline is a transgender woman.
13,q00060,3,type3_specific_reranker,5,llm_00171,identity,0.32428391656345573,False,Caroline is a transgender woman.
13,q00060,3,type3_specific_reranker,6,llm_00155,identity,0.3123956289392318,False,Caroline is a transgender woman.
13,q00060,3,type3_specific_reranker,7,llm_00131,identity,0.3067715355362429,True,Caroline is a transgender woman.
13,q00060,3,type3_specific_reranker,8,llm_00102,identity,0.2541819784963663,False,Caroline is a transgender woman.
13,q00060,3,type3_specific_reranker,9,llm_00083,identity,0.2110538424307685,False,Caroline is a transgender woman.
13,q00060,3,type3_specific_reranker,10,llm_00001,event,0.19237810341039957,False,Caroline attended an LGBTQ support group yesterday and found it powerful.
13,q00060,3,type3_specific_reranker,11,llm_00132,relationship,0.18815858450711093,False,Caroline found a supportive community in the transgender community.
13,q00060,3,type3_specific_reranker,12,llm_00056,event,0.17559566383064215,False,Caroline attended an LGBTQ conference two days ago and felt accepted and welcomed.
13,q00060,3,type3_specific_reranker,13,llm_00120,hobby,0.09429885347370791,False,Caroline has always loved horses.
13,q00060,3,type3_specific_reranker,14,llm_00116,event,0.0858774533817412,False,Caroline attended an adoption advice/assistance group.
13,q00060,3,type3_specific_reranker,15,llm_00045,goal,0.08400779871440849,False,Caroline is exploring counseling or mental health work as a career.
13,q00060,3,type3_specific_reranker,16,llm_00071,goal,0.08061847025177742,False,Caroline is determined to adopt a child.
13,q00060,3,type3_specific_reranker,17,llm_00029,identity,0.08053462536895482,False,Caroline is from Sweden.
13,q00060,3,type3_specific_reranker,18,llm_00152,work,0.06575724854585781,False,Caroline volunteers for the LGBTQ+ community.
13,q00060,3,type3_specific_reranker,19,llm_00040,goal,0.05893308354049986,False,Caroline is considering counseling and mental health as a career path to help others.
13,q00060,3,type3_specific_reranker,20,llm_00034,goal,0.05459640207003093,False,Caroline is exploring a career in counseling and mental health.
13,q00060,3,supervised_set_selector,1,llm_00052,identity,0.47812214920312124,False,Caroline is a transgender woman.
13,q00060,3,supervised_set_selector,2,llm_00185,identity,0.21434139865715185,False,Caroline is a transgender woman.
13,q00060,3,supervised_set_selector,3,llm_00002,identity,0.22362173730669582,False,Caroline is transgender.
13,q00060,3,supervised_set_selector,4,llm_00171,identity,0.1562251572742634,False,Caroline is a transgender woman.
13,q00060,3,supervised_set_selector,5,llm_00107,event,0.1530792054740133,True,"Caroline recently had a negative experience on a hike when she encountered religious conservatives who upset her, making her think about the work needed for LGBTQ rights."
13,q00060,3,supervised_set_selector,6,llm_00131,identity,0.1048031231701827,True,Caroline is a transgender woman.
13,q00060,3,supervised_set_selector,7,llm_00102,identity,0.08101241395786389,False,Caroline is a transgender woman.
13,q00060,3,supervised_set_selector,8,llm_00083,identity,0.07944597468750944,False,Caroline is a transgender woman.
13,q00060,3,supervised_set_selector,9,llm_00120,hobby,0.07436028580765555,False,Caroline has always loved horses.
13,q00060,3,supervised_set_selector,10,llm_00132,relationship,0.07264267547289825,False,Caroline found a supportive community in the transgender community.
13,q00060,3,supervised_set_selector,11,llm_00155,identity,0.057736789325110574,False,Caroline is a transgender woman.
13,q00060,3,supervised_set_selector,12,llm_00152,work,0.05718376447535058,False,Caroline volunteers for the LGBTQ+ community.
13,q00060,3,supervised_set_selector,13,llm_00071,goal,0.04446639754594195,False,Caroline is determined to adopt a child.
13,q00060,3,supervised_set_selector,14,llm_00075,identity,0.03633465569234724,False,Caroline is a transgender woman and has found the courage to transition.
13,q00060,3,supervised_set_selector,15,llm_00045,goal,0.03316834423141603,False,Caroline is exploring counseling or mental health work as a career.
13,q00060,3,supervised_set_selector,16,llm_00040,goal,0.05151261727835117,False,Caroline is considering counseling and mental health as a career path to help others.
13,q00060,3,supervised_set_selector,17,llm_00034,goal,0.0712405048802385,False,Caroline is exploring a career in counseling and mental health.
13,q00060,3,supervised_set_selector,18,llm_00058,goal,0.10072069118476043,False,Caroline is exploring counseling and mental health career options.
13,q00060,3,supervised_set_selector,19,llm_00029,identity,0.03254664508285994,False,Caroline is from Sweden.
13,q00060,3,supervised_set_selector,20,llm_00089,identity,0.023535564764398404,False,Caroline is passionate about LGBTQ rights and community support.
13,q00502,3,type3_specific_reranker,1,llm_00720,preference,0.4539798346570984,False,Joanna is too lazy to research alternative pets for her allergies.
13,q00502,3,type3_specific_reranker,2,llm_00719,health,0.4167357318206734,False,Joanna has allergies that prevent her from getting pets.
13,q00502,3,type3_specific_reranker,3,llm_00666,preference,0.39336620095422414,False,Joanna wishes she could have pets but cannot due to allergies.
13,q00502,3,type3_specific_reranker,4,llm_00733,emotion,0.31053969372933454,False,Joanna received a stuffed animal from Nate and cherishes it.
13,q00502,3,type3_specific_reranker,5,llm_00887,health,0.2828729400145421,False,Joanna is allergic to turtles.
13,q00502,3,type3_specific_reranker,6,llm_00747,preference,0.2585020981451517,False,Joanna's favorite superhero is Spider-Man.
13,q00502,3,type3_specific_reranker,7,llm_00665,health,0.25350380592348276,False,Joanna is allergic to cockroaches and has pet allergies.
13,q00502,3,type3_specific_reranker,8,llm_00722,relationship,0.20646787729490151,False,Joanna is grateful for her supportive friends.
13,q00502,3,type3_specific_reranker,9,llm_00786,work,0.1862973392408671,False,Joanna is a writer.
13,q00502,3,type3_specific_reranker,10,llm_00855,work,0.17347505184136283,False,Joanna is a writer.
13,q00502,3,type3_specific_reranker,11,llm_00840,health,0.16455706894611036,False,"Joanna is allergic to animals, which prevents her from holding and squeezing real animals."
13,q00502,3,type3_specific_reranker,12,llm_00639,plan,0.12499380318654957,False,Joanna is considering getting pets of her own if she can find ones she's not allergic to.
13,q00502,3,type3_specific_reranker,13,llm_00823,hobby,0.09927686281434014,False,Joanna loves DIY crafts.
13,q00502,3,type3_specific_reranker,14,llm_00685,preference,0.06290189298779447,False,Joanna loves nature and finds it calming and inspiring.
13,q00502,3,type3_specific_reranker,15,llm_00714,preference,0.05478559717144605,False,Joanna finds nature calming and inspiring.
13,q00502,3,type3_specific_reranker,16,llm_00654,health,0.04964711825580192,False,Joanna cannot have dairy.
13,q00502,3,type3_specific_reranker,17,llm_00802,identity,0.04812589142736854,False,Joanna is a writer.
13,q00502,3,type3_specific_reranker,18,llm_00761,family,0.046057082346822084,False,Joanna's family loves it when she makes them new things.
13,q00502,3,type3_specific_reranker,19,llm_00801,plan,0.03950543184647129,False,Joanna and Nate plan to see each other soon.
13,q00502,3,type3_specific_reranker,20,llm_00643,hobby,0.03672864176936427,False,Joanna finds joy in writing and hanging with friends.
13,q00502,3,supervised_set_selector,1,llm_00720,preference,0.35079445940264825,False,Joanna is too lazy to research alternative pets for her allergies.
13,q00502,3,supervised_set_selector,2,llm_00719,health,0.2156572287630128,False,Joanna has allergies that prevent her from getting pets.
13,q00502,3,supervised_set_selector,3,llm_00887,health,0.17948048764364713,False,Joanna is allergic to turtles.
13,q00502,3,supervised_set_selector,4,llm_00665,health,0.14238898556728924,False,Joanna is allergic to cockroaches and has pet allergies.
13,q00502,3,supervised_set_selector,5,llm_00786,work,0.10505021938749551,False,Joanna is a writer.
13,q00502,3,supervised_set_selector,6,llm_00855,work,0.18416229086235353,False,Joanna is a writer.
13,q00502,3,supervised_set_selector,7,llm_00802,identity,0.17289836594246952,False,Joanna is a writer.
13,q00502,3,supervised_set_selector,8,llm_00654,health,0.11548668107521802,False,Joanna cannot have dairy.
13,q00502,3,supervised_set_selector,9,llm_00747,preference,0.059128139002249516,False,Joanna's favorite superhero is Spider-Man.
13,q00502,3,supervised_set_selector,10,llm_00733,emotion,0.043735559272961994,False,Joanna received a stuffed animal from Nate and cherishes it.
13,q00502,3,supervised_set_selector,11,llm_00840,health,0.03587789031533398,False,"Joanna is allergic to animals, which prevents her from holding and squeezing real animals."
13,q00502,3,supervised_set_selector,12,llm_00714,preference,0.03370553462003915,False,Joanna finds nature calming and inspiring.
13,q00502,3,supervised_set_selector,13,llm_00808,preference,0.033501034899205105,False,Joanna must have dairy-free desserts.
13,q00502,3,supervised_set_selector,14,llm_00685,preference,0.03225576780338843,False,Joanna loves nature and finds it calming and inspiring.
13,q00502,3,supervised_set_selector,15,llm_00666,preference,0.023568878749805188,False,Joanna wishes she could have pets but cannot due to allergies.
13,q00502,3,supervised_set_selector,16,llm_00789,preference,0.022872012251555513,False,Joanna recommends fantasy book series for relaxation.
13,q00502,3,supervised_set_selector,17,llm_00801,plan,0.022556158523308577,False,Joanna and Nate plan to see each other soon.
13,q00502,3,supervised_set_selector,18,llm_00639,plan,0.024776884700665188,False,Joanna is considering getting pets of her own if she can find ones she's not allergic to.
13,q00502,3,supervised_set_selector,19,llm_00638,health,0.011729233226837062,True,"Joanna is allergic to most reptiles and animals with fur, causing puffy and itchy face."
13,q00502,3,supervised_set_selector,20,llm_00643,hobby,0.009676625082074852,False,Joanna finds joy in writing and hanging with friends.
13,q00564,3,type3_specific_reranker,1,llm_00755,hobby,0.49185814710225334,False,Nate played Chess after the gaming party.
13,q00564,3,type3_specific_reranker,2,llm_00782,work,0.4817123106412188,False,Nate makes a living from gaming.
13,q00564,3,type3_specific_reranker,3,llm_00880,plan,0.4193819753923775,False,Nate is considering joining a new gaming team after the next tournament and has received offers.
13,q00564,3,type3_specific_reranker,4,llm_00698,hobby,0.3162004896227792,False,Nate enjoys playing video games as a way to express creativity and passion.
13,q00564,3,type3_specific_reranker,5,llm_00744,plan,0.25521844190516246,False,"Nate is organizing a gaming party two weekends later, inviting tournament friends and old teammates."
13,q00564,3,type3_specific_reranker,6,llm_00624,hobby,0.14344187910935446,False,Nate's main hobbies are playing video games and watching movies.
13,q00564,3,type3_specific_reranker,7,llm_00827,relationship,0.13775092814392859,False,Nate made friends at the game convention and they planned a gaming session together.
13,q00564,3,type3_specific_reranker,8,llm_00829,preference,0.13656748937750748,False,Nate considers playing games his escape from life struggles and generally doesn't get crazy competitive over them.
13,q00564,3,type3_specific_reranker,9,llm_00826,event,0.1264169801814044,False,Nate went to a game convention last Friday and met new people who share his interest in gaming.
13,q00564,3,type3_specific_reranker,10,llm_00696,event,0.12471147684770392,False,"Nate has a gaming tournament next month, which will be his 4th one."
13,q00564,3,type3_specific_reranker,11,llm_00674,goal,0.12422107534239774,False,Nate wants to pursue writing.
13,q00564,3,type3_specific_reranker,12,llm_00818,hobby,0.12356465454178114,False,Nate enjoys movies and games as a way to relax.
13,q00564,3,type3_specific_reranker,13,llm_00704,hobby,0.11053454516400134,False,"Nate usually plays CS:GO, but also plays Street Fighter with friends."
13,q00564,3,type3_specific_reranker,14,llm_00793,emotion,0.09996162475867326,False,Nate is trying to stay positive after a setback in a video game tournament.
13,q00564,3,type3_specific_reranker,15,llm_00763,work,0.09743835116807135,False,Nate makes money from playing video games competitively.
13,q00564,3,type3_specific_reranker,16,llm_00871,event,0.09029683829995075,False,Nate upgraded his gaming equipment at home.
13,q00564,3,type3_specific_reranker,17,llm_00841,plan,0.08065420967174243,False,Nate is practicing for his next video game tournament.
13,q00564,3,type3_specific_reranker,18,llm_00781,event,0.07026543951644423,False,Nate won an international gaming tournament yesterday.
13,q00564,3,type3_specific_reranker,19,llm_00754,event,0.06817375742496204,False,Nate hosted a gaming party that was a great success.
13,q00564,3,type3_specific_reranker,20,llm_00742,plan,0.0645886760128516,False,Nate offered to give tips to fellow gamers to improve their game.
13,q00564,3,supervised_set_selector,1,llm_00755,hobby,0.43601240835184807,False,Nate played Chess after the gaming party.
13,q00564,3,supervised_set_selector,2,llm_00698,hobby,0.32875585079988673,False,Nate enjoys playing video games as a way to express creativity and passion.
13,q00564,3,supervised_set_selector,3,llm_00782,work,0.21715965676507087,False,Nate makes a living from gaming.
13,q00564,3,supervised_set_selector,4,llm_00763,work,0.20105970300485582,False,Nate makes money from playing video games competitively.
13,q00564,3,supervised_set_selector,5,llm_00880,plan,0.13214079970928755,False,Nate is considering joining a new gaming team after the next tournament and has received offers.
13,q00564,3,supervised_set_selector,6,llm_00744,plan,0.08620201943607156,False,"Nate is organizing a gaming party two weekends later, inviting tournament friends and old teammates."
13,q00564,3,supervised_set_selector,7,llm_00624,hobby,0.06700053212826133,False,Nate's main hobbies are playing video games and watching movies.
13,q00564,3,supervised_set_selector,8,llm_00754,event,0.05754057379381396,False,Nate hosted a gaming party that was a great success.
13,q00564,3,supervised_set_selector,9,llm_00860,hobby,0.05619622504383041,False,Nate is passionate about gaming and has won video game tournaments.
13,q00564,3,supervised_set_selector,10,llm_00793,emotion,0.06979403140109633,False,Nate is trying to stay positive after a setback in a video game tournament.
13,q00564,3,supervised_set_selector,11,llm_00696,event,0.04442472870782753,False,"Nate has a gaming tournament next month, which will be his 4th one."
13,q00564,3,supervised_set_selector,12,llm_00841,plan,0.0478695595827213,False,Nate is practicing for his next video game tournament.
13,q00564,3,supervised_set_selector,13,llm_00781,event,0.04756521442033413,False,Nate won an international gaming tournament yesterday.
13,q00564,3,supervised_set_selector,14,llm_00792,event,0.04489579140268852,False,Nate recently had a letdown in a video game tournament.
13,q00564,3,supervised_set_selector,15,llm_00829,preference,0.04093561349394808,False,Nate considers playing games his escape from life struggles and generally doesn't get crazy competitive over them.
13,q00564,3,supervised_set_selector,16,llm_00704,hobby,0.03241890586777167,False,"Nate usually plays CS:GO, but also plays Street Fighter with friends."
13,q00564,3,supervised_set_selector,17,llm_00668,relationship,0.024460951762545792,False,Nate supports Joanna in her scriptwriting career.
13,q00564,3,supervised_set_selector,18,llm_00745,plan,0.024377209900353587,False,Nate is getting custom controller decorations for attendees of his gaming party.
13,q00564,3,supervised_set_selector,19,llm_00883,hobby,0.024088521248235843,False,Nate is creating gaming content for YouTube.
13,q00564,3,supervised_set_selector,20,llm_00871,event,0.02390696982816931,False,Nate upgraded his gaming equipment at home.
13,q00582,3,type3_specific_reranker,1,llm_00848,event,0.2797901470989434,False,Nate has turtles and took them for a walk on 25 October 2022.
13,q00582,3,type3_specific_reranker,2,llm_00668,relationship,0.25310196114199074,False,Nate supports Joanna in her scriptwriting career.
13,q00582,3,type3_specific_reranker,3,llm_00844,event,0.24247533534139235,False,Joanna's movie script was shown on the big screen for the first time last Sunday (around 25 October 2022).
13,q00582,3,type3_specific_reranker,4,llm_00772,relationship,0.1451571421790742,False,Nate and Joanna are supportive friends who encourage each other's work.
13,q00582,3,type3_specific_reranker,5,llm_00674,goal,0.1273047035205541,False,Nate wants to pursue writing.
13,q00582,3,type3_specific_reranker,6,llm_00825,relationship,0.12141459172818855,False,Nate considers Joanna's life path inspirational.
13,q00582,3,type3_specific_reranker,7,llm_00790,preference,0.09522886111967913,False,Nate recommended a book series to Joanna with awesome battles and interesting characters.
13,q00582,3,type3_specific_reranker,8,llm_00801,plan,0.09511115660565957,False,Joanna and Nate plan to see each other soon.
13,q00582,3,type3_specific_reranker,9,llm_00682,relationship,0.07672229870435479,False,Nate and Joanna are friends who support each other.
13,q00582,3,type3_specific_reranker,10,llm_00736,relationship,0.07537961480563311,False,Nate supports Joanna in her screenplay endeavor.
13,q00582,3,type3_specific_reranker,11,llm_00762,event,0.07491680205063629,False,"Nate won his fourth video game tournament on Friday, 8 July 2022, and it was online."
13,q00582,3,type3_specific_reranker,12,llm_00696,event,0.06454016720379982,False,"Nate has a gaming tournament next month, which will be his 4th one."
13,q00582,3,type3_specific_reranker,13,llm_00718,plan,0.06310043761488675,False,Joanna and Nate plan to go hiking together sometime.
13,q00582,3,type3_specific_reranker,14,llm_00888,plan,0.05750938764409445,False,"Joanna and Nate plan to meet tomorrow to watch the turtles, watch a movie, or go to the park."
13,q00582,3,type3_specific_reranker,15,llm_00680,goal,0.05743364445098394,False,Joanna is hoping for good news soon regarding her writing.
13,q00582,3,type3_specific_reranker,16,llm_00824,event,0.05484419502682678,False,Nate made Joanna a motivational gift to encourage her.
13,q00582,3,type3_specific_reranker,17,llm_00763,work,0.042583168041523414,False,Nate makes money from playing video games competitively.
13,q00582,3,type3_specific_reranker,18,llm_00782,work,0.042583168041523414,False,Nate makes a living from gaming.
13,q00582,3,type3_specific_reranker,19,llm_00799,plan,0.04207747347812103,False,Nate offered to join Joanna in baking and cooking.
13,q00582,3,type3_specific_reranker,20,llm_00780,plan,0.03998506476716075,False,Joanna plans to surprise her family with the dessert recipe Nate shared.
13,q00582,3,supervised_set_selector,1,llm_00848,event,0.24121573320918882,False,Nate has turtles and took them for a walk on 25 October 2022.
13,q00582,3,supervised_set_selector,2,llm_00668,relationship,0.10923011123728629,False,Nate supports Joanna in her scriptwriting career.
13,q00582,3,supervised_set_selector,3,llm_00844,event,0.1160037662697955,False,Joanna's movie script was shown on the big screen for the first time last Sunday (around 25 October 2022).
13,q00582,3,supervised_set_selector,4,llm_00682,relationship,0.08093927106945646,False,Nate and Joanna are friends who support each other.
13,q00582,3,supervised_set_selector,5,llm_00772,relationship,0.10815218205823554,False,Nate and Joanna are supportive friends who encourage each other's work.
13,q00582,3,supervised_set_selector,6,llm_00801,plan,0.0931330618036885,False,Joanna and Nate plan to see each other soon.
13,q00582,3,supervised_set_selector,7,llm_00817,plan,0.08041351286692702,False,Nate saved some of his tournament winnings but has no big plans for the money.
13,q00582,3,supervised_set_selector,8,llm_00888,plan,0.06050125193824568,False,"Joanna and Nate plan to meet tomorrow to watch the turtles, watch a movie, or go to the park."
13,q00582,3,supervised_set_selector,9,llm_00674,goal,0.053692526599059986,False,Nate wants to pursue writing.
13,q00582,3,supervised_set_selector,10,llm_00816,event,0.035258271443786834,False,Nate won a big video game tournament last week and earned a lot of money.
13,q00582,3,supervised_set_selector,11,llm_00762,event,0.06725392653554473,False,"Nate won his fourth video game tournament on Friday, 8 July 2022, and it was online."
13,q00582,3,supervised_set_selector,12,llm_00718,plan,0.03489843771347798,False,Joanna and Nate plan to go hiking together sometime.
13,q00582,3,supervised_set_selector,13,llm_00736,relationship,0.03473375111561383,False,Nate supports Joanna in her screenplay endeavor.
13,q00582,3,supervised_set_selector,14,llm_00735,plan,0.04569051398098648,False,Joanna plans to show her screenplay to Nate and values his opinion.
13,q00582,3,supervised_set_selector,15,llm_00825,relationship,0.034639355967389644,False,Nate considers Joanna's life path inspirational.
13,q00582,3,supervised_set_selector,16,llm_00860,hobby,0.033906922179585394,False,Nate is passionate about gaming and has won video game tournaments.
13,q00582,3,supervised_set_selector,17,llm_00696,event,0.02430567001813087,False,"Nate has a gaming tournament next month, which will be his 4th one."
13,q00582,3,supervised_set_selector,18,llm_00897,event,0.02371412892776929,False,Nate offered Joanna some of his coconut milk ice cream.
13,q00582,3,supervised_set_selector,19,llm_00799,plan,0.02299949202189528,False,Nate offered to join Joanna in baking and cooking.
13,q00582,3,supervised_set_selector,20,llm_00675,plan,0.02297115498172008,False,Nate is going to keep working hard on writing.
13,q00583,3,type3_specific_reranker,1,llm_00769,goal,0.4730455099261645,False,Joanna recently started writing a book because her movie did well.
13,q00583,3,type3_specific_reranker,2,llm_00765,work,0.4690070329310556,False,Joanna is a movie writer and has had a movie published.
13,q00583,3,type3_specific_reranker,3,llm_00786,work,0.4426602951073742,False,Joanna is a writer.
13,q00583,3,type3_specific_reranker,4,llm_00802,identity,0.4424011799530737,False,Joanna is a writer.
13,q00583,3,type3_specific_reranker,5,llm_00868,goal,0.4414486368250534,False,"Joanna is writing a new movie script, a love story with challenges, inspired by a dream."
13,q00583,3,type3_specific_reranker,6,llm_00855,work,0.4154648475175205,False,Joanna is a writer.
13,q00583,3,type3_specific_reranker,7,llm_00705,goal,0.399413985992983,False,Joanna is working on a screenplay.
13,q00583,3,type3_specific_reranker,8,llm_00738,work,0.394657287264785,False,Joanna has written a screenplay.
13,q00583,3,type3_specific_reranker,9,llm_00889,goal,0.33595123899124346,True,Joanna is filming her own movie based on her road-trip script.
13,q00583,3,type3_specific_reranker,10,llm_00693,identity,0.33550614183196,False,"Joanna's first passion was acting, but she now focuses on writing."
13,q00583,3,type3_specific_reranker,11,llm_00668,relationship,0.33280579967125357,False,Nate supports Joanna in her scriptwriting career.
13,q00583,3,type3_specific_reranker,12,llm_00734,work,0.33093996378894375,False,Joanna recently finished writing a screenplay.
13,q00583,3,type3_specific_reranker,13,llm_00626,work,0.31086153197354804,False,Joanna is working on a project lately.
13,q00583,3,type3_specific_reranker,14,llm_00661,work,0.30846294942575186,False,Joanna has completed her second script.
13,q00583,3,type3_specific_reranker,15,llm_00768,goal,0.29945078926235574,False,Joanna is working on a new script that is different from her previous work.
13,q00583,3,type3_specific_reranker,16,llm_00716,goal,0.29166608917061576,False,Joanna feels inspired to write a movie when in nature.
13,q00583,3,type3_specific_reranker,17,llm_00659,goal,0.2875681095105101,False,Joanna is waiting to hear back about her first screenplay.
13,q00583,3,type3_specific_reranker,18,llm_00854,work,0.2814955666056136,False,Joanna's script includes elements of self-discovery.
13,q00583,3,type3_specific_reranker,19,llm_00891,emotion,0.2744006182608262,False,Joanna is excited about filming her movie and being on set.
13,q00583,3,type3_specific_reranker,20,llm_00679,work,0.25263114576468787,False,Joanna is currently consumed by her writing project.
13,q00583,3,supervised_set_selector,1,llm_00868,goal,0.3813898932499148,False,"Joanna is writing a new movie script, a love story with challenges, inspired by a dream."
13,q00583,3,supervised_set_selector,2,llm_00716,goal,0.2600280073533776,False,Joanna feels inspired to write a movie when in nature.
13,q00583,3,supervised_set_selector,3,llm_00854,work,0.21706338462679348,False,Joanna's script includes elements of self-discovery.
13,q00583,3,supervised_set_selector,4,llm_00667,plan,0.19073237759071313,False,Joanna is doing research and networking for her script.
13,q00583,3,supervised_set_selector,5,llm_00661,work,0.16719408034928673,False,Joanna has completed her second script.
13,q00583,3,supervised_set_selector,6,llm_00768,goal,0.1459377544855316,False,Joanna is working on a new script that is different from her previous work.
13,q00583,3,supervised_set_selector,7,llm_00705,goal,0.14967126353588323,False,Joanna is working on a screenplay.
13,q00583,3,supervised_set_selector,8,llm_00626,work,0.18320752459439585,False,Joanna is working on a project lately.
13,q00583,3,supervised_set_selector,9,llm_00738,work,0.1595073879009413,False,Joanna has written a screenplay.
13,q00583,3,supervised_set_selector,10,llm_00786,work,0.17197551567431563,False,Joanna is a writer.
13,q00583,3,supervised_set_selector,11,llm_00855,work,0.250430987621178,False,Joanna is a writer.
13,q00583,3,supervised_set_selector,12,llm_00802,identity,0.1990569131716383,False,Joanna is a writer.
13,q00583,3,supervised_set_selector,13,llm_00734,work,0.14031543242938768,False,Joanna recently finished writing a screenplay.
13,q00583,3,supervised_set_selector,14,llm_00662,emotion,0.13988269130537004,False,Joanna feels a mix of excitement and anxiety about her work getting noticed and hitting the big screen.
13,q00583,3,supervised_set_selector,15,llm_00765,work,0.11991012205024831,False,Joanna is a movie writer and has had a movie published.
