split_seed,query_id,query_type,method,mrr,recall@1,recall@3,recall@5,first_rank,first_relevant_memory_id
17,q00761,3,type_aware,0.0,0.0,0.0,0.0,0,
17,q00766,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01128
17,q00824,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01157
17,q01164,3,type_aware,0.1,0.0,0.0,0.0,10,llm_01483
17,q01170,3,type_aware,0.16666666666666666,0.0,0.0,0.0,6,llm_01493
17,q01177,3,type_aware,0.0,0.0,0.0,0.0,0,
17,q01183,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01556
17,q01193,3,type_aware,0.5,0.0,1.0,1.0,2,llm_01599
17,q01353,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01733
17,q01371,3,type_aware,0.0,0.0,0.0,0.0,0,
17,q01592,3,type_aware,0.0,0.0,0.0,0.0,0,
17,q01606,3,type_aware,0.25,0.0,0.0,1.0,4,llm_02142
17,q01658,3,type_aware,0.16666666666666666,0.0,0.0,0.0,6,llm_02192
17,q01804,3,type_aware,1.0,1.0,1.0,1.0,1,llm_02353
17,q00023,3,global_candidate_reranker,0.5,0.0,1.0,1.0,2,llm_00049
17,q00060,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00107
17,q00065,3,global_candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3,llm_00148
17,q00070,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
17,q00322,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00441
17,q00498,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
17,q00502,3,global_candidate_reranker,0.045454545454545456,0.0,0.0,0.0,22,llm_00638
17,q00510,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00666
17,q00583,3,global_candidate_reranker,0.08333333333333333,0.0,0.0,0.0,12,llm_00889
17,q00761,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
17,q00766,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01128
17,q00824,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01157
17,q01164,3,global_candidate_reranker,0.2,0.0,0.0,1.0,5,llm_01483
17,q01170,3,global_candidate_reranker,0.07692307692307693,0.0,0.0,0.0,13,llm_01493
17,q01177,3,global_candidate_reranker,0.06666666666666667,0.0,0.0,0.0,15,llm_01525
17,q01183,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01556
17,q01193,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01599
17,q01353,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01733
17,q01371,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
17,q01592,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
17,q01606,3,global_candidate_reranker,0.2,0.0,0.0,1.0,5,llm_02142
17,q01658,3,global_candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3,llm_02192
17,q01804,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_02353
17,q00023,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00049
17,q00060,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00107
17,q00065,3,type3_specific_reranker,0.06666666666666667,0.0,0.0,0.0,15,llm_00148
17,q00070,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
17,q00322,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00441
17,q00498,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
17,q00502,3,type3_specific_reranker,0.04,0.0,0.0,0.0,25,llm_00638
17,q00510,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00666
17,q00583,3,type3_specific_reranker,0.05263157894736842,0.0,0.0,0.0,19,llm_00889
17,q00761,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
17,q00766,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01128
17,q00824,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01157
17,q01164,3,type3_specific_reranker,0.3333333333333333,0.0,1.0,1.0,3,llm_01483
17,q01170,3,type3_specific_reranker,0.1111111111111111,0.0,0.0,0.0,9,llm_01493
17,q01177,3,type3_specific_reranker,0.125,0.0,0.0,0.0,8,llm_01525
17,q01183,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01556
17,q01193,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01599
17,q01353,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01733
17,q01371,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
17,q01592,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
17,q01606,3,type3_specific_reranker,0.25,0.0,0.0,1.0,4,llm_02142
17,q01658,3,type3_specific_reranker,0.09090909090909091,0.0,0.0,0.0,11,llm_02192
17,q01804,3,type3_specific_reranker,0.3333333333333333,0.0,1.0,1.0,3,llm_02353
17,q00023,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00049
17,q00060,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00107
17,q00065,3,supervised_set_selector,0.043478260869565216,0.0,0.0,0.0,23,llm_00148
17,q00070,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
17,q00322,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00441
17,q00498,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
17,q00502,3,supervised_set_selector,0.06666666666666667,0.0,0.0,0.0,15,llm_00638
17,q00510,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00666
17,q00583,3,supervised_set_selector,0.041666666666666664,0.0,0.0,0.0,24,llm_00889
17,q00761,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
17,q00766,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01128
17,q00824,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01157
17,q01164,3,supervised_set_selector,0.25,0.0,0.0,1.0,4,llm_01483
17,q01170,3,supervised_set_selector,0.1,0.0,0.0,0.0,10,llm_01493
17,q01177,3,supervised_set_selector,0.047619047619047616,0.0,0.0,0.0,21,llm_01525
17,q01183,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01556
17,q01193,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01599
17,q01353,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01733
17,q01371,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
17,q01592,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
17,q01606,3,supervised_set_selector,0.3333333333333333,0.0,1.0,1.0,3,llm_02142
17,q01658,3,supervised_set_selector,0.09090909090909091,0.0,0.0,0.0,11,llm_02192
17,q01804,3,supervised_set_selector,0.3333333333333333,0.0,1.0,1.0,3,llm_02352
17,q00023,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00049
17,q00060,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00131
17,q00065,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00148
17,q00070,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
17,q00322,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00441
17,q00498,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
17,q00502,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00638
17,q00510,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00665
17,q00583,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00889
17,q00761,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
17,q00766,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01128
17,q00824,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01157
17,q01164,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01483
17,q01170,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01493
17,q01177,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01525
17,q01183,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01556
17,q01193,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01599
17,q01353,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01733
17,q01371,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
17,q01592,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
17,q01606,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_02127
17,q01658,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_02192
17,q01804,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_02353
23,q00051,3,type_aware,0.0,0.0,0.0,0.0,0,
23,q00078,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00174
23,q00082,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3,llm_00183
23,q00313,3,type_aware,0.0,0.0,0.0,0.0,0,
23,q00319,3,type_aware,0.0,0.0,0.0,0.0,0,
23,q00322,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00441
23,q00502,3,type_aware,0.0,0.0,0.0,0.0,0,
23,q00510,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00666
23,q00564,3,type_aware,0.0,0.0,0.0,0.0,0,
23,q00585,3,type_aware,0.0,0.0,0.0,0.0,0,
23,q00809,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01084
23,q00811,3,type_aware,1.0,1.0,1.0,1.0,1,llm_00962
23,q00828,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01157
23,q01052,3,type_aware,0.0,0.0,0.0,0.0,0,
23,q01053,3,type_aware,0.5,0.0,1.0,1.0,2,llm_01189
23,q01170,3,type_aware,0.16666666666666666,0.0,0.0,0.0,6,llm_01493
23,q01194,3,type_aware,1.0,1.0,1.0,1.0,1,llm_01601
23,q01592,3,type_aware,0.0,0.0,0.0,0.0,0,
23,q01597,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3,llm_02029
23,q01652,3,type_aware,1.0,1.0,1.0,1.0,1,llm_02160
23,q01804,3,type_aware,1.0,1.0,1.0,1.0,1,llm_02353
23,q01820,3,type_aware,0.07692307692307693,0.0,0.0,0.0,13,llm_02400
23,q00051,3,global_candidate_reranker,0.125,0.0,0.0,0.0,8,llm_00108
23,q00078,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00174
23,q00082,3,global_candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3,llm_00183
23,q00313,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
23,q00319,3,global_candidate_reranker,0.125,0.0,0.0,0.0,8,llm_00436
23,q00322,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00441
23,q00502,3,global_candidate_reranker,0.05555555555555555,0.0,0.0,0.0,18,llm_00638
23,q00510,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_00666
23,q00564,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
23,q00585,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
23,q00809,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01084
23,q00811,3,global_candidate_reranker,0.125,0.0,0.0,0.0,8,llm_01084
23,q00828,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01157
23,q01052,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
23,q01053,3,global_candidate_reranker,0.07692307692307693,0.0,0.0,0.0,13,llm_01247
23,q01170,3,global_candidate_reranker,0.041666666666666664,0.0,0.0,0.0,24,llm_01493
23,q01194,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_01601
23,q01592,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0,
23,q01597,3,global_candidate_reranker,0.2,0.0,0.0,1.0,5,llm_02029
23,q01652,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_02159
23,q01804,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1,llm_02353
23,q01820,3,global_candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3,llm_02402
23,q00051,3,type3_specific_reranker,0.045454545454545456,0.0,0.0,0.0,22,llm_00108
23,q00078,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00173
23,q00082,3,type3_specific_reranker,0.5,0.0,1.0,1.0,2,llm_00183
23,q00313,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
23,q00319,3,type3_specific_reranker,0.05263157894736842,0.0,0.0,0.0,19,llm_00436
23,q00322,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00441
23,q00502,3,type3_specific_reranker,0.058823529411764705,0.0,0.0,0.0,17,llm_00638
23,q00510,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_00666
23,q00564,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
23,q00585,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
23,q00809,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01084
23,q00811,3,type3_specific_reranker,0.5,0.0,1.0,1.0,2,llm_01084
23,q00828,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01157
23,q01052,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
23,q01053,3,type3_specific_reranker,0.2,0.0,0.0,1.0,5,llm_01189
23,q01170,3,type3_specific_reranker,0.09090909090909091,0.0,0.0,0.0,11,llm_01493
23,q01194,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_01601
23,q01592,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0,
23,q01597,3,type3_specific_reranker,0.25,0.0,0.0,1.0,4,llm_02029
23,q01652,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1,llm_02160
23,q01804,3,type3_specific_reranker,0.5,0.0,1.0,1.0,2,llm_02353
23,q01820,3,type3_specific_reranker,0.1,0.0,0.0,0.0,10,llm_02383
23,q00051,3,supervised_set_selector,0.2,0.0,0.0,1.0,5,llm_00108
23,q00078,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00173
23,q00082,3,supervised_set_selector,0.5,0.0,1.0,1.0,2,llm_00183
23,q00313,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
23,q00319,3,supervised_set_selector,0.04,0.0,0.0,0.0,25,llm_00436
23,q00322,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00441
23,q00502,3,supervised_set_selector,0.043478260869565216,0.0,0.0,0.0,23,llm_00638
23,q00510,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_00666
23,q00564,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
23,q00585,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
23,q00809,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01084
23,q00811,3,supervised_set_selector,0.07142857142857142,0.0,0.0,0.0,14,llm_01084
23,q00828,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01163
23,q01052,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
23,q01053,3,supervised_set_selector,0.16666666666666666,0.0,0.0,0.0,6,llm_01247
23,q01170,3,supervised_set_selector,0.1,0.0,0.0,0.0,10,llm_01493
23,q01194,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_01601
23,q01592,3,supervised_set_selector,0.0,0.0,0.0,0.0,0,
23,q01597,3,supervised_set_selector,0.3333333333333333,0.0,1.0,1.0,3,llm_02029
23,q01652,3,supervised_set_selector,1.0,1.0,1.0,1.0,1,llm_02159
23,q01804,3,supervised_set_selector,0.14285714285714285,0.0,0.0,0.0,7,llm_02353
23,q01820,3,supervised_set_selector,0.2,0.0,0.0,1.0,5,llm_02383
23,q00051,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00108
23,q00078,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00174
23,q00082,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00183
23,q00313,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
23,q00319,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00436
23,q00322,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00441
23,q00502,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00638
23,q00510,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00665
23,q00564,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
23,q00585,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
23,q00809,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01084
23,q00811,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_00962
23,q00828,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01157
23,q01052,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
23,q01053,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01216
23,q01170,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01493
23,q01194,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_01601
23,q01592,3,candidate_oracle,0.0,0.0,0.0,0.0,0,
23,q01597,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_02030
23,q01652,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_02159
23,q01804,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_02353
23,q01820,3,candidate_oracle,1.0,1.0,1.0,1.0,1,llm_02400
29,q00023,3,type_aware,0.5,0.0,1.0,1.0,2,llm_00049
