query_id,original_query_id,split_id,split_seed,query_type,method,mrr,recall@1,recall@3,recall@5,first_rank
record_01:q00041,q00041,record_01,record_01,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00042,q00042,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00042,q00042,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00043,q00043,record_01,record_01,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00043,q00043,record_01,record_01,3,candidate_reranker_loco,0.08333333333333333,0.0,0.0,0.0,12
record_01:q00044,q00044,record_01,record_01,1,type_aware,0.2,0.0,0.0,1.0,5
record_01:q00044,q00044,record_01,record_01,1,candidate_reranker_loco,0.1111111111111111,0.0,0.0,0.0,9
record_01:q00045,q00045,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00045,q00045,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00046,q00046,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00046,q00046,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00048,q00048,record_01,record_01,1,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00048,q00048,record_01,record_01,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00049,q00049,record_01,record_01,1,type_aware,0.017857142857142856,0.0,0.0,0.0,56
record_01:q00049,q00049,record_01,record_01,1,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_01:q00050,q00050,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00050,q00050,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00051,q00051,record_01,record_01,3,type_aware,0.03333333333333333,0.0,0.0,0.0,30
record_01:q00051,q00051,record_01,record_01,3,candidate_reranker_loco,0.14285714285714285,0.0,0.0,0.0,7
record_01:q00052,q00052,record_01,record_01,1,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00052,q00052,record_01,record_01,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00053,q00053,record_01,record_01,1,type_aware,0.2,0.0,0.0,1.0,5
record_01:q00053,q00053,record_01,record_01,1,candidate_reranker_loco,0.25,0.0,0.0,1.0,4
record_01:q00054,q00054,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00054,q00054,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00055,q00055,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00055,q00055,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00056,q00056,record_01,record_01,1,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00056,q00056,record_01,record_01,1,candidate_reranker_loco,0.2,0.0,0.0,1.0,5
record_01:q00058,q00058,record_01,record_01,2,type_aware,0.5,0.0,1.0,1.0,2
record_01:q00058,q00058,record_01,record_01,2,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_01:q00059,q00059,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00059,q00059,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00060,q00060,record_01,record_01,3,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00060,q00060,record_01,record_01,3,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00061,q00061,record_01,record_01,1,type_aware,0.5,0.0,1.0,1.0,2
record_01:q00061,q00061,record_01,record_01,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00062,q00062,record_01,record_01,1,type_aware,0.14285714285714285,0.0,0.0,0.0,7
record_01:q00062,q00062,record_01,record_01,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00063,q00063,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00063,q00063,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00064,q00064,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00064,q00064,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00065,q00065,record_01,record_01,3,type_aware,0.03571428571428571,0.0,0.0,0.0,28
record_01:q00065,q00065,record_01,record_01,3,candidate_reranker_loco,0.16666666666666666,0.0,0.0,0.0,6
record_01:q00066,q00066,record_01,record_01,1,type_aware,0.5,0.0,1.0,1.0,2
record_01:q00066,q00066,record_01,record_01,1,candidate_reranker_loco,0.25,0.0,0.0,1.0,4
record_01:q00067,q00067,record_01,record_01,1,type_aware,0.125,0.0,0.0,0.0,8
record_01:q00067,q00067,record_01,record_01,1,candidate_reranker_loco,0.07142857142857142,0.0,0.0,0.0,14
record_01:q00068,q00068,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00068,q00068,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00069,q00069,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00069,q00069,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00070,q00070,record_01,record_01,3,type_aware,0.015151515151515152,0.0,0.0,0.0,66
record_01:q00070,q00070,record_01,record_01,3,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_01:q00071,q00071,record_01,record_01,1,type_aware,0.14285714285714285,0.0,0.0,0.0,7
record_01:q00071,q00071,record_01,record_01,1,candidate_reranker_loco,0.09090909090909091,0.0,0.0,0.0,11
record_01:q00072,q00072,record_01,record_01,1,type_aware,0.5,0.0,1.0,1.0,2
record_01:q00072,q00072,record_01,record_01,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00073,q00073,record_01,record_01,2,type_aware,0.011627906976744186,0.0,0.0,0.0,86
record_01:q00073,q00073,record_01,record_01,2,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_01:q00074,q00074,record_01,record_01,2,type_aware,0.5,0.0,1.0,1.0,2
record_01:q00074,q00074,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00075,q00075,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00075,q00075,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00076,q00076,record_01,record_01,1,type_aware,0.5,0.0,1.0,1.0,2
record_01:q00076,q00076,record_01,record_01,1,candidate_reranker_loco,0.14285714285714285,0.0,0.0,0.0,7
record_01:q00077,q00077,record_01,record_01,1,type_aware,0.125,0.0,0.0,0.0,8
record_01:q00077,q00077,record_01,record_01,1,candidate_reranker_loco,0.1111111111111111,0.0,0.0,0.0,9
record_01:q00078,q00078,record_01,record_01,3,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00078,q00078,record_01,record_01,3,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00079,q00079,record_01,record_01,1,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00079,q00079,record_01,record_01,1,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00080,q00080,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00080,q00080,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00081,q00081,record_01,record_01,2,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00081,q00081,record_01,record_01,2,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00082,q00082,record_01,record_01,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00082,q00082,record_01,record_01,3,candidate_reranker_loco,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00084,q00084,record_01,record_01,4,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00084,q00084,record_01,record_01,4,candidate_reranker_loco,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00085,q00085,record_01,record_01,4,type_aware,0.5,0.0,1.0,1.0,2
record_01:q00085,q00085,record_01,record_01,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_01:q00086,q00086,record_01,record_01,4,type_aware,0.0196078431372549,0.0,0.0,0.0,51
record_01:q00086,q00086,record_01,record_01,4,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_01:q00087,q00087,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00087,q00087,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00088,q00088,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00088,q00088,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00089,q00089,record_01,record_01,4,type_aware,0.1,0.0,0.0,0.0,10
record_01:q00089,q00089,record_01,record_01,4,candidate_reranker_loco,0.25,0.0,0.0,1.0,4
record_01:q00091,q00091,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00091,q00091,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00092,q00092,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00092,q00092,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00093,q00093,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00093,q00093,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00094,q00094,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00094,q00094,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00095,q00095,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00095,q00095,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00096,q00096,record_01,record_01,4,type_aware,0.03571428571428571,0.0,0.0,0.0,28
record_01:q00096,q00096,record_01,record_01,4,candidate_reranker_loco,0.06666666666666667,0.0,0.0,0.0,15
record_01:q00097,q00097,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00097,q00097,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00098,q00098,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00098,q00098,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00099,q00099,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00099,q00099,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00100,q00100,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00100,q00100,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00101,q00101,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00101,q00101,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00103,q00103,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00103,q00103,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00104,q00104,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00104,q00104,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00105,q00105,record_01,record_01,4,type_aware,0.2,0.0,0.0,1.0,5
record_01:q00105,q00105,record_01,record_01,4,candidate_reranker_loco,0.2,0.0,0.0,1.0,5
record_01:q00106,q00106,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00106,q00106,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00107,q00107,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00107,q00107,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00109,q00109,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00109,q00109,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00110,q00110,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00110,q00110,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00113,q00113,record_01,record_01,4,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00113,q00113,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00114,q00114,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00114,q00114,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00115,q00115,record_01,record_01,4,type_aware,0.022727272727272728,0.0,0.0,0.0,44
record_01:q00115,q00115,record_01,record_01,4,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_01:q00116,q00116,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00116,q00116,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00117,q00117,record_01,record_01,4,type_aware,0.14285714285714285,0.0,0.0,0.0,7
record_01:q00117,q00117,record_01,record_01,4,candidate_reranker_loco,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00118,q00118,record_01,record_01,4,type_aware,0.5,0.0,1.0,1.0,2
record_01:q00118,q00118,record_01,record_01,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_01:q00119,q00119,record_01,record_01,4,type_aware,0.5,0.0,1.0,1.0,2
record_01:q00119,q00119,record_01,record_01,4,candidate_reranker_loco,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00121,q00121,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00121,q00121,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00122,q00122,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00122,q00122,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00123,q00123,record_01,record_01,4,type_aware,0.25,0.0,0.0,1.0,4
record_01:q00123,q00123,record_01,record_01,4,candidate_reranker_loco,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00124,q00124,record_01,record_01,4,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00124,q00124,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00125,q00125,record_01,record_01,4,type_aware,0.05,0.0,0.0,0.0,20
record_01:q00125,q00125,record_01,record_01,4,candidate_reranker_loco,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00127,q00127,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00127,q00127,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00128,q00128,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00128,q00128,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00129,q00129,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00129,q00129,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00130,q00130,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00130,q00130,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00131,q00131,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00131,q00131,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00132,q00132,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00132,q00132,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00133,q00133,record_01,record_01,4,type_aware,0.09090909090909091,0.0,0.0,0.0,11
record_01:q00133,q00133,record_01,record_01,4,candidate_reranker_loco,0.2,0.0,0.0,1.0,5
record_01:q00134,q00134,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00134,q00134,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00135,q00135,record_01,record_01,4,type_aware,0.1,0.0,0.0,0.0,10
record_01:q00135,q00135,record_01,record_01,4,candidate_reranker_loco,0.16666666666666666,0.0,0.0,0.0,6
record_01:q00136,q00136,record_01,record_01,4,type_aware,0.5,0.0,1.0,1.0,2
record_01:q00136,q00136,record_01,record_01,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_01:q00137,q00137,record_01,record_01,4,type_aware,0.14285714285714285,0.0,0.0,0.0,7
record_01:q00137,q00137,record_01,record_01,4,candidate_reranker_loco,0.25,0.0,0.0,1.0,4
record_01:q00138,q00138,record_01,record_01,4,type_aware,0.05555555555555555,0.0,0.0,0.0,18
record_01:q00138,q00138,record_01,record_01,4,candidate_reranker_loco,0.1111111111111111,0.0,0.0,0.0,9
record_01:q00141,q00141,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00141,q00141,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00142,q00142,record_01,record_01,4,type_aware,0.16666666666666666,0.0,0.0,0.0,6
record_01:q00142,q00142,record_01,record_01,4,candidate_reranker_loco,0.2,0.0,0.0,1.0,5
record_01:q00144,q00144,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00144,q00144,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00145,q00145,record_01,record_01,4,type_aware,0.5,0.0,1.0,1.0,2
record_01:q00145,q00145,record_01,record_01,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_01:q00146,q00146,record_01,record_01,4,type_aware,0.14285714285714285,0.0,0.0,0.0,7
record_01:q00146,q00146,record_01,record_01,4,candidate_reranker_loco,0.2,0.0,0.0,1.0,5
record_01:q00147,q00147,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00147,q00147,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00148,q00148,record_01,record_01,4,type_aware,0.05263157894736842,0.0,0.0,0.0,19
record_01:q00148,q00148,record_01,record_01,4,candidate_reranker_loco,0.25,0.0,0.0,1.0,4
record_01:q00149,q00149,record_01,record_01,4,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00149,q00149,record_01,record_01,4,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00151,q00151,record_01,record_01,4,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00151,q00151,record_01,record_01,4,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_01:q00152,q00152,record_01,record_01,4,type_aware,0.05263157894736842,0.0,0.0,0.0,19
record_01:q00152,q00152,record_01,record_01,4,candidate_reranker_loco,0.058823529411764705,0.0,0.0,0.0,17
record_01:q00153,q00153,record_01,record_01,5,type_aware,0.008620689655172414,0.0,0.0,0.0,116
record_01:q00153,q00153,record_01,record_01,5,candidate_reranker_loco,0.029411764705882353,0.0,0.0,0.0,34
record_01:q00154,q00154,record_01,record_01,5,type_aware,0.02040816326530612,0.0,0.0,0.0,49
record_01:q00154,q00154,record_01,record_01,5,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_01:q00155,q00155,record_01,record_01,5,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00155,q00155,record_01,record_01,5,candidate_reranker_loco,0.5,0.0,1.0,1.0,2
record_01:q00156,q00156,record_01,record_01,5,type_aware,0.3333333333333333,0.0,1.0,1.0,3
record_01:q00156,q00156,record_01,record_01,5,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00157,q00157,record_01,record_01,5,type_aware,0.010526315789473684,0.0,0.0,0.0,95
record_01:q00157,q00157,record_01,record_01,5,candidate_reranker_loco,0.0,0.0,0.0,0.0,0
record_01:q00158,q00158,record_01,record_01,5,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00158,q00158,record_01,record_01,5,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00159,q00159,record_01,record_01,5,type_aware,1.0,1.0,1.0,1.0,1
record_01:q00159,q00159,record_01,record_01,5,candidate_reranker_loco,1.0,1.0,1.0,1.0,1
record_01:q00160,q00160,record_01,record_01,5,type_aware,0.1,0.0,0.0,0.0,10
