query_id,original_query_id,split_seed,query_type,method,mrr,recall@1,recall@3,recall@5,first_rank
13:q00142,q00142,13,4,candidate_reranker,0.2,0.0,0.0,1.0,5
13:q00156,q00156,13,5,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13:q00156,q00156,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00157,q00157,13,5,type_aware,0.010526315789473684,0.0,0.0,0.0,95
13:q00157,q00157,13,5,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00159,q00159,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00159,q00159,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00160,q00160,13,5,type_aware,0.1,0.0,0.0,0.0,10
13:q00160,q00160,13,5,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00163,q00163,13,5,type_aware,0.0044444444444444444,0.0,0.0,0.0,225
13:q00163,q00163,13,5,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00164,q00164,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00164,q00164,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00171,q00171,13,5,type_aware,0.125,0.0,0.0,0.0,8
13:q00171,q00171,13,5,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00181,q00181,13,5,type_aware,0.2,0.0,0.0,1.0,5
13:q00181,q00181,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00182,q00182,13,5,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13:q00182,q00182,13,5,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00186,q00186,13,5,type_aware,0.16666666666666666,0.0,0.0,0.0,6
13:q00186,q00186,13,5,candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3
13:q00188,q00188,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00188,q00188,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00197,q00197,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00197,q00197,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00201,q00201,13,2,type_aware,0.5,0.0,1.0,1.0,2
13:q00201,q00201,13,2,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00206,q00206,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00206,q00206,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00207,q00207,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00207,q00207,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00210,q00210,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00210,q00210,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00211,q00211,13,2,type_aware,0.5,0.0,1.0,1.0,2
13:q00211,q00211,13,2,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00213,q00213,13,2,type_aware,0.5,0.0,1.0,1.0,2
13:q00213,q00213,13,2,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00214,q00214,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00214,q00214,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00216,q00216,13,2,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13:q00216,q00216,13,2,candidate_reranker,0.14285714285714285,0.0,0.0,0.0,7
13:q00217,q00217,13,1,type_aware,0.05,0.0,0.0,0.0,20
13:q00217,q00217,13,1,candidate_reranker,0.125,0.0,0.0,0.0,8
13:q00228,q00228,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00228,q00228,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00229,q00229,13,1,type_aware,1.0,1.0,1.0,1.0,1
13:q00229,q00229,13,1,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00234,q00234,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00234,q00234,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00238,q00238,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00238,q00238,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00246,q00246,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00246,q00246,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00251,q00251,13,4,type_aware,0.1111111111111111,0.0,0.0,0.0,9
13:q00251,q00251,13,4,candidate_reranker,0.2,0.0,0.0,1.0,5
13:q00256,q00256,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00256,q00256,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00258,q00258,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00258,q00258,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00260,q00260,13,4,type_aware,0.0196078431372549,0.0,0.0,0.0,51
13:q00260,q00260,13,4,candidate_reranker,0.05263157894736842,0.0,0.0,0.0,19
13:q00265,q00265,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00265,q00265,13,4,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00269,q00269,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00269,q00269,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00282,q00282,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00282,q00282,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00290,q00290,13,5,type_aware,0.016666666666666666,0.0,0.0,0.0,60
13:q00290,q00290,13,5,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00291,q00291,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00291,q00291,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00292,q00292,13,5,type_aware,0.5,0.0,1.0,1.0,2
13:q00292,q00292,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00293,q00293,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00293,q00293,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00294,q00294,13,5,type_aware,0.010638297872340425,0.0,0.0,0.0,94
13:q00294,q00294,13,5,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00297,q00297,13,5,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13:q00297,q00297,13,5,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00298,q00298,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00298,q00298,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00299,q00299,13,5,type_aware,0.0125,0.0,0.0,0.0,80
13:q00299,q00299,13,5,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00301,q00301,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00301,q00301,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00302,q00302,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00302,q00302,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00303,q00303,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00303,q00303,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00307,q00307,13,1,type_aware,0.045454545454545456,0.0,0.0,0.0,22
13:q00307,q00307,13,1,candidate_reranker,0.25,0.0,0.0,1.0,4
13:q00308,q00308,13,1,type_aware,0.023809523809523808,0.0,0.0,0.0,42
13:q00308,q00308,13,1,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00311,q00311,13,1,type_aware,1.0,1.0,1.0,1.0,1
13:q00311,q00311,13,1,candidate_reranker,0.1111111111111111,0.0,0.0,0.0,9
13:q00315,q00315,13,2,type_aware,0.02857142857142857,0.0,0.0,0.0,35
13:q00315,q00315,13,2,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00320,q00320,13,1,type_aware,1.0,1.0,1.0,1.0,1
13:q00320,q00320,13,1,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00326,q00326,13,1,type_aware,1.0,1.0,1.0,1.0,1
13:q00326,q00326,13,1,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00329,q00329,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00329,q00329,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00334,q00334,13,1,type_aware,1.0,1.0,1.0,1.0,1
13:q00334,q00334,13,1,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00335,q00335,13,1,type_aware,0.5,0.0,1.0,1.0,2
13:q00335,q00335,13,1,candidate_reranker,0.16666666666666666,0.0,0.0,0.0,6
13:q00336,q00336,13,2,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13:q00336,q00336,13,2,candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3
13:q00337,q00337,13,1,type_aware,0.1111111111111111,0.0,0.0,0.0,9
13:q00337,q00337,13,1,candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3
13:q00339,q00339,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00339,q00339,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00341,q00341,13,1,type_aware,1.0,1.0,1.0,1.0,1
13:q00341,q00341,13,1,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00342,q00342,13,1,type_aware,1.0,1.0,1.0,1.0,1
13:q00342,q00342,13,1,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00347,q00347,13,1,type_aware,1.0,1.0,1.0,1.0,1
13:q00347,q00347,13,1,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00353,q00353,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00353,q00353,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00356,q00356,13,2,type_aware,0.5,0.0,1.0,1.0,2
13:q00356,q00356,13,2,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00359,q00359,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00359,q00359,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00360,q00360,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00360,q00360,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00364,q00364,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00364,q00364,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00367,q00367,13,1,type_aware,0.03125,0.0,0.0,0.0,32
13:q00367,q00367,13,1,candidate_reranker,0.25,0.0,0.0,1.0,4
13:q00368,q00368,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00368,q00368,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00376,q00376,13,4,type_aware,0.5,0.0,1.0,1.0,2
13:q00376,q00376,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00381,q00381,13,4,type_aware,0.5,0.0,1.0,1.0,2
13:q00381,q00381,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00382,q00382,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00382,q00382,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00397,q00397,13,4,type_aware,0.5,0.0,1.0,1.0,2
13:q00397,q00397,13,4,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00403,q00403,13,4,type_aware,0.16666666666666666,0.0,0.0,0.0,6
13:q00403,q00403,13,4,candidate_reranker,0.2,0.0,0.0,1.0,5
13:q00406,q00406,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00406,q00406,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00407,q00407,13,4,type_aware,0.04,0.0,0.0,0.0,25
13:q00407,q00407,13,4,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00408,q00408,13,4,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13:q00408,q00408,13,4,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00409,q00409,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00409,q00409,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00416,q00416,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00416,q00416,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00422,q00422,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00422,q00422,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00423,q00423,13,4,type_aware,0.125,0.0,0.0,0.0,8
13:q00423,q00423,13,4,candidate_reranker,0.1111111111111111,0.0,0.0,0.0,9
13:q00426,q00426,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00426,q00426,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00432,q00432,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00432,q00432,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00433,q00433,13,4,type_aware,0.25,0.0,0.0,1.0,4
13:q00433,q00433,13,4,candidate_reranker,0.25,0.0,0.0,1.0,4
13:q00438,q00438,13,4,type_aware,0.5,0.0,1.0,1.0,2
13:q00438,q00438,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00441,q00441,13,4,type_aware,0.5,0.0,1.0,1.0,2
13:q00441,q00441,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00442,q00442,13,4,type_aware,0.25,0.0,0.0,1.0,4
13:q00442,q00442,13,4,candidate_reranker,0.25,0.0,0.0,1.0,4
13:q00443,q00443,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00443,q00443,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00463,q00463,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00463,q00463,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00464,q00464,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00464,q00464,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00467,q00467,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00467,q00467,13,5,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00472,q00472,13,5,type_aware,0.02040816326530612,0.0,0.0,0.0,49
13:q00472,q00472,13,5,candidate_reranker,0.030303030303030304,0.0,0.0,0.0,33
13:q00475,q00475,13,5,type_aware,0.5,0.0,1.0,1.0,2
13:q00475,q00475,13,5,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00476,q00476,13,5,type_aware,0.003125,0.0,0.0,0.0,320
13:q00476,q00476,13,5,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00485,q00485,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00485,q00485,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00486,q00486,13,5,type_aware,0.007518796992481203,0.0,0.0,0.0,133
13:q00486,q00486,13,5,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00490,q00490,13,5,type_aware,0.008928571428571428,0.0,0.0,0.0,112
13:q00490,q00490,13,5,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00491,q00491,13,5,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13:q00491,q00491,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00493,q00493,13,5,type_aware,0.0625,0.0,0.0,0.0,16
13:q00493,q00493,13,5,candidate_reranker,0.25,0.0,0.0,1.0,4
13:q00494,q00494,13,5,type_aware,1.0,1.0,1.0,1.0,1
13:q00494,q00494,13,5,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00502,q00502,13,3,type_aware,0.038461538461538464,0.0,0.0,0.0,26
13:q00502,q00502,13,3,candidate_reranker,0.058823529411764705,0.0,0.0,0.0,17
13:q00506,q00506,13,2,type_aware,0.1111111111111111,0.0,0.0,0.0,9
13:q00506,q00506,13,2,candidate_reranker,0.1,0.0,0.0,0.0,10
13:q00511,q00511,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00511,q00511,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00515,q00515,13,2,type_aware,0.022727272727272728,0.0,0.0,0.0,44
13:q00515,q00515,13,2,candidate_reranker,0.2,0.0,0.0,1.0,5
13:q00516,q00516,13,2,type_aware,0.09090909090909091,0.0,0.0,0.0,11
13:q00516,q00516,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00517,q00517,13,1,type_aware,1.0,1.0,1.0,1.0,1
13:q00517,q00517,13,1,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00518,q00518,13,2,type_aware,0.5,0.0,1.0,1.0,2
13:q00518,q00518,13,2,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00519,q00519,13,2,type_aware,0.125,0.0,0.0,0.0,8
13:q00519,q00519,13,2,candidate_reranker,0.2,0.0,0.0,1.0,5
13:q00527,q00527,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00527,q00527,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00528,q00528,13,1,type_aware,0.125,0.0,0.0,0.0,8
13:q00528,q00528,13,1,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00534,q00534,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00534,q00534,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00537,q00537,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00537,q00537,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00541,q00541,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00541,q00541,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00542,q00542,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00542,q00542,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00543,q00543,13,2,type_aware,0.5,0.0,1.0,1.0,2
13:q00543,q00543,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00555,q00555,13,2,type_aware,0.16666666666666666,0.0,0.0,0.0,6
13:q00555,q00555,13,2,candidate_reranker,0.25,0.0,0.0,1.0,4
13:q00556,q00556,13,1,type_aware,0.09090909090909091,0.0,0.0,0.0,11
13:q00556,q00556,13,1,candidate_reranker,0.1,0.0,0.0,0.0,10
13:q00557,q00557,13,1,type_aware,1.0,1.0,1.0,1.0,1
13:q00557,q00557,13,1,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00562,q00562,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00562,q00562,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00564,q00564,13,3,type_aware,0.016129032258064516,0.0,0.0,0.0,62
13:q00564,q00564,13,3,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00568,q00568,13,1,type_aware,0.25,0.0,0.0,1.0,4
13:q00568,q00568,13,1,candidate_reranker,0.25,0.0,0.0,1.0,4
13:q00570,q00570,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00570,q00570,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00574,q00574,13,1,type_aware,1.0,1.0,1.0,1.0,1
13:q00574,q00574,13,1,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00575,q00575,13,2,type_aware,1.0,1.0,1.0,1.0,1
13:q00575,q00575,13,2,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00581,q00581,13,1,type_aware,0.2,0.0,0.0,1.0,5
13:q00581,q00581,13,1,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00582,q00582,13,3,type_aware,0.00819672131147541,0.0,0.0,0.0,122
13:q00582,q00582,13,3,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00583,q00583,13,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13:q00583,q00583,13,3,candidate_reranker,0.09090909090909091,0.0,0.0,0.0,11
13:q00585,q00585,13,3,type_aware,0.02040816326530612,0.0,0.0,0.0,49
13:q00585,q00585,13,3,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00586,q00586,13,4,type_aware,0.16666666666666666,0.0,0.0,0.0,6
13:q00586,q00586,13,4,candidate_reranker,0.2,0.0,0.0,1.0,5
13:q00591,q00591,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00591,q00591,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00592,q00592,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00592,q00592,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
13:q00593,q00593,13,4,type_aware,0.030303030303030304,0.0,0.0,0.0,33
13:q00593,q00593,13,4,candidate_reranker,0.0,0.0,0.0,0.0,0
13:q00594,q00594,13,4,type_aware,0.5,0.0,1.0,1.0,2
13:q00594,q00594,13,4,candidate_reranker,0.5,0.0,1.0,1.0,2
13:q00595,q00595,13,4,type_aware,0.5,0.0,1.0,1.0,2
13:q00595,q00595,13,4,candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3
13:q00597,q00597,13,4,type_aware,0.07692307692307693,0.0,0.0,0.0,13
13:q00597,q00597,13,4,candidate_reranker,0.045454545454545456,0.0,0.0,0.0,22
13:q00605,q00605,13,4,type_aware,0.25,0.0,0.0,1.0,4
13:q00605,q00605,13,4,candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3
13:q00608,q00608,13,4,type_aware,1.0,1.0,1.0,1.0,1
13:q00608,q00608,13,4,candidate_reranker,1.0,1.0,1.0,1.0,1
