query_id,query_type,query,method,num_gold,is_multi_evidence,mrr,recall@1,recall@3,recall@5,first_rank,any_hit@1,full_coverage@1,coverage_ratio@1,any_hit@3,full_coverage@3,coverage_ratio@3,any_hit@5,full_coverage@5,coverage_ratio@5,any_hit@10,full_coverage@10,coverage_ratio@10,any_hit@20,full_coverage@20,coverage_ratio@20
q00322,3,What might John's degree be in?,type_aware_plus_decomposition,3,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
q00350,3,Would John be open to moving to another country?,type_aware,4,1,0.09090909090909091,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25
q00350,3,Would John be open to moving to another country?,query_decomposition,4,1,0.1111111111111111,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,1.0,0.0,0.5
q00350,3,Would John be open to moving to another country?,type_aware_plus_decomposition,4,1,0.2,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,1.0,0.0,0.25,1.0,0.0,0.25
q00355,3,What attributes describe John?,type_aware,5,1,0.07142857142857142,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2
q00355,3,What attributes describe John?,query_decomposition,5,1,0.0136986301369863,0.0,0.0,0.0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00355,3,What attributes describe John?,type_aware_plus_decomposition,5,1,0.058823529411764705,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2
q00369,3,What job might Maria pursue in the future?,type_aware,7,1,0.05555555555555555,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285
q00369,3,What job might Maria pursue in the future?,query_decomposition,7,1,0.09090909090909091,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857
q00369,3,What job might Maria pursue in the future?,type_aware_plus_decomposition,7,1,0.08333333333333333,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285
q00498,3,Is it likely that Nate has friends besides Joanna?,type_aware,1,0,0.0047169811320754715,0.0,0.0,0.0,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00498,3,Is it likely that Nate has friends besides Joanna?,query_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00498,3,Is it likely that Nate has friends besides Joanna?,type_aware_plus_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00502,3,What pets wouldn't cause any discomfort to Joanna?,type_aware,1,0,0.038461538461538464,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00502,3,What pets wouldn't cause any discomfort to Joanna?,query_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00502,3,What pets wouldn't cause any discomfort to Joanna?,type_aware_plus_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00510,3,What underlying condition might Joanna have based on her allergies?,type_aware,3,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666
q00510,3,What underlying condition might Joanna have based on her allergies?,query_decomposition,3,1,0.09090909090909091,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333
q00510,3,What underlying condition might Joanna have based on her allergies?,type_aware_plus_decomposition,3,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666
q00512,3,What nickname does Nate use for Joanna?,type_aware,1,0,0.012987012987012988,0.0,0.0,0.0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00512,3,What nickname does Nate use for Joanna?,query_decomposition,1,0,0.02857142857142857,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00512,3,What nickname does Nate use for Joanna?,type_aware_plus_decomposition,1,0,0.027777777777777776,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00558,3,What Console does Nate own?,type_aware,1,0,0.018867924528301886,0.0,0.0,0.0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00558,3,What Console does Nate own?,query_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00558,3,What Console does Nate own?,type_aware_plus_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00564,3,What alternative career might Nate consider after gaming?,type_aware,4,1,0.016129032258064516,0.0,0.0,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00564,3,What alternative career might Nate consider after gaming?,query_decomposition,4,1,0.08333333333333333,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25
q00564,3,What alternative career might Nate consider after gaming?,type_aware_plus_decomposition,4,1,0.041666666666666664,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00566,3,How many hikes has Joanna been on?,type_aware,3,1,0.05555555555555555,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333
q00566,3,How many hikes has Joanna been on?,query_decomposition,3,1,0.02127659574468085,0.0,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00566,3,How many hikes has Joanna been on?,type_aware_plus_decomposition,3,1,0.05,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333
q00571,3,What state did Joanna visit in summer 2021?,type_aware,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00571,3,What state did Joanna visit in summer 2021?,query_decomposition,1,0,0.06666666666666667,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
q00571,3,What state did Joanna visit in summer 2021?,type_aware_plus_decomposition,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00582,3,Was the first half of September 2022 a good month career-wise for Nate and Joanna? Answer yes or no.,type_aware,4,1,0.00819672131147541,0.0,0.0,0.0,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00582,3,Was the first half of September 2022 a good month career-wise for Nate and Joanna? Answer yes or no.,query_decomposition,4,1,0.022222222222222223,0.0,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00582,3,Was the first half of September 2022 a good month career-wise for Nate and Joanna? Answer yes or no.,type_aware_plus_decomposition,4,1,0.02040816326530612,0.0,0.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00583,3,What kind of job is Joanna beginning to preform the duties of because of her movie scripts?,type_aware,2,1,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00583,3,What kind of job is Joanna beginning to preform the duties of because of her movie scripts?,query_decomposition,2,1,0.027777777777777776,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00583,3,What kind of job is Joanna beginning to preform the duties of because of her movie scripts?,type_aware_plus_decomposition,2,1,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00585,3,What state did Nate visit?,type_aware,2,1,0.02040816326530612,0.0,0.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00585,3,What state did Nate visit?,query_decomposition,2,1,0.018867924528301886,0.0,0.0,0.0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00585,3,What state did Nate visit?,type_aware_plus_decomposition,2,1,0.018518518518518517,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00761,3,Would Tim enjoy reading books by C. S. Lewis or John Greene?,type_aware,3,1,0.008771929824561403,0.0,0.0,0.0,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00761,3,Would Tim enjoy reading books by C. S. Lewis or John Greene?,query_decomposition,3,1,0.00546448087431694,0.0,0.0,0.0,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00761,3,Would Tim enjoy reading books by C. S. Lewis or John Greene?,type_aware_plus_decomposition,3,1,0.00546448087431694,0.0,0.0,0.0,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00763,3,"Based on Tim's collections, what is a shop that he would enjoy visiting in New York city?",type_aware,1,0,0.016666666666666666,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00763,3,"Based on Tim's collections, what is a shop that he would enjoy visiting in New York city?",query_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00763,3,"Based on Tim's collections, what is a shop that he would enjoy visiting in New York city?",type_aware_plus_decomposition,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00766,3,Which outdoor gear company likely signed up John for an endorsement deal?,type_aware,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
q00766,3,Which outdoor gear company likely signed up John for an endorsement deal?,query_decomposition,2,1,0.25,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
q00766,3,Which outdoor gear company likely signed up John for an endorsement deal?,type_aware_plus_decomposition,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
q00773,3,Who is Anthony?,type_aware,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00773,3,Who is Anthony?,query_decomposition,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00773,3,Who is Anthony?,type_aware_plus_decomposition,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00777,3,What is a prominent charity organization that John might want to work with and why?,type_aware,8,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.125,1.0,0.0,0.125,1.0,0.0,0.25,1.0,0.0,0.375
q00777,3,What is a prominent charity organization that John might want to work with and why?,query_decomposition,8,1,0.09090909090909091,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.125
q00777,3,What is a prominent charity organization that John might want to work with and why?,type_aware_plus_decomposition,8,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.125,1.0,0.0,0.125,1.0,0.0,0.25,1.0,0.0,0.375
q00785,3,Which popular time management technique does Tim use to prepare for exams?,type_aware,2,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00785,3,Which popular time management technique does Tim use to prepare for exams?,query_decomposition,2,1,0.07142857142857142,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
q00785,3,Which popular time management technique does Tim use to prepare for exams?,type_aware_plus_decomposition,2,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00786,3,Which popular music composer's tunes does Tim enjoy playing on the piano?,type_aware,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
q00786,3,Which popular music composer's tunes does Tim enjoy playing on the piano?,query_decomposition,2,1,0.02,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q00786,3,Which popular music composer's tunes does Tim enjoy playing on the piano?,type_aware_plus_decomposition,2,1,0.2,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
q00790,3,Which US states might Tim be in during September 2023 based on his plans of visiting Universal Studios?,type_aware,3,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666
q00790,3,Which US states might Tim be in during September 2023 based on his plans of visiting Universal Studios?,query_decomposition,3,1,0.25,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666
q00790,3,Which US states might Tim be in during September 2023 based on his plans of visiting Universal Studios?,type_aware_plus_decomposition,3,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666
q00792,3,What could John do after his basketball career?,type_aware,5,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.2
q00792,3,What could John do after his basketball career?,query_decomposition,5,1,0.25,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.2
q00792,3,What could John do after his basketball career?,type_aware_plus_decomposition,5,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.2
q00809,3,What kind of yoga for building core strength might John benefit from?,type_aware,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q00809,3,What kind of yoga for building core strength might John benefit from?,query_decomposition,1,0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
