row_type,scope,group,value,count,total,share,evidence,review_order,audit_id,query_id,query_type,auto_reason,first_rank,first_rank_bucket,top_memory_type,status,missing_required_count,missing_required_fields,missing_optional_fields,query
item,priority20,,,,,,,7,audit_051,q01147,5,other,2,rank_2_5,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What type of jewelry does Andrew make?
item,priority20,,,,,,,8,audit_056,q01803,1,other,19,rank_11_20,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Who inspired Dave's passion for car engineering?
item,priority20,,,,,,,9,audit_055,q01576,5,other,8,rank_6_10,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,"Why did Deborah get the new plant on 30 August, 2023?"
item,priority20,,,,,,,10,audit_069,q01772,5,relationship_neighbor,2,rank_2_5,family,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What is the motto of Sam's family?
item,priority20,,,,,,,11,audit_025,q00970,5,identity_neighbor,18,rank_11_20,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Who is one of Tim's sources of inspiration for painting?
item,priority20,,,,,,,12,audit_077,q00555,2,temporal_neighbor,6,rank_6_10,plan,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,When did Joanna plan to go over to Nate's and share recipes?
item,priority20,,,,,,,13,audit_075,q00133,4,temporal_neighbor,11,rank_11_20,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,How long has Melanie been creating art?
item,priority20,,,,,,,14,audit_010,q00183,5,gold_below_top20,24,rank_gt_20,family,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What did Melanie find in her neighborhood during her walk?
item,priority20,,,,,,,15,audit_045,q01756,5,memory_type_mismatch,3,rank_2_5,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,"What food did Evan share a photo of on 19 August, 2023?"
item,priority20,,,,,,,16,audit_034,q00645,4,memory_type_mismatch,12,rank_11_20,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What type of ice cream does Joanna mention that Nate makes and is delicious?
item,priority20,,,,,,,17,audit_019,q01169,2,gold_below_top20,377,rank_gt_20,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,"How was John feeling on April 10, 2022?"
item,priority20,,,,,,,18,audit_040,q01164,3,memory_type_mismatch,10,rank_6_10,relationship,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Does James live in Connecticut?
item,priority20,,,,,,,19,audit_009,q00889,4,career_education_neighbor,13,rank_11_20,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What does Tim have that serves as a reminder of hard work and is his prized possession?
item,priority20,,,,,,,20,audit_006,q00028,3,career_education_neighbor,5,rank_2_5,goal,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Would Caroline pursue writing as a career option?
item,full80,,,,,,,1,audit_039,q00962,5,memory_type_mismatch,3,rank_2_5,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What does Tim want to do after his basketball career?
item,full80,,,,,,,2,audit_009,q00889,4,career_education_neighbor,13,rank_11_20,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What does Tim have that serves as a reminder of hard work and is his prized possession?
item,full80,,,,,,,3,audit_069,q01772,5,relationship_neighbor,2,rank_2_5,family,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What is the motto of Sam's family?
item,full80,,,,,,,4,audit_010,q00183,5,gold_below_top20,24,rank_gt_20,family,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What did Melanie find in her neighborhood during her walk?
item,full80,,,,,,,5,audit_052,q01246,4,other,2,rank_2_5,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,"What did John organize with his friends on May 8, 2022?"
item,full80,,,,,,,6,audit_047,q01865,4,memory_type_mismatch,6,rank_6_10,goal,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What did Dave open in May 2023?
item,full80,,,,,,,7,audit_014,q00633,4,gold_below_top20,31,rank_gt_20,plan,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What did Joanna plan to do with the recipe Nate promised to share?
item,full80,,,,,,,8,audit_064,q00695,4,preference_neighbor,6,rank_6_10,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What does Nate love most about having turtles?
item,full80,,,,,,,9,audit_080,q01819,2,temporal_neighbor,2,rank_2_5,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,When was Calvin's album released?
item,full80,,,,,,,10,audit_076,q00520,2,temporal_neighbor,5,rank_2_5,work,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,When did Joanna start writing her third screenplay?
item,full80,,,,,,,11,audit_031,q00459,5,memory_type_mismatch,4,rank_2_5,emotion,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Who inspired John to start volunteering?
item,full80,,,,,,,12,audit_071,q01605,1,semantic_neighbor,20,rank_11_20,plan,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What kind of healthy food suggestions has Evan given to Sam?
item,full80,,,,,,,13,audit_066,q00176,5,relationship_neighbor,3,rank_2_5,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What did Caroline and her family see during their camping trip last year?
item,full80,,,,,,,14,audit_051,q01147,5,other,2,rank_2_5,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What type of jewelry does Andrew make?
item,full80,,,,,,,15,audit_034,q00645,4,memory_type_mismatch,12,rank_11_20,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What type of ice cream does Joanna mention that Nate makes and is delicious?
item,full80,,,,,,,16,audit_016,q01031,1,gold_below_top20,29,rank_gt_20,identity,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What has Andrew done with his dogs?
item,full80,,,,,,,17,audit_022,q01655,2,gold_below_top20,24,rank_gt_20,health,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,"What was Sam doing on December 4, 2023?"
item,full80,,,,,,,18,audit_046,q01783,2,memory_type_mismatch,8,rank_6_10,plan,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,When did Calvin first travel to Tokyo?
item,full80,,,,,,,19,audit_054,q01340,5,other,8,rank_6_10,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,"What games were played at the gaming tournament organized by James on 31 October, 2022?"
item,full80,,,,,,,20,audit_001,q00349,1,activity_neighbor,3,rank_2_5,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What activities has Maria done with her church friends?
item,full80,,,,,,,21,audit_073,q01811,1,semantic_neighbor,3,rank_2_5,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What does Calvin do to relax?
item,full80,,,,,,,22,audit_049,q00547,1,other,3,rank_2_5,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,How many times has Joanna's scripts been rejected?
item,full80,,,,,,,23,audit_063,q00589,4,preference_neighbor,3,rank_2_5,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What is Nate's favorite book series about?
item,full80,,,,,,,24,audit_012,q00367,1,gold_below_top20,32,rank_gt_20,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,How many dogs has Maria adopted from the dog shelter she volunteers at?
item,full80,,,,,,,25,audit_038,q00957,5,memory_type_mismatch,6,rank_6_10,education,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,How long did Tim and his high school basketball teammates play together?
item,full80,,,,,,,26,audit_060,q01337,5,persona_confusion,2,rank_2_5,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What kind of gig was James offered at the game dev non-profit organization?
item,full80,,,,,,,27,audit_007,q00442,4,career_education_neighbor,4,rank_2_5,plan,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What happened to John's job in August 2023?
item,full80,,,,,,,28,audit_025,q00970,5,identity_neighbor,18,rank_11_20,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Who is one of Tim's sources of inspiration for painting?
item,full80,,,,,,,29,audit_062,q00573,1,preference_neighbor,5,rank_2_5,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What are Nate's favorite desserts?
item,full80,,,,,,,30,audit_053,q01314,5,other,6,rank_6_10,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What was the main goal of the money raised from the political campaign organized by John and his friends in May 2022?
item,full80,,,,,,,31,audit_024,q00882,4,identity_neighbor,2,rank_2_5,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Who is one of Tim's sources of inspiration for writing?
item,full80,,,,,,,32,audit_042,q01294,4,memory_type_mismatch,2,rank_2_5,work,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What does John feel about starting the journey as a programming mentor for game developers?
item,full80,,,,,,,33,audit_020,q01345,5,gold_below_top20,23,rank_gt_20,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,"What game is James hooked on playing on 5 November, 2022?"
item,full80,,,,,,,34,audit_048,q01924,4,memory_type_mismatch,2,rank_2_5,plan,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Which city is featured in the photograph Dave showed Calvin?
item,full80,,,,,,,35,audit_035,q00667,4,memory_type_mismatch,2,rank_2_5,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What does Joanna do while she writes?
item,full80,,,,,,,36,audit_037,q00900,4,memory_type_mismatch,2,rank_2_5,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,"How did ""The Alchemist"" impact John's perspective on following dreams?"
item,full80,,,,,,,37,audit_030,q00410,4,memory_type_mismatch,13,rank_11_20,emotion,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,How does John plan to honor the memories of his beloved pet?
item,full80,,,,,,,38,audit_058,q01136,5,persona_confusion,3,rank_2_5,family,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What are some of the personalities of Andrew's four fur babies?
item,full80,,,,,,,39,audit_032,q00568,1,memory_type_mismatch,4,rank_2_5,family,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What activities does Nate do with his turtles?
item,full80,,,,,,,40,audit_074,q01884,4,semantic_neighbor,5,rank_2_5,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What did Calvin and his friends record in August 2023?
item,full80,,,,,,,41,audit_026,q00016,1,memory_type_mismatch,8,rank_6_10,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What activities does Melanie partake in?
item,full80,,,,,,,42,audit_006,q00028,3,career_education_neighbor,5,rank_2_5,goal,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Would Caroline pursue writing as a career option?
item,full80,,,,,,,43,audit_077,q00555,2,temporal_neighbor,6,rank_6_10,plan,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,When did Joanna plan to go over to Nate's and share recipes?
item,full80,,,,,,,44,audit_019,q01169,2,gold_below_top20,377,rank_gt_20,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,"How was John feeling on April 10, 2022?"
item,full80,,,,,,,45,audit_023,q00071,1,identity_neighbor,7,rank_6_10,identity,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What transgender-specific events has Caroline attended?
item,full80,,,,,,,46,audit_061,q01814,2,persona_confusion,8,rank_6_10,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Where was Dave in the last two weeks of August 2023?
item,full80,,,,,,,47,audit_072,q01670,4,semantic_neighbor,2,rank_2_5,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What type of car did Evan get after his old Prius broke down?
item,full80,,,,,,,48,audit_017,q01052,3,gold_below_top20,54,rank_gt_20,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What is something that Andrew could do to make birdwatching hobby to fit in his city schedule?
item,full80,,,,,,,49,audit_003,q01639,2,activity_neighbor,6,rank_6_10,plan,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Which activity do Evan and Sam plan on doing together during September 2023?
item,full80,,,,,,,50,audit_059,q01316,5,persona_confusion,2,rank_2_5,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What did James create for the charitable foundation that helped generate reports for analysis?
item,full80,,,,,,,51,audit_027,q00056,1,memory_type_mismatch,3,rank_2_5,relationship,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What subject have Caroline and Melanie both painted?
item,full80,,,,,,,52,audit_078,q01242,4,temporal_neighbor,6,rank_6_10,work,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What kind of assignment was giving John a hard time at work?
item,full80,,,,,,,53,audit_044,q01741,4,memory_type_mismatch,3,rank_2_5,identity,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Why did Evan apologize to his partner?
item,full80,,,,,,,54,audit_055,q01576,5,other,8,rank_6_10,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,"Why did Deborah get the new plant on 30 August, 2023?"
item,full80,,,,,,,55,audit_050,q00715,5,other,8,rank_6_10,plan,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Who did Joanna plan to invite to her gaming party in June 2022?
item,full80,,,,,,,56,audit_029,q00340,1,memory_type_mismatch,2,rank_2_5,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What states has Maria vacationed at?
item,full80,,,,,,,57,audit_004,q01760,5,activity_neighbor,3,rank_2_5,health,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What sports activity has Sam been doing to stay active while dealing with the knee injury?
item,full80,,,,,,,58,audit_002,q01430,1,activity_neighbor,12,rank_11_20,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Which locations does Deborah practice her yoga at?
item,full80,,,,,,,59,audit_018,q01055,2,gold_below_top20,39,rank_gt_20,preference,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,When did Andrew make his dogs a fun indoor area?
item,full80,,,,,,,60,audit_075,q00133,4,temporal_neighbor,11,rank_11_20,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,How long has Melanie been creating art?
item,full80,,,,,,,61,audit_067,q00475,5,relationship_neighbor,2,rank_2_5,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,How long was Max a part of Maria's family?
item,full80,,,,,,,62,audit_065,q01789,1,preference_neighbor,5,rank_2_5,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Which types of cars does Dave like the most?
item,full80,,,,,,,63,audit_068,q01349,1,relationship_neighbor,4,rank_2_5,family,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Which of Deborah`s family and friends have passed away?
item,full80,,,,,,,64,audit_070,q01182,1,semantic_neighbor,17,rank_11_20,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What kind of games has James tried to develop?
item,full80,,,,,,,65,audit_056,q01803,1,other,19,rank_11_20,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Who inspired Dave's passion for car engineering?
item,full80,,,,,,,66,audit_013,q00502,3,gold_below_top20,26,rank_gt_20,health,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What pets wouldn't cause any discomfort to Joanna?
item,full80,,,,,,,67,audit_028,q00314,1,memory_type_mismatch,3,rank_2_5,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,Who gave Maria's family money when she was younger and her family was going through tough times?
item,full80,,,,,,,68,audit_008,q00583,3,career_education_neighbor,3,rank_2_5,goal,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What kind of job is Joanna beginning to preform the duties of because of her movie scripts?
item,full80,,,,,,,69,audit_033,q00609,4,memory_type_mismatch,10,rank_6_10,plan,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What are the main ingredients of the ice cream recipe shared by Nate?
item,full80,,,,,,,70,audit_041,q01233,4,memory_type_mismatch,20,rank_11_20,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What game was James playing in the online gaming tournament in April 2022?
item,full80,,,,,,,71,audit_079,q01663,2,temporal_neighbor,2,rank_2_5,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,When did Evan finish the painting that's hanging in the exhibit?
item,full80,,,,,,,72,audit_045,q01756,5,memory_type_mismatch,3,rank_2_5,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,"What food did Evan share a photo of on 19 August, 2023?"
item,full80,,,,,,,73,audit_057,q00982,5,persona_confusion,2,rank_2_5,hobby,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What instrument is John learning to play in December 2023?
item,full80,,,,,,,74,audit_011,q00304,5,gold_below_top20,503,rank_gt_20,event,not_started,3,human_auto_reason_correct;human_top_memory_relevant;human_gold_memory_sufficient,human_manual_reason;human_auditor_notes,What plans does Gina have after receiving advice at the networking event?
