query_id,original_query_id,split_seed,query_type,method,mrr,recall@1,recall@3,recall@5,first_rank
13:q01194,q01194,13,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
13:q01384,q01384,13,3,global_candidate_reranker,0.1111111111111111,0.0,0.0,0.0,9
13:q01592,q01592,13,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
13:q01607,q01607,13,3,global_candidate_reranker,0.14285714285714285,0.0,0.0,0.0,7
13:q01630,q01630,13,3,global_candidate_reranker,0.14285714285714285,0.0,0.0,0.0,7
13:q01644,q01644,13,3,global_candidate_reranker,0.1,0.0,0.0,0.0,10
13:q01790,q01790,13,3,global_candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3
13:q00051,q00051,13,3,type3_specific_reranker,0.041666666666666664,0.0,0.0,0.0,24
13:q00060,q00060,13,3,type3_specific_reranker,0.3333333333333333,0.0,1.0,1.0,3
13:q00502,q00502,13,3,type3_specific_reranker,0.037037037037037035,0.0,0.0,0.0,27
13:q00564,q00564,13,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
13:q00582,q00582,13,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
13:q00583,q00583,13,3,type3_specific_reranker,0.1111111111111111,0.0,0.0,0.0,9
13:q00585,q00585,13,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
13:q00761,q00761,13,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
13:q00790,q00790,13,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
13:q00811,q00811,13,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
13:q01165,q01165,13,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
13:q01170,q01170,13,3,type3_specific_reranker,0.125,0.0,0.0,0.0,8
13:q01175,q01175,13,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
13:q01183,q01183,13,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
13:q01188,q01188,13,3,type3_specific_reranker,0.5,0.0,1.0,1.0,2
13:q01191,q01191,13,3,type3_specific_reranker,0.14285714285714285,0.0,0.0,0.0,7
13:q01193,q01193,13,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
13:q01194,q01194,13,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
13:q01384,q01384,13,3,type3_specific_reranker,0.3333333333333333,0.0,1.0,1.0,3
13:q01592,q01592,13,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
13:q01607,q01607,13,3,type3_specific_reranker,0.2,0.0,0.0,1.0,5
13:q01630,q01630,13,3,type3_specific_reranker,0.16666666666666666,0.0,0.0,0.0,6
13:q01644,q01644,13,3,type3_specific_reranker,0.09090909090909091,0.0,0.0,0.0,11
13:q01790,q01790,13,3,type3_specific_reranker,0.25,0.0,0.0,1.0,4
13:q00051,q00051,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q00060,q00060,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q00502,q00502,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q00564,q00564,13,3,candidate_oracle,0.0,0.0,0.0,0.0,0
13:q00582,q00582,13,3,candidate_oracle,0.0,0.0,0.0,0.0,0
13:q00583,q00583,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q00585,q00585,13,3,candidate_oracle,0.0,0.0,0.0,0.0,0
13:q00761,q00761,13,3,candidate_oracle,0.0,0.0,0.0,0.0,0
13:q00790,q00790,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q00811,q00811,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01165,q01165,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01170,q01170,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01175,q01175,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01183,q01183,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01188,q01188,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01191,q01191,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01193,q01193,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01194,q01194,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01384,q01384,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01592,q01592,13,3,candidate_oracle,0.0,0.0,0.0,0.0,0
13:q01607,q01607,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01630,q01630,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01644,q01644,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
13:q01790,q01790,13,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q00023,q00023,17,3,type_aware,0.5,0.0,1.0,1.0,2
17:q00060,q00060,17,3,type_aware,1.0,1.0,1.0,1.0,1
17:q00065,q00065,17,3,type_aware,0.0,0.0,0.0,0.0,0
17:q00070,q00070,17,3,type_aware,0.0,0.0,0.0,0.0,0
17:q00322,q00322,17,3,type_aware,1.0,1.0,1.0,1.0,1
17:q00498,q00498,17,3,type_aware,0.0,0.0,0.0,0.0,0
17:q00502,q00502,17,3,type_aware,0.0,0.0,0.0,0.0,0
17:q00510,q00510,17,3,type_aware,1.0,1.0,1.0,1.0,1
17:q00583,q00583,17,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3
17:q00761,q00761,17,3,type_aware,0.0,0.0,0.0,0.0,0
17:q00766,q00766,17,3,type_aware,1.0,1.0,1.0,1.0,1
17:q00824,q00824,17,3,type_aware,1.0,1.0,1.0,1.0,1
17:q01164,q01164,17,3,type_aware,0.1,0.0,0.0,0.0,10
17:q01170,q01170,17,3,type_aware,0.16666666666666666,0.0,0.0,0.0,6
17:q01177,q01177,17,3,type_aware,0.0,0.0,0.0,0.0,0
17:q01183,q01183,17,3,type_aware,1.0,1.0,1.0,1.0,1
17:q01193,q01193,17,3,type_aware,0.5,0.0,1.0,1.0,2
17:q01353,q01353,17,3,type_aware,1.0,1.0,1.0,1.0,1
17:q01371,q01371,17,3,type_aware,0.0,0.0,0.0,0.0,0
17:q01592,q01592,17,3,type_aware,0.0,0.0,0.0,0.0,0
17:q01606,q01606,17,3,type_aware,0.25,0.0,0.0,1.0,4
17:q01658,q01658,17,3,type_aware,0.16666666666666666,0.0,0.0,0.0,6
17:q01804,q01804,17,3,type_aware,1.0,1.0,1.0,1.0,1
17:q00023,q00023,17,3,global_candidate_reranker,0.5,0.0,1.0,1.0,2
17:q00060,q00060,17,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
17:q00065,q00065,17,3,global_candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3
17:q00070,q00070,17,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
17:q00322,q00322,17,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
17:q00498,q00498,17,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
17:q00502,q00502,17,3,global_candidate_reranker,0.045454545454545456,0.0,0.0,0.0,22
17:q00510,q00510,17,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
17:q00583,q00583,17,3,global_candidate_reranker,0.08333333333333333,0.0,0.0,0.0,12
17:q00761,q00761,17,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
17:q00766,q00766,17,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
17:q00824,q00824,17,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
17:q01164,q01164,17,3,global_candidate_reranker,0.2,0.0,0.0,1.0,5
17:q01170,q01170,17,3,global_candidate_reranker,0.07692307692307693,0.0,0.0,0.0,13
17:q01177,q01177,17,3,global_candidate_reranker,0.06666666666666667,0.0,0.0,0.0,15
17:q01183,q01183,17,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
17:q01193,q01193,17,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
17:q01353,q01353,17,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
17:q01371,q01371,17,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
17:q01592,q01592,17,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
17:q01606,q01606,17,3,global_candidate_reranker,0.2,0.0,0.0,1.0,5
17:q01658,q01658,17,3,global_candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3
17:q01804,q01804,17,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
17:q00023,q00023,17,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
17:q00060,q00060,17,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
17:q00065,q00065,17,3,type3_specific_reranker,0.06666666666666667,0.0,0.0,0.0,15
17:q00070,q00070,17,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
17:q00322,q00322,17,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
17:q00498,q00498,17,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
17:q00502,q00502,17,3,type3_specific_reranker,0.04,0.0,0.0,0.0,25
17:q00510,q00510,17,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
17:q00583,q00583,17,3,type3_specific_reranker,0.05263157894736842,0.0,0.0,0.0,19
17:q00761,q00761,17,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
17:q00766,q00766,17,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
17:q00824,q00824,17,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
17:q01164,q01164,17,3,type3_specific_reranker,0.3333333333333333,0.0,1.0,1.0,3
17:q01170,q01170,17,3,type3_specific_reranker,0.1111111111111111,0.0,0.0,0.0,9
17:q01177,q01177,17,3,type3_specific_reranker,0.125,0.0,0.0,0.0,8
17:q01183,q01183,17,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
17:q01193,q01193,17,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
17:q01353,q01353,17,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
17:q01371,q01371,17,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
17:q01592,q01592,17,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
17:q01606,q01606,17,3,type3_specific_reranker,0.25,0.0,0.0,1.0,4
17:q01658,q01658,17,3,type3_specific_reranker,0.09090909090909091,0.0,0.0,0.0,11
17:q01804,q01804,17,3,type3_specific_reranker,0.3333333333333333,0.0,1.0,1.0,3
17:q00023,q00023,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q00060,q00060,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q00065,q00065,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q00070,q00070,17,3,candidate_oracle,0.0,0.0,0.0,0.0,0
17:q00322,q00322,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q00498,q00498,17,3,candidate_oracle,0.0,0.0,0.0,0.0,0
17:q00502,q00502,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q00510,q00510,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q00583,q00583,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q00761,q00761,17,3,candidate_oracle,0.0,0.0,0.0,0.0,0
17:q00766,q00766,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q00824,q00824,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q01164,q01164,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q01170,q01170,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q01177,q01177,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q01183,q01183,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q01193,q01193,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q01353,q01353,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q01371,q01371,17,3,candidate_oracle,0.0,0.0,0.0,0.0,0
17:q01592,q01592,17,3,candidate_oracle,0.0,0.0,0.0,0.0,0
17:q01606,q01606,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q01658,q01658,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
17:q01804,q01804,17,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q00051,q00051,23,3,type_aware,0.0,0.0,0.0,0.0,0
23:q00078,q00078,23,3,type_aware,1.0,1.0,1.0,1.0,1
23:q00082,q00082,23,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3
23:q00313,q00313,23,3,type_aware,0.0,0.0,0.0,0.0,0
23:q00319,q00319,23,3,type_aware,0.0,0.0,0.0,0.0,0
23:q00322,q00322,23,3,type_aware,1.0,1.0,1.0,1.0,1
23:q00502,q00502,23,3,type_aware,0.0,0.0,0.0,0.0,0
23:q00510,q00510,23,3,type_aware,1.0,1.0,1.0,1.0,1
23:q00564,q00564,23,3,type_aware,0.0,0.0,0.0,0.0,0
23:q00585,q00585,23,3,type_aware,0.0,0.0,0.0,0.0,0
23:q00809,q00809,23,3,type_aware,1.0,1.0,1.0,1.0,1
23:q00811,q00811,23,3,type_aware,1.0,1.0,1.0,1.0,1
23:q00828,q00828,23,3,type_aware,1.0,1.0,1.0,1.0,1
23:q01052,q01052,23,3,type_aware,0.0,0.0,0.0,0.0,0
23:q01053,q01053,23,3,type_aware,0.5,0.0,1.0,1.0,2
23:q01170,q01170,23,3,type_aware,0.16666666666666666,0.0,0.0,0.0,6
23:q01194,q01194,23,3,type_aware,1.0,1.0,1.0,1.0,1
23:q01592,q01592,23,3,type_aware,0.0,0.0,0.0,0.0,0
23:q01597,q01597,23,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3
23:q01652,q01652,23,3,type_aware,1.0,1.0,1.0,1.0,1
23:q01804,q01804,23,3,type_aware,1.0,1.0,1.0,1.0,1
23:q01820,q01820,23,3,type_aware,0.07692307692307693,0.0,0.0,0.0,13
23:q00051,q00051,23,3,global_candidate_reranker,0.125,0.0,0.0,0.0,8
23:q00078,q00078,23,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
23:q00082,q00082,23,3,global_candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3
23:q00313,q00313,23,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
23:q00319,q00319,23,3,global_candidate_reranker,0.125,0.0,0.0,0.0,8
23:q00322,q00322,23,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
23:q00502,q00502,23,3,global_candidate_reranker,0.05555555555555555,0.0,0.0,0.0,18
23:q00510,q00510,23,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
23:q00564,q00564,23,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
23:q00585,q00585,23,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
23:q00809,q00809,23,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
23:q00811,q00811,23,3,global_candidate_reranker,0.125,0.0,0.0,0.0,8
23:q00828,q00828,23,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
23:q01052,q01052,23,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
23:q01053,q01053,23,3,global_candidate_reranker,0.07692307692307693,0.0,0.0,0.0,13
23:q01170,q01170,23,3,global_candidate_reranker,0.041666666666666664,0.0,0.0,0.0,24
23:q01194,q01194,23,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
23:q01592,q01592,23,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
23:q01597,q01597,23,3,global_candidate_reranker,0.2,0.0,0.0,1.0,5
23:q01652,q01652,23,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
23:q01804,q01804,23,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
23:q01820,q01820,23,3,global_candidate_reranker,0.3333333333333333,0.0,1.0,1.0,3
23:q00051,q00051,23,3,type3_specific_reranker,0.045454545454545456,0.0,0.0,0.0,22
23:q00078,q00078,23,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
23:q00082,q00082,23,3,type3_specific_reranker,0.5,0.0,1.0,1.0,2
23:q00313,q00313,23,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
23:q00319,q00319,23,3,type3_specific_reranker,0.05263157894736842,0.0,0.0,0.0,19
23:q00322,q00322,23,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
23:q00502,q00502,23,3,type3_specific_reranker,0.058823529411764705,0.0,0.0,0.0,17
23:q00510,q00510,23,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
23:q00564,q00564,23,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
23:q00585,q00585,23,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
23:q00809,q00809,23,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
23:q00811,q00811,23,3,type3_specific_reranker,0.5,0.0,1.0,1.0,2
23:q00828,q00828,23,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
23:q01052,q01052,23,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
23:q01053,q01053,23,3,type3_specific_reranker,0.2,0.0,0.0,1.0,5
23:q01170,q01170,23,3,type3_specific_reranker,0.09090909090909091,0.0,0.0,0.0,11
23:q01194,q01194,23,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
23:q01592,q01592,23,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
23:q01597,q01597,23,3,type3_specific_reranker,0.25,0.0,0.0,1.0,4
23:q01652,q01652,23,3,type3_specific_reranker,1.0,1.0,1.0,1.0,1
23:q01804,q01804,23,3,type3_specific_reranker,0.5,0.0,1.0,1.0,2
23:q01820,q01820,23,3,type3_specific_reranker,0.1,0.0,0.0,0.0,10
23:q00051,q00051,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q00078,q00078,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q00082,q00082,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q00313,q00313,23,3,candidate_oracle,0.0,0.0,0.0,0.0,0
23:q00319,q00319,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q00322,q00322,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q00502,q00502,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q00510,q00510,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q00564,q00564,23,3,candidate_oracle,0.0,0.0,0.0,0.0,0
23:q00585,q00585,23,3,candidate_oracle,0.0,0.0,0.0,0.0,0
23:q00809,q00809,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q00811,q00811,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q00828,q00828,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q01052,q01052,23,3,candidate_oracle,0.0,0.0,0.0,0.0,0
23:q01053,q01053,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q01170,q01170,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q01194,q01194,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q01592,q01592,23,3,candidate_oracle,0.0,0.0,0.0,0.0,0
23:q01597,q01597,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q01652,q01652,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q01804,q01804,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
23:q01820,q01820,23,3,candidate_oracle,1.0,1.0,1.0,1.0,1
29:q00023,q00023,29,3,type_aware,0.5,0.0,1.0,1.0,2
29:q00043,q00043,29,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3
29:q00051,q00051,29,3,type_aware,0.0,0.0,0.0,0.0,0
29:q00313,q00313,29,3,type_aware,0.0,0.0,0.0,0.0,0
29:q00319,q00319,29,3,type_aware,0.0,0.0,0.0,0.0,0
29:q00355,q00355,29,3,type_aware,0.07142857142857142,0.0,0.0,0.0,14
29:q00510,q00510,29,3,type_aware,1.0,1.0,1.0,1.0,1
29:q00512,q00512,29,3,type_aware,0.0,0.0,0.0,0.0,0
29:q00571,q00571,29,3,type_aware,1.0,1.0,1.0,1.0,1
29:q00582,q00582,29,3,type_aware,0.0,0.0,0.0,0.0,0
29:q00585,q00585,29,3,type_aware,0.0,0.0,0.0,0.0,0
29:q00773,q00773,29,3,type_aware,1.0,1.0,1.0,1.0,1
29:q00785,q00785,29,3,type_aware,0.5,0.0,1.0,1.0,2
29:q00786,q00786,29,3,type_aware,1.0,1.0,1.0,1.0,1
29:q00790,q00790,29,3,type_aware,1.0,1.0,1.0,1.0,1
29:q00792,q00792,29,3,type_aware,0.5,0.0,1.0,1.0,2
29:q00824,q00824,29,3,type_aware,1.0,1.0,1.0,1.0,1
29:q00828,q00828,29,3,type_aware,1.0,1.0,1.0,1.0,1
29:q01020,q01020,29,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3
29:q01194,q01194,29,3,type_aware,1.0,1.0,1.0,1.0,1
29:q01202,q01202,29,3,type_aware,0.0,0.0,0.0,0.0,0
29:q01388,q01388,29,3,type_aware,0.09090909090909091,0.0,0.0,0.0,11
29:q01396,q01396,29,3,type_aware,0.08333333333333333,0.0,0.0,0.0,12
29:q01423,q01423,29,3,type_aware,1.0,1.0,1.0,1.0,1
29:q01592,q01592,29,3,type_aware,0.0,0.0,0.0,0.0,0
29:q01597,q01597,29,3,type_aware,0.3333333333333333,0.0,1.0,1.0,3
29:q01614,q01614,29,3,type_aware,0.0,0.0,0.0,0.0,0
29:q01652,q01652,29,3,type_aware,1.0,1.0,1.0,1.0,1
29:q01787,q01787,29,3,type_aware,0.07142857142857142,0.0,0.0,0.0,14
29:q00023,q00023,29,3,global_candidate_reranker,0.5,0.0,1.0,1.0,2
29:q00043,q00043,29,3,global_candidate_reranker,0.1111111111111111,0.0,0.0,0.0,9
29:q00051,q00051,29,3,global_candidate_reranker,0.125,0.0,0.0,0.0,8
29:q00313,q00313,29,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
29:q00319,q00319,29,3,global_candidate_reranker,0.14285714285714285,0.0,0.0,0.0,7
29:q00355,q00355,29,3,global_candidate_reranker,0.020833333333333332,0.0,0.0,0.0,48
29:q00510,q00510,29,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
29:q00512,q00512,29,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
29:q00571,q00571,29,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
29:q00582,q00582,29,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
29:q00585,q00585,29,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
29:q00773,q00773,29,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
29:q00785,q00785,29,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
29:q00786,q00786,29,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
29:q00790,q00790,29,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
29:q00792,q00792,29,3,global_candidate_reranker,0.14285714285714285,0.0,0.0,0.0,7
29:q00824,q00824,29,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
29:q00828,q00828,29,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
29:q01020,q01020,29,3,global_candidate_reranker,0.1,0.0,0.0,0.0,10
29:q01194,q01194,29,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
29:q01202,q01202,29,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
29:q01388,q01388,29,3,global_candidate_reranker,0.05263157894736842,0.0,0.0,0.0,19
29:q01396,q01396,29,3,global_candidate_reranker,0.04,0.0,0.0,0.0,25
29:q01423,q01423,29,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
29:q01592,q01592,29,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
29:q01597,q01597,29,3,global_candidate_reranker,0.2,0.0,0.0,1.0,5
29:q01614,q01614,29,3,global_candidate_reranker,0.0,0.0,0.0,0.0,0
29:q01652,q01652,29,3,global_candidate_reranker,1.0,1.0,1.0,1.0,1
29:q01787,q01787,29,3,global_candidate_reranker,0.07692307692307693,0.0,0.0,0.0,13
29:q00023,q00023,29,3,type3_specific_reranker,0.3333333333333333,0.0,1.0,1.0,3
29:q00043,q00043,29,3,type3_specific_reranker,0.16666666666666666,0.0,0.0,0.0,6
29:q00051,q00051,29,3,type3_specific_reranker,0.041666666666666664,0.0,0.0,0.0,24
29:q00313,q00313,29,3,type3_specific_reranker,0.0,0.0,0.0,0.0,0
