query_id,query_type,method,rank,memory_id,memory_type,final_score,facet_hits,best_facet,best_facet_rank,is_relevant,memory_text
q00023,3,type_aware_plus_decomposition,11,llm_00054,relationship,0.0687111801242236,0,,0,False,"Caroline's friends and family have been supportive of her transition, providing love, guidance, and acceptance."
q00023,3,type_aware_plus_decomposition,12,llm_00124,emotion,0.06860931236509404,0,,0,False,Caroline finds painting therapeutic and it helps her explore her identity.
q00023,3,type_aware_plus_decomposition,13,llm_00061,preference,0.0685807150595883,0,,0,False,"Caroline's favorite book is 'Becoming Nicole' by Amy Ellis Nutt, which inspired her."
q00023,3,type_aware_plus_decomposition,14,llm_00155,identity,0.06794294294294295,0,,0,False,Caroline is a transgender woman.
q00023,3,type_aware_plus_decomposition,15,llm_00029,identity,0.06733266733266734,0,,0,False,Caroline is from Sweden.
q00023,3,type_aware_plus_decomposition,16,llm_00171,identity,0.06703196347031964,0,,0,False,Caroline is a transgender woman.
q00023,3,type_aware_plus_decomposition,17,llm_00185,identity,0.06614509246088193,0,,0,False,Caroline is a transgender woman.
q00023,3,type_aware_plus_decomposition,18,llm_00072,preference,0.060805860805860805,0,,0,False,Caroline's favorite color is blue because it makes her feel relaxed.
q00023,3,type_aware_plus_decomposition,19,llm_01088,event,0.05980722331901057,0,,0,False,Tim recently reorganized his bookshelf.
q00023,3,type_aware_plus_decomposition,20,llm_00156,emotion,0.058196721311475415,0,,0,False,Caroline used art to explore her gender identity and during her transition.
q00028,3,query_decomposition,1,llm_00058,goal,2.614870451541486,12,caroline career option,1,True,Caroline is exploring counseling and mental health career options.
q00028,3,query_decomposition,2,llm_00005,plan,2.536175567854971,12,caroline career option,2,False,Caroline plans to continue her education and explore career options.
q00028,3,query_decomposition,3,llm_00034,goal,2.525122504748629,12,caroline career option,3,False,Caroline is exploring a career in counseling and mental health.
q00028,3,query_decomposition,4,llm_00045,goal,2.4457442539189675,12,Would Caroline pursue writing as a career option?,2,False,Caroline is exploring counseling or mental health work as a career.
q00028,3,query_decomposition,5,llm_00002,identity,2.4131954118760675,12,caroline caroline,1,False,Caroline is transgender.
q00028,3,query_decomposition,6,llm_00674,goal,2.3349919639987142,10,Would Caroline pursue writing as a career option?,1,False,Nate wants to pursue writing.
q00028,3,query_decomposition,7,llm_00135,preference,2.2678262753425478,12,caroline caroline,3,False,Caroline enjoys drawing flowers.
q00028,3,query_decomposition,8,llm_00029,identity,2.260212943640615,12,caroline caroline,2,False,Caroline is from Sweden.
q00028,3,query_decomposition,9,llm_00052,identity,2.2388544249644706,12,caroline caroline,4,False,Caroline is a transgender woman.
q00028,3,query_decomposition,10,llm_00037,emotion,2.2278915911129067,10,caroline caroline pursue,1,False,Caroline's own journey and support she received motivated her to pursue counseling.
q00028,3,query_decomposition,11,llm_00083,identity,2.2205168682364884,12,caroline caroline,5,False,Caroline is a transgender woman.
q00028,3,query_decomposition,12,llm_00040,goal,2.2184792155006616,11,Would Caroline pursue writing as a career option?,3,False,Caroline is considering counseling and mental health as a career path to help others.
q00028,3,query_decomposition,13,llm_00102,identity,2.2026489575241186,12,caroline caroline,6,False,Caroline is a transgender woman.
q00028,3,query_decomposition,14,llm_00131,identity,2.169183200601474,12,caroline caroline,8,False,Caroline is a transgender woman.
q00028,3,query_decomposition,15,llm_00155,identity,2.1526001872959433,12,caroline caroline,9,False,Caroline is a transgender woman.
q00028,3,query_decomposition,16,llm_00171,identity,2.136419494499459,12,caroline caroline,10,False,Caroline is a transgender woman.
q00028,3,query_decomposition,17,llm_00185,identity,2.120626259234867,12,caroline caroline,11,False,Caroline is a transgender woman.
q00028,3,query_decomposition,18,llm_00120,hobby,2.0716449712927183,11,caroline caroline,7,False,Caroline has always loved horses.
q00028,3,query_decomposition,19,llm_00071,goal,2.0004892356252277,12,caroline caroline,15,False,Caroline is determined to adopt a child.
q00028,3,query_decomposition,20,llm_00128,hobby,1.9606145975916451,11,caroline caroline,12,False,Caroline has not tried pottery yet.
q00028,3,type_aware_plus_decomposition,1,llm_00045,goal,0.08119877049180328,0,,0,False,Caroline is exploring counseling or mental health work as a career.
q00028,3,type_aware_plus_decomposition,2,llm_00034,goal,0.07936507936507936,0,,0,False,Caroline is exploring a career in counseling and mental health.
q00028,3,type_aware_plus_decomposition,3,llm_00005,plan,0.07862903225806452,0,,0,False,Caroline plans to continue her education and explore career options.
q00028,3,type_aware_plus_decomposition,4,llm_00040,goal,0.07840501792114696,0,,0,False,Caroline is considering counseling and mental health as a career path to help others.
q00028,3,type_aware_plus_decomposition,5,llm_00058,goal,0.07793190416141237,0,,0,True,Caroline is exploring counseling and mental health career options.
q00028,3,type_aware_plus_decomposition,6,llm_00674,goal,0.07485300768882858,0,,0,False,Nate wants to pursue writing.
q00028,3,type_aware_plus_decomposition,7,llm_00037,emotion,0.073109243697479,0,,0,False,Caroline's own journey and support she received motivated her to pursue counseling.
q00028,3,type_aware_plus_decomposition,8,llm_00052,identity,0.0708307817922025,0,,0,False,Caroline is a transgender woman.
q00028,3,type_aware_plus_decomposition,9,llm_00083,identity,0.06964006259780907,0,,0,False,Caroline is a transgender woman.
q00028,3,type_aware_plus_decomposition,10,llm_00115,goal,0.06937799043062201,0,,0,False,Caroline applied to adoption agencies as the first step towards becoming a mom.
q00028,3,type_aware_plus_decomposition,11,llm_00102,identity,0.0684931506849315,0,,0,False,Caroline is a transgender woman.
q00028,3,type_aware_plus_decomposition,12,llm_00131,identity,0.06756756756756757,0,,0,False,Caroline is a transgender woman.
q00028,3,type_aware_plus_decomposition,13,llm_00155,identity,0.06666666666666667,0,,0,False,Caroline is a transgender woman.
q00028,3,type_aware_plus_decomposition,14,llm_00002,identity,0.06666666666666667,0,,0,False,Caroline is transgender.
q00028,3,type_aware_plus_decomposition,15,llm_00171,identity,0.06578947368421052,0,,0,False,Caroline is a transgender woman.
q00028,3,type_aware_plus_decomposition,16,llm_00185,identity,0.06493506493506494,0,,0,False,Caroline is a transgender woman.
q00028,3,type_aware_plus_decomposition,17,llm_00184,preference,0.06408730158730158,0,,0,False,Caroline sees adoption as a way of giving back and showing love and acceptance.
q00028,3,type_aware_plus_decomposition,18,llm_00016,plan,0.06362073200687791,0,,0,False,Caroline is planning to adopt as a single parent and is up for the challenge.
q00028,3,type_aware_plus_decomposition,19,llm_00119,hobby,0.058849557522123896,0,,0,False,Caroline used to go horseback riding with her dad as a kid.
q00028,3,type_aware_plus_decomposition,20,llm_00006,goal,0.05063291139240506,0,,0,False,Caroline is interested in counseling or working in mental health to support others with similar issues.
q00043,3,query_decomposition,1,llm_00151,family,2.4959916501408825,11,melanie melanie interested,1,False,Melanie has kids.
q00043,3,query_decomposition,2,llm_00010,plan,2.466527292061055,12,melanie melanie interested going national park,1,False,Melanie is going swimming with the kids after the conversation.
q00043,3,query_decomposition,3,llm_00096,family,2.3891229938402185,11,melanie melanie interested,2,False,"Melanie's youngest child took her first steps, which Melanie remembers vividly."
q00043,3,query_decomposition,4,llm_00048,identity,2.2533229604533362,11,melanie melanie interested,3,False,Melanie loves being a mom.
q00043,3,query_decomposition,5,llm_00121,hobby,2.233035754432967,11,melanie melanie interested,4,False,Melanie recently painted a horse.
q00043,3,query_decomposition,6,llm_00007,work,2.168358226822589,11,melanie melanie interested,5,False,Melanie is managing kids and work.
q00043,3,query_decomposition,7,llm_00024,family,2.1499449236247417,11,melanie melanie interested,6,False,Melanie is married and has kids.
q00043,3,query_decomposition,8,llm_00122,hobby,2.115510306272529,11,melanie melanie interested,7,False,"Melanie loves painting animals, especially horses."
q00043,3,query_decomposition,9,llm_00139,event,2.0619781882547805,9,melanie melanie interested going national park theme park,2,False,Melanie took her kids to a park yesterday and they had fun exploring and playing outdoors.
q00043,3,query_decomposition,10,llm_00094,family,2.0597836945275074,9,melanie melanie interested going national park,2,True,Melanie's family has a tradition of going on a camping trip every summer.
q00043,3,query_decomposition,11,llm_01219,event,2.055821038251366,9,Would Melanie be more interested in going to a national park or a theme park?,1,False,Audrey took her dogs on a road trip to a national park last Friday.
q00043,3,query_decomposition,12,llm_00008,hobby,1.9880861222087272,11,melanie melanie interested,8,False,Melanie painted a lake sunrise last year.
q00043,3,query_decomposition,13,llm_00025,relationship,1.9730025535538935,11,melanie melanie interested,9,False,Melanie has been married for 5 years.
q00043,3,query_decomposition,14,llm_00076,preference,1.960400210268365,11,melanie melanie interested,11,False,Melanie finds peace through creativity and family.
q00043,3,query_decomposition,15,llm_00064,preference,1.9582782312277494,11,melanie melanie interested,10,False,Melanie recently bought new purple running shoes.
q00043,3,query_decomposition,16,llm_00127,hobby,1.9263810247869313,12,melanie melanie interested,16,False,Melanie made a plate in pottery class yesterday.
q00043,3,query_decomposition,17,llm_00033,family,1.897525564486039,11,melanie melanie interested,12,False,Melanie has two younger kids who love nature.
q00043,3,query_decomposition,18,llm_00042,event,1.87694570913334,11,melanie melanie interested,13,False,Melanie signed up for a pottery class yesterday.
q00043,3,query_decomposition,19,llm_00077,family,1.8641588190043512,11,melanie melanie interested,14,False,Melanie's family supported her during her move.
q00043,3,query_decomposition,20,llm_00087,hobby,1.851654922038571,11,melanie melanie interested,15,False,Melanie and her kids just finished another painting.
q00043,3,type_aware_plus_decomposition,1,llm_00139,event,0.08006652411499168,0,,0,False,Melanie took her kids to a park yesterday and they had fun exploring and playing outdoors.
q00043,3,type_aware_plus_decomposition,2,llm_00094,family,0.07777777777777778,0,,0,True,Melanie's family has a tradition of going on a camping trip every summer.
q00043,3,type_aware_plus_decomposition,3,llm_00010,plan,0.07673509286412512,0,,0,False,Melanie is going swimming with the kids after the conversation.
q00043,3,type_aware_plus_decomposition,4,llm_00048,identity,0.07532649253731344,0,,0,False,Melanie loves being a mom.
q00043,3,type_aware_plus_decomposition,5,llm_00013,plan,0.07373358348968105,0,,0,False,Melanie's kids are excited about summer break and the family is thinking about going camping next month.
q00043,3,type_aware_plus_decomposition,6,llm_00151,family,0.07353629976580796,0,,0,False,Melanie has kids.
q00043,3,type_aware_plus_decomposition,7,llm_01219,event,0.07205552153500715,0,,0,False,Audrey took her dogs on a road trip to a national park last Friday.
q00043,3,type_aware_plus_decomposition,8,llm_00078,event,0.07193396226415094,0,,0,False,Melanie and her family went on a camping trip in the forest.
q00043,3,type_aware_plus_decomposition,9,llm_00033,family,0.0718105423987777,0,,0,False,Melanie has two younger kids who love nature.
q00043,3,type_aware_plus_decomposition,10,llm_00093,preference,0.07146057347670251,0,,0,False,Melanie goes to the beach with her kids only once or twice a year.
q00043,3,type_aware_plus_decomposition,11,llm_00024,family,0.06897942718838242,0,,0,False,Melanie is married and has kids.
q00043,3,type_aware_plus_decomposition,12,llm_00079,hobby,0.06559728742827334,0,,0,False,Melanie and her family enjoy hiking in the mountains and exploring forests.
q00043,3,type_aware_plus_decomposition,13,llm_00888,plan,0.06290849673202614,0,,0,False,"Joanna and Nate plan to meet tomorrow to watch the turtles, watch a movie, or go to the park."
q00043,3,type_aware_plus_decomposition,14,llm_00080,event,0.06253767329716697,0,,0,False,Melanie went camping with her family two weekends ago.
q00043,3,type_aware_plus_decomposition,15,llm_00011,event,0.062393162393162394,0,,0,False,Melanie ran a charity race for mental health last Saturday.
q00043,3,type_aware_plus_decomposition,16,llm_00174,event,0.06237027812370278,0,,0,False,Melanie went on a road trip with her family over the past weekend.
q00043,3,type_aware_plus_decomposition,17,llm_00032,event,0.06225733029856741,0,,0,False,Melanie went camping with her family in the mountains last week.
q00043,3,type_aware_plus_decomposition,18,llm_00150,event,0.05921568627450981,0,,0,False,Melanie went camping with her kids a few weeks ago and had a blast.
q00043,3,type_aware_plus_decomposition,19,llm_00113,plan,0.05701754385964912,0,,0,False,"Caroline and Melanie plan to do something special together this summer, possibly a family outing or a trip just the two of them."
q00043,3,type_aware_plus_decomposition,20,llm_00177,family,0.05,0,,0,False,"Melanie has multiple children, including a son who was in an accident and other kids who were scared but reassured."
q00051,3,query_decomposition,1,llm_00002,identity,1.915848816029144,7,caroline caroline political leaning,1,False,Caroline is transgender.
q00051,3,query_decomposition,2,llm_00135,preference,1.8275735565117959,7,caroline caroline political leaning,3,False,Caroline enjoys drawing flowers.
q00051,3,query_decomposition,3,llm_00029,identity,1.8165281837543703,7,caroline caroline political leaning,2,False,Caroline is from Sweden.
q00051,3,query_decomposition,4,llm_00052,identity,1.7964319573747127,7,caroline caroline political leaning,4,False,Caroline is a transgender woman.
q00051,3,query_decomposition,5,llm_00083,identity,1.7814749200860869,7,caroline caroline political leaning,5,False,Caroline is a transgender woman.
q00051,3,query_decomposition,6,llm_00102,identity,1.7669548036800913,7,caroline caroline political leaning,6,False,Caroline is a transgender woman.
q00051,3,query_decomposition,7,llm_00131,identity,1.7391503366060979,7,caroline caroline political leaning,8,False,Caroline is a transgender woman.
q00051,3,query_decomposition,8,llm_00120,hobby,1.7363525853273867,7,caroline caroline political leaning,7,False,Caroline has always loved horses.
q00051,3,query_decomposition,9,llm_00155,identity,1.7258311456324187,7,caroline caroline political leaning,9,False,Caroline is a transgender woman.
