split_seed,query_id,query_type,query,method,selected_method,mrr,recall@1,recall@3,recall@5,first_rank
13,q00128,4,What did Caroline make for a local church?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00130,4,Which song motivates Caroline to be courageous?,supervised_text_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
13,q00141,4,What did the posters at the poetry reading say?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00142,4,What does Caroline's drawing symbolize for her?,supervised_text_router,keyword,0.014285714285714285,0.0,0.0,0.0,70
13,q00156,5,Why did Melanie choose the adoption agency?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13,q00157,5,What is Melanie excited about in her adoption process?,supervised_text_router,keyword,0.0014285714285714286,0.0,0.0,0.0,700
13,q00159,5,What country is Melanie's grandma from?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00160,5,What was grandma's gift to Melanie?,supervised_text_router,type_aware,0.1,0.0,0.0,0.0,10
13,q00163,5,What did Caroline and her family do while camping?,supervised_text_router,keyword,0.0006333122229259025,0.0,0.0,0.0,1579
13,q00164,5,What kind of counseling and mental health services is Melanie interested in pursuing?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00171,5,What does Caroline say running has been great for?,supervised_text_router,vector,0.017241379310344827,0.0,0.0,0.0,58
13,q00181,5,What activity did Melanie used to do with her dad?,supervised_text_router,type_aware,0.2,0.0,0.0,1.0,5
13,q00182,5,What did Melanie make for a local church?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13,q00186,5,Which classical musicians does Caroline enjoy listening to?,supervised_text_router,vector,0.014084507042253521,0.0,0.0,0.0,71
13,q00188,5,What precautionary sign did Caroline see at the café?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00197,5,What was Caroline's reaction to her children enjoying the Grand Canyon?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00201,2,When Gina has lost her job at Door Dash?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
13,q00206,2,When is Jon's group performing at a festival?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00207,2,When did Gina launch an ad campaign for her store?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00210,2,When did Gina team up with a local artist for some cool designs?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00211,2,When did Gina get her tattoo?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00213,2,When did Gina open her online clothing store?,supervised_text_router,keyword,0.1,0.0,0.0,0.0,10
13,q00214,2,When did Jon start expanding his studio's social media presence?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00216,2,When did Jon go to a fair to get more exposure for his dance studio?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13,q00217,1,Why did Gina decide to start her own clothing store?,supervised_text_router,vector,0.0625,0.0,0.0,0.0,16
13,q00228,2,When was Jon in Rome?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00229,1,Which cities has Jon visited?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00234,2,When did Gina start being recognized by fashion editors?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00238,2,When did Gina go to a dance class with a group of friends?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00246,4,What kind of flooring is Jon looking for in his dance studio?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00251,4,What made Gina choose the furniture and decor for her store?,supervised_text_router,keyword,0.07142857142857142,0.0,0.0,0.0,14
13,q00256,4,What did Jon and Gina compare their entrepreneurial journeys to?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00258,4,Why did Jon shut down his bank account?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00260,4,What does Jon's dance make him?,supervised_text_router,vector,0.2,0.0,0.0,1.0,5
13,q00265,4,What book is Jon currently reading?,supervised_text_router,keyword,0.14285714285714285,0.0,0.0,0.0,7
13,q00269,4,What did Jon take a trip to Rome for?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00282,5,What is Jon's favorite style of painting?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00290,5,What made Jon choose the furniture and decor for his store?,supervised_text_router,type_aware,0.016666666666666666,0.0,0.0,0.0,60
13,q00291,5,How is Jon's store doing?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00292,5,What does Jon's tattoo symbolize?,supervised_text_router,vector,0.009259259259259259,0.0,0.0,0.0,108
13,q00293,5,Why did Gina shut down her bank account?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00294,5,Why did Jon combine his clothing business with dance?,supervised_text_router,vector,0.010869565217391304,0.0,0.0,0.0,92
13,q00297,5,Where is Gina's HR internship?,supervised_text_router,keyword,0.5,0.0,1.0,1.0,2
13,q00298,5,Where is Jon's fashion internship?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00299,5,What book is Gina currently reading?,supervised_text_router,type_aware,0.0125,0.0,0.0,0.0,80
13,q00301,5,What did Jon take a trip to Barcelona for?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00302,5,What did Jon make a limited edition line of?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00303,5,What temporary job did Gina take to cover expenses?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00307,1,What martial arts has John done?,supervised_text_router,keyword,0.0034602076124567475,0.0,0.0,0.0,289
13,q00308,1,What type of volunteering have John and Maria both done?,supervised_text_router,keyword,0.008547008547008548,0.0,0.0,0.0,117
13,q00311,1,Where has Maria made friends?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00315,2,When did Maria meet Jean?,supervised_text_router,type_aware,0.02857142857142857,0.0,0.0,0.0,35
13,q00320,1,What writing classes has Maria taken?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00326,1,What areas of the U.S. has John been to or is planning to go to?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00329,2,When did John start boot camp with his family?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00334,1,What events is Maria planning for the homeless shelter funraiser?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00335,1,What shelters does Maria volunteer at?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
13,q00336,2,When did John get his dog Max?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13,q00337,1,What outdoor activities has John done with his colleagues?,supervised_text_router,type_aware,0.1111111111111111,0.0,0.0,0.0,9
13,q00339,2,When did Maria join a gym?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00341,1,What music events has John attended?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00342,1,What events for veterans has John participated in?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00347,1,What area was hit by a flood?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00353,2,When did John have his first firefighter call-out?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00356,2,When did Maria start volunteering at the homeless shelter?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
13,q00359,2,When did Maria take up community work with her church friends?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00360,2,When did Maria receive a medal from the homeless shelter?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00364,2,When did John go on a camping trip with Max?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00367,1,How many dogs has Maria adopted from the dog shelter she volunteers at?,supervised_text_router,vector,0.07142857142857142,0.0,0.0,0.0,14
13,q00368,2,How many weeks passed between Maria adopting Coco and Shadow?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00376,4,What kind of online group did John join?,supervised_text_router,vector,0.5,0.0,1.0,1.0,2
13,q00381,4,Why did John decide to run for office again?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00382,4,"What activity did John's colleague, Rob, invite him to?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00397,4,How often does John work out with his family?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00403,4,What did John host for the veterans in May 2023 as part of the project?,supervised_text_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
13,q00406,4,"What event is Maria getting ready for at the shelter on May 25, 2023?",supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00407,4,What does Maria need to spread the word about for the fundraiser for the volunteer shelter?,supervised_text_router,type_aware,0.04,0.0,0.0,0.0,25
13,q00408,4,"What was the name of the pet that John had to say goodbye to on 3 June, 2023?",supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13,q00409,4,How long was Max a part of John's family?,supervised_text_router,vector,0.5,0.0,1.0,1.0,2
13,q00416,4,What yoga activity has Maria been trying to improve her strength and endurance?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00422,4,What event did John participate in to show support for veterans' rights?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00423,4,What inspired John to join the marching event for veterans' rights?,supervised_text_router,type_aware,0.125,0.0,0.0,0.0,8
13,q00426,4,How did the flood impact the homes in John's old area?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00432,4,Why did John feel inspired to join the military after the visit to the hospital?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00433,4,In what activity did Maria and her church friends participate in July 2023?,supervised_text_router,vector,0.2,0.0,0.0,1.0,5
13,q00438,4,"What did John do the week before August 3, 2023 involving his kids?",supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
13,q00441,4,What does John believe is important for children regarding veterans?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
13,q00442,4,What happened to John's job in August 2023?,supervised_text_router,type_aware,0.25,0.0,0.0,1.0,4
13,q00443,4,What activity did Maria take up with her friends from church in August 2023?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00463,5,How often does John take his kids to the library?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00464,5,What did Maria make for her home to remind her of a trip to France?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00467,5,What areas is John particularly interested in for art appreciation?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00472,5,What kind of food did Maria have on her dinner spread with her father?,supervised_text_router,vector,0.0625,0.0,0.0,0.0,16
13,q00475,5,How long was Max a part of Maria's family?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
13,q00476,5,How does Maria plan to honor the memories of her beloved pet?,supervised_text_router,vector,0.005714285714285714,0.0,0.0,0.0,175
13,q00485,5,What does John criticize about the veteran's hospital visit?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00486,5,What did John take away from visiting the orphanage?,supervised_text_router,type_aware,0.007518796992481203,0.0,0.0,0.0,133
13,q00490,5,What happened to Maria's job in August 2023?,supervised_text_router,type_aware,0.008928571428571428,0.0,0.0,0.0,112
13,q00491,5,What cause did the 5K charity run organized by Maria support?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13,q00493,5,What recognition did John receive at the homeless shelter in August 2023?,supervised_text_router,vector,0.004201680672268907,0.0,0.0,0.0,238
13,q00494,5,"What is the name of John's puppy he got two weeks before August 11, 2023?",supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00502,3,What pets wouldn't cause any discomfort to Joanna?,supervised_text_router,type_aware,0.038461538461538464,0.0,0.0,0.0,26
13,q00506,2,When did Nate get his first two turtles?,supervised_text_router,type_aware,0.1111111111111111,0.0,0.0,0.0,9
13,q00511,2,When did Joanna have an audition for a writing gig?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00515,2,"What movie did Joanna watch on 1 May, 2022?",supervised_text_router,keyword,0.005952380952380952,0.0,0.0,0.0,168
13,q00516,2,Which outdoor spot did Joanna visit in May?,supervised_text_router,type_aware,0.09090909090909091,0.0,0.0,0.0,11
13,q00517,1,How many times has Joanna found new hiking trails?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00518,2,When did Nate adopt Max?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
13,q00519,2,Who was the new addition to Nate's family in May 2022?,supervised_text_router,type_aware,0.125,0.0,0.0,0.0,8
13,q00527,2,When is Joanna going to make Nate's ice cream for her family?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00528,1,What kind of writings does Joanna do?,supervised_text_router,vector,0.1111111111111111,0.0,0.0,0.0,9
13,q00534,2,When did Joanna share her book with her writers group?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00537,2,When did Nate attend a cooking show?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00541,2,How long did it take for Joanna to finish writing her book?,supervised_text_router,hybrid,1.0,1.0,1.0,1.0,1
13,q00542,2,When did Nate win a lot of money in a video game tournament?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00543,2,When did Joanna finish up the writing for her book?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
13,q00555,2,When did Joanna plan to go over to Nate's and share recipes?,supervised_text_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6
13,q00556,1,What things has Nate reccomended to Joanna?,supervised_text_router,type_aware,0.09090909090909091,0.0,0.0,0.0,11
13,q00557,1,What does Joanna do to remember happy memories?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00562,2,When did Nate win a big Valorant tourney?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00564,3,What alternative career might Nate consider after gaming?,supervised_text_router,type_aware,0.016129032258064516,0.0,0.0,0.0,62
13,q00568,1,What activities does Nate do with his turtles?,supervised_text_router,vector,0.125,0.0,0.0,0.0,8
13,q00570,2,When did Joanna plan on going to Nate's to watch him play with his turtles?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00574,1,How has Nate tried to disburse his vegan ice-cream recipes?,supervised_text_router,hybrid,1.0,1.0,1.0,1.0,1
13,q00575,2,When did Nate win his second tournament?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00581,1,What are the skills that Nate has helped others learn?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00582,3,Was the first half of September 2022 a good month career-wise for Nate and Joanna? Answer yes or no.,supervised_text_router,type_aware,0.00819672131147541,0.0,0.0,0.0,122
13,q00583,3,What kind of job is Joanna beginning to preform the duties of because of her movie scripts?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13,q00585,3,What state did Nate visit?,supervised_text_router,vector,0.022222222222222223,0.0,0.0,0.0,45
13,q00586,4,What is one of Joanna's favorite movies?,supervised_text_router,keyword,0.025,0.0,0.0,0.0,40
13,q00591,4,What game was the second tournament that Nate won based on?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00592,4,What is Joanna's third screenplay about?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00593,4,What is Nate's favorite video game?,supervised_text_router,vector,0.03225806451612903,0.0,0.0,0.0,31
13,q00594,4,What type of movies does Nate enjoy watching the most?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00595,4,"What did Joanna just finish last Friday on 23 January, 2022?",supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
13,q00597,4,What are Joanna's plans for her finished screenplay in January 2022?,supervised_text_router,keyword,0.07142857142857142,0.0,0.0,0.0,14
13,q00605,4,Why does Nate like turtles as pets?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00608,4,Why did Nate choose the hair color he did?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00613,4,What kind of films does Joanna enjoy?,supervised_text_router,vector,0.5,0.0,1.0,1.0,2
13,q00622,4,What event is Nate organizing in June 2022?,supervised_text_router,vector,0.08333333333333333,0.0,0.0,0.0,12
13,q00623,4,Who did Nate plan to invite to his gaming party in June 2022?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13,q00631,4,How many people attended the gaming party hosted by Nate in June 2022?,supervised_text_router,type_aware,0.25,0.0,0.0,1.0,4
13,q00632,4,What recipe Nate offer to share with Joanna?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13,q00634,4,"How many video game tournaments has Nate won by July 10, 2022?",supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00638,4,What inspired Joanna's new script in July 2022?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13,q00649,4,How did Nate celebrate winning the international tournament?,supervised_text_router,keyword,0.006993006993006993,0.0,0.0,0.0,143
13,q00653,4,What is Nate's favorite dish from the cooking show he hosted?,supervised_text_router,hybrid,1.0,1.0,1.0,1.0,1
13,q00656,4,What kind of cake did Joanna share a photo of that she likes making for birthdays and special days?,supervised_text_router,type_aware,0.029411764705882353,0.0,0.0,0.0,34
13,q00657,4,"What two main ingredients are part of the dessert Joanna shared a photo of with blueberries, coconut milk, and a gluten-free crust?",supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00662,4,"What game has Nate been playing nonstop with a futuristic setting and gameplay on October 9, 2022?",supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00667,4,What does Joanna do while she writes?,supervised_text_router,keyword,0.3333333333333333,0.0,1.0,1.0,3
13,q00668,4,Why did Joanna name the stuffed animal dog Tilly?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00669,4,What does Joanna do after receiving a rejection from a production company?,supervised_text_router,keyword,0.1,0.0,0.0,0.0,10
13,q00673,4,What does Joanna use to remember her dog from Michigan?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00675,4,What inspires Joanna to create drawings of her characters?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00676,4,Where does Joanna get her ideas for the characters from?,supervised_text_router,time_aware,1.0,1.0,1.0,1.0,1
13,q00680,4,What did Joanna find in old notebooks last week that prompted her to reflect on her progress as a writer?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00681,4,"What game is Nate currently playing and recommends to others on November 7, 2022?",supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00684,4,"What dish did Nate make on 9 November, 2022?",supervised_text_router,keyword,0.011494252873563218,0.0,0.0,0.0,87
13,q00685,4,"What project is Joanna working on in her notebook on November 9, 2022?",supervised_text_router,keyword,0.1111111111111111,0.0,0.0,0.0,9
13,q00691,4,What inspired Joanna to take a picture of the sunset in the field near Fort Wayne?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00694,4,What did Nate take to the beach in Tampa?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00697,5,What color did Joanna choose for her hair?,supervised_text_router,type_aware,0.08333333333333333,0.0,0.0,0.0,12
13,q00699,5,What is Joanna's favorite book series about?,supervised_text_router,keyword,0.07142857142857142,0.0,0.0,0.0,14
13,q00701,5,What game was the second tournament that Joanna won based on?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
13,q00702,5,What is Nate's third screenplay about?,supervised_text_router,vector,0.010526315789473684,0.0,0.0,0.0,95
13,q00707,5,What did Nate think of the caramel ice cream he made?,supervised_text_router,keyword,0.1111111111111111,0.0,0.0,0.0,9
13,q00712,5,What is Nate's project called in the writers group?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00713,5,Which activity helps Nate escape and numbs his mind?,supervised_text_router,vector,0.05555555555555555,0.0,0.0,0.0,18
13,q00718,5,Which superhero toy figure does Joanna share a photo of?,supervised_text_router,vector,0.005952380952380952,0.0,0.0,0.0,168
13,q00720,5,How many people attended the gaming party hosted by Joanna in June 2022?,supervised_text_router,type_aware,0.2,0.0,0.0,1.0,5
13,q00726,5,What did Nate share with his writers group in August 2022?,supervised_text_router,vector,0.009615384615384616,0.0,0.0,0.0,104
13,q00733,5,"What two main ingredients are part of the dessert Nate shared a photo of with blueberries, coconut milk, and a gluten-free crust?",supervised_text_router,vector,0.5,0.0,1.0,1.0,2
13,q00737,5,How did Nate describe the classic movie he watched?,supervised_text_router,vector,0.08333333333333333,0.0,0.0,0.0,12
13,q00744,5,What inspires Joanna to create music for her characters?,supervised_text_router,keyword,1.0,1.0,1.0,1.0,1
13,q00755,5,Why did Joanna get a third turtle?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00757,5,What does Joanna love most about having turtles?,supervised_text_router,vector,0.037037037037037035,0.0,0.0,0.0,27
13,q00759,1,What are John's goals for his career that are not related to his basketball skills?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00761,3,Would Tim enjoy reading books by C. S. Lewis or John Greene?,supervised_text_router,vector,0.012195121951219513,0.0,0.0,0.0,82
13,q00768,2,When was John in Seattle for a game?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00772,1,What kind of writing does Tim do?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00775,1,How many games has John mentioned winning?,supervised_text_router,vector,0.07142857142857142,0.0,0.0,0.0,14
13,q00778,2,Which city was John in before traveling to Chicago?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00782,2,Where was John between August 11 and August 15 2023?,supervised_text_router,type_aware,0.043478260869565216,0.0,0.0,0.0,23
13,q00784,1,Which TV series does Tim mention watching?,supervised_text_router,vector,0.05555555555555555,0.0,0.0,0.0,18
13,q00787,1,What schools did John play basketball in and how many years was he with his team during high school?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00790,3,Which US states might Tim be in during September 2023 based on his plans of visiting Universal Studios?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00794,1,Who is Tim and John's favorite basketball player?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00797,2,What year did Tim go to the Smoky Mountains?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00804,2,Where was Tim in the week before 16 November 2023?,supervised_text_router,type_aware,0.125,0.0,0.0,0.0,8
13,q00805,2,When did John get married at a greenhouse?,supervised_text_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3
13,q00811,3,What other exercises can help John with his basketball performance?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00815,1,What instruments does Tim play?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
13,q00821,2,When did John organize a basketball camp for kids?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00826,2,What day did Tim get into his study abroad program?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00830,4,What is John's position on the team he signed with?,supervised_text_router,keyword,0.0625,0.0,0.0,0.0,16
13,q00831,4,What challenge did John encounter during pre-season training?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00835,4,What was the highest number of points John scored in a game recently?,supervised_text_router,type_aware,1.0,1.0,1.0,1.0,1
13,q00836,4,What did John celebrate at a restaurant with teammates?,supervised_text_router,type_aware,0.5,0.0,1.0,1.0,2
13,q00837,4,What kind of deals did John sign with Nike and Gatorade?,supervised_text_router,vector,1.0,1.0,1.0,1.0,1
