split_seed,query_id,query_type,method,rank,memory_id,memory_type,learned_score,is_relevant,memory_text
13,q00502,3,global_candidate_reranker,8,llm_00887,health,0.1400001993828883,False,Joanna is allergic to turtles.
13,q00502,3,global_candidate_reranker,9,llm_00747,preference,0.10799631464523474,False,Joanna's favorite superhero is Spider-Man.
13,q00502,3,global_candidate_reranker,10,llm_00855,work,0.10074579310984616,False,Joanna is a writer.
13,q00502,3,global_candidate_reranker,11,llm_00786,work,0.09822551806866288,False,Joanna is a writer.
13,q00502,3,global_candidate_reranker,12,llm_00722,relationship,0.07799889695762546,False,Joanna is grateful for her supportive friends.
13,q00502,3,global_candidate_reranker,13,llm_00685,preference,0.06796355507306832,False,Joanna loves nature and finds it calming and inspiring.
13,q00502,3,global_candidate_reranker,14,llm_00823,hobby,0.06605721233613823,False,Joanna loves DIY crafts.
13,q00502,3,global_candidate_reranker,15,llm_00714,preference,0.05827362829919908,False,Joanna finds nature calming and inspiring.
13,q00502,3,global_candidate_reranker,16,llm_00732,event,0.05202365581603808,False,Nate gave Joanna a stuffed animal as a gift to remind her of good vibes.
13,q00502,3,global_candidate_reranker,17,llm_00638,health,0.05052634569956041,True,"Joanna is allergic to most reptiles and animals with fur, causing puffy and itchy face."
13,q00502,3,global_candidate_reranker,18,llm_00643,hobby,0.04315024284141414,False,Joanna finds joy in writing and hanging with friends.
13,q00502,3,global_candidate_reranker,19,llm_00689,health,0.040080048924456886,False,Joanna is lactose intolerant.
13,q00502,3,global_candidate_reranker,20,llm_00808,preference,0.0362261507634771,False,Joanna must have dairy-free desserts.
13,q00502,3,type3_specific_reranker,1,llm_00720,preference,0.4539798346570984,False,Joanna is too lazy to research alternative pets for her allergies.
13,q00502,3,type3_specific_reranker,2,llm_00719,health,0.4167357318206734,False,Joanna has allergies that prevent her from getting pets.
13,q00502,3,type3_specific_reranker,3,llm_00666,preference,0.39336620095422414,False,Joanna wishes she could have pets but cannot due to allergies.
13,q00502,3,type3_specific_reranker,4,llm_00733,emotion,0.31053969372933454,False,Joanna received a stuffed animal from Nate and cherishes it.
13,q00502,3,type3_specific_reranker,5,llm_00887,health,0.2828729400145421,False,Joanna is allergic to turtles.
13,q00502,3,type3_specific_reranker,6,llm_00747,preference,0.2585020981451517,False,Joanna's favorite superhero is Spider-Man.
13,q00502,3,type3_specific_reranker,7,llm_00665,health,0.25350380592348276,False,Joanna is allergic to cockroaches and has pet allergies.
13,q00502,3,type3_specific_reranker,8,llm_00722,relationship,0.20646787729490151,False,Joanna is grateful for her supportive friends.
13,q00502,3,type3_specific_reranker,9,llm_00786,work,0.1862973392408671,False,Joanna is a writer.
13,q00502,3,type3_specific_reranker,10,llm_00855,work,0.17347505184136283,False,Joanna is a writer.
13,q00502,3,type3_specific_reranker,11,llm_00840,health,0.16455706894611036,False,"Joanna is allergic to animals, which prevents her from holding and squeezing real animals."
13,q00502,3,type3_specific_reranker,12,llm_00639,plan,0.12499380318654957,False,Joanna is considering getting pets of her own if she can find ones she's not allergic to.
13,q00502,3,type3_specific_reranker,13,llm_00823,hobby,0.09927686281434014,False,Joanna loves DIY crafts.
13,q00502,3,type3_specific_reranker,14,llm_00685,preference,0.06290189298779447,False,Joanna loves nature and finds it calming and inspiring.
13,q00502,3,type3_specific_reranker,15,llm_00714,preference,0.05478559717144605,False,Joanna finds nature calming and inspiring.
13,q00502,3,type3_specific_reranker,16,llm_00654,health,0.04964711825580192,False,Joanna cannot have dairy.
13,q00502,3,type3_specific_reranker,17,llm_00802,identity,0.04812589142736854,False,Joanna is a writer.
13,q00502,3,type3_specific_reranker,18,llm_00761,family,0.046057082346822084,False,Joanna's family loves it when she makes them new things.
13,q00502,3,type3_specific_reranker,19,llm_00801,plan,0.03950543184647129,False,Joanna and Nate plan to see each other soon.
13,q00502,3,type3_specific_reranker,20,llm_00643,hobby,0.03672864176936427,False,Joanna finds joy in writing and hanging with friends.
13,q00564,3,global_candidate_reranker,1,llm_00880,plan,0.5131325036203598,False,Nate is considering joining a new gaming team after the next tournament and has received offers.
13,q00564,3,global_candidate_reranker,2,llm_00755,hobby,0.4672239029289603,False,Nate played Chess after the gaming party.
13,q00564,3,global_candidate_reranker,3,llm_00782,work,0.2925252882176014,False,Nate makes a living from gaming.
13,q00564,3,global_candidate_reranker,4,llm_00883,hobby,0.19657521745197054,False,Nate is creating gaming content for YouTube.
13,q00564,3,global_candidate_reranker,5,llm_00698,hobby,0.1785586087513404,False,Nate enjoys playing video games as a way to express creativity and passion.
13,q00564,3,global_candidate_reranker,6,llm_00818,hobby,0.16078205933674386,False,Nate enjoys movies and games as a way to relax.
13,q00564,3,global_candidate_reranker,7,llm_00702,other,0.12571784692721796,False,Nate has a gaming room.
13,q00564,3,global_candidate_reranker,8,llm_00829,preference,0.1162360031228808,False,Nate considers playing games his escape from life struggles and generally doesn't get crazy competitive over them.
13,q00564,3,global_candidate_reranker,9,llm_00793,emotion,0.1129673146307398,False,Nate is trying to stay positive after a setback in a video game tournament.
13,q00564,3,global_candidate_reranker,10,llm_00624,hobby,0.10782615652735615,False,Nate's main hobbies are playing video games and watching movies.
13,q00564,3,global_candidate_reranker,11,llm_00827,relationship,0.10014570721122294,False,Nate made friends at the game convention and they planned a gaming session together.
13,q00564,3,global_candidate_reranker,12,llm_00744,plan,0.09911748939470598,False,"Nate is organizing a gaming party two weekends later, inviting tournament friends and old teammates."
13,q00564,3,global_candidate_reranker,13,llm_00742,plan,0.09697573775241795,False,Nate offered to give tips to fellow gamers to improve their game.
13,q00564,3,global_candidate_reranker,14,llm_00871,event,0.09596677218348695,False,Nate upgraded his gaming equipment at home.
13,q00564,3,global_candidate_reranker,15,llm_00763,work,0.08575369647163746,False,Nate makes money from playing video games competitively.
13,q00564,3,global_candidate_reranker,16,llm_00873,preference,0.0840998171462837,False,Nate is a big fan of Nintendo games.
13,q00564,3,global_candidate_reranker,17,llm_00704,hobby,0.08277534167219806,False,"Nate usually plays CS:GO, but also plays Street Fighter with friends."
13,q00564,3,global_candidate_reranker,18,llm_00841,plan,0.07492442904465012,False,Nate is practicing for his next video game tournament.
13,q00564,3,global_candidate_reranker,19,llm_00674,goal,0.06501279115819099,False,Nate wants to pursue writing.
13,q00564,3,global_candidate_reranker,20,llm_00745,plan,0.06070035917128928,False,Nate is getting custom controller decorations for attendees of his gaming party.
13,q00564,3,type3_specific_reranker,1,llm_00755,hobby,0.49185814710225334,False,Nate played Chess after the gaming party.
13,q00564,3,type3_specific_reranker,2,llm_00782,work,0.4817123106412188,False,Nate makes a living from gaming.
13,q00564,3,type3_specific_reranker,3,llm_00880,plan,0.4193819753923775,False,Nate is considering joining a new gaming team after the next tournament and has received offers.
13,q00564,3,type3_specific_reranker,4,llm_00698,hobby,0.3162004896227792,False,Nate enjoys playing video games as a way to express creativity and passion.
13,q00564,3,type3_specific_reranker,5,llm_00744,plan,0.25521844190516246,False,"Nate is organizing a gaming party two weekends later, inviting tournament friends and old teammates."
13,q00564,3,type3_specific_reranker,6,llm_00624,hobby,0.14344187910935446,False,Nate's main hobbies are playing video games and watching movies.
13,q00564,3,type3_specific_reranker,7,llm_00827,relationship,0.13775092814392859,False,Nate made friends at the game convention and they planned a gaming session together.
13,q00564,3,type3_specific_reranker,8,llm_00829,preference,0.13656748937750748,False,Nate considers playing games his escape from life struggles and generally doesn't get crazy competitive over them.
13,q00564,3,type3_specific_reranker,9,llm_00826,event,0.1264169801814044,False,Nate went to a game convention last Friday and met new people who share his interest in gaming.
13,q00564,3,type3_specific_reranker,10,llm_00696,event,0.12471147684770392,False,"Nate has a gaming tournament next month, which will be his 4th one."
13,q00564,3,type3_specific_reranker,11,llm_00674,goal,0.12422107534239774,False,Nate wants to pursue writing.
13,q00564,3,type3_specific_reranker,12,llm_00818,hobby,0.12356465454178114,False,Nate enjoys movies and games as a way to relax.
13,q00564,3,type3_specific_reranker,13,llm_00704,hobby,0.11053454516400134,False,"Nate usually plays CS:GO, but also plays Street Fighter with friends."
13,q00564,3,type3_specific_reranker,14,llm_00793,emotion,0.09996162475867326,False,Nate is trying to stay positive after a setback in a video game tournament.
13,q00564,3,type3_specific_reranker,15,llm_00763,work,0.09743835116807135,False,Nate makes money from playing video games competitively.
13,q00564,3,type3_specific_reranker,16,llm_00871,event,0.09029683829995075,False,Nate upgraded his gaming equipment at home.
13,q00564,3,type3_specific_reranker,17,llm_00841,plan,0.08065420967174243,False,Nate is practicing for his next video game tournament.
13,q00564,3,type3_specific_reranker,18,llm_00781,event,0.07026543951644423,False,Nate won an international gaming tournament yesterday.
13,q00564,3,type3_specific_reranker,19,llm_00754,event,0.06817375742496204,False,Nate hosted a gaming party that was a great success.
13,q00564,3,type3_specific_reranker,20,llm_00742,plan,0.0645886760128516,False,Nate offered to give tips to fellow gamers to improve their game.
13,q00582,3,global_candidate_reranker,1,llm_00844,event,0.24719670561834847,False,Joanna's movie script was shown on the big screen for the first time last Sunday (around 25 October 2022).
13,q00582,3,global_candidate_reranker,2,llm_00668,relationship,0.18339275672790775,False,Nate supports Joanna in her scriptwriting career.
13,q00582,3,global_candidate_reranker,3,llm_00772,relationship,0.13072561505218203,False,Nate and Joanna are supportive friends who encourage each other's work.
13,q00582,3,global_candidate_reranker,4,llm_00825,relationship,0.12656248429291767,False,Nate considers Joanna's life path inspirational.
13,q00582,3,global_candidate_reranker,5,llm_00682,relationship,0.11173582748271503,False,Nate and Joanna are friends who support each other.
13,q00582,3,global_candidate_reranker,6,llm_00801,plan,0.10247101873192514,False,Joanna and Nate plan to see each other soon.
13,q00582,3,global_candidate_reranker,7,llm_00848,event,0.08776349869601445,False,Nate has turtles and took them for a walk on 25 October 2022.
13,q00582,3,global_candidate_reranker,8,llm_00897,event,0.08164266641843367,False,Nate offered Joanna some of his coconut milk ice cream.
13,q00582,3,global_candidate_reranker,9,llm_00860,hobby,0.07772090544314143,False,Nate is passionate about gaming and has won video game tournaments.
13,q00582,3,global_candidate_reranker,10,llm_00888,plan,0.061042222486858914,False,"Joanna and Nate plan to meet tomorrow to watch the turtles, watch a movie, or go to the park."
13,q00582,3,global_candidate_reranker,11,llm_00799,plan,0.05999999902046252,False,Nate offered to join Joanna in baking and cooking.
13,q00582,3,global_candidate_reranker,12,llm_00674,goal,0.05785765320137606,False,Nate wants to pursue writing.
13,q00582,3,global_candidate_reranker,13,llm_00762,event,0.05316159257422665,False,"Nate won his fourth video game tournament on Friday, 8 July 2022, and it was online."
13,q00582,3,global_candidate_reranker,14,llm_00824,event,0.04996369636079123,False,Nate made Joanna a motivational gift to encourage her.
13,q00582,3,global_candidate_reranker,15,llm_00782,work,0.049045744298554975,False,Nate makes a living from gaming.
13,q00582,3,global_candidate_reranker,16,llm_00680,goal,0.04414753715785953,False,Joanna is hoping for good news soon regarding her writing.
13,q00582,3,global_candidate_reranker,17,llm_00763,work,0.042554201185315575,False,Nate makes money from playing video games competitively.
13,q00582,3,global_candidate_reranker,18,llm_00790,preference,0.03487917981211844,False,Nate recommended a book series to Joanna with awesome battles and interesting characters.
13,q00582,3,global_candidate_reranker,19,llm_00780,plan,0.03419953862497348,False,Joanna plans to surprise her family with the dessert recipe Nate shared.
13,q00582,3,global_candidate_reranker,20,llm_00736,relationship,0.033640908638919526,False,Nate supports Joanna in her screenplay endeavor.
13,q00582,3,type3_specific_reranker,1,llm_00848,event,0.2797901470989434,False,Nate has turtles and took them for a walk on 25 October 2022.
13,q00582,3,type3_specific_reranker,2,llm_00668,relationship,0.25310196114199074,False,Nate supports Joanna in her scriptwriting career.
13,q00582,3,type3_specific_reranker,3,llm_00844,event,0.24247533534139235,False,Joanna's movie script was shown on the big screen for the first time last Sunday (around 25 October 2022).
13,q00582,3,type3_specific_reranker,4,llm_00772,relationship,0.1451571421790742,False,Nate and Joanna are supportive friends who encourage each other's work.
13,q00582,3,type3_specific_reranker,5,llm_00674,goal,0.1273047035205541,False,Nate wants to pursue writing.
13,q00582,3,type3_specific_reranker,6,llm_00825,relationship,0.12141459172818855,False,Nate considers Joanna's life path inspirational.
13,q00582,3,type3_specific_reranker,7,llm_00790,preference,0.09522886111967913,False,Nate recommended a book series to Joanna with awesome battles and interesting characters.
13,q00582,3,type3_specific_reranker,8,llm_00801,plan,0.09511115660565957,False,Joanna and Nate plan to see each other soon.
13,q00582,3,type3_specific_reranker,9,llm_00682,relationship,0.07672229870435479,False,Nate and Joanna are friends who support each other.
13,q00582,3,type3_specific_reranker,10,llm_00736,relationship,0.07537961480563311,False,Nate supports Joanna in her screenplay endeavor.
13,q00582,3,type3_specific_reranker,11,llm_00762,event,0.07491680205063629,False,"Nate won his fourth video game tournament on Friday, 8 July 2022, and it was online."
13,q00582,3,type3_specific_reranker,12,llm_00696,event,0.06454016720379982,False,"Nate has a gaming tournament next month, which will be his 4th one."
13,q00582,3,type3_specific_reranker,13,llm_00718,plan,0.06310043761488675,False,Joanna and Nate plan to go hiking together sometime.
13,q00582,3,type3_specific_reranker,14,llm_00888,plan,0.05750938764409445,False,"Joanna and Nate plan to meet tomorrow to watch the turtles, watch a movie, or go to the park."
13,q00582,3,type3_specific_reranker,15,llm_00680,goal,0.05743364445098394,False,Joanna is hoping for good news soon regarding her writing.
13,q00582,3,type3_specific_reranker,16,llm_00824,event,0.05484419502682678,False,Nate made Joanna a motivational gift to encourage her.
13,q00582,3,type3_specific_reranker,17,llm_00763,work,0.042583168041523414,False,Nate makes money from playing video games competitively.
13,q00582,3,type3_specific_reranker,18,llm_00782,work,0.042583168041523414,False,Nate makes a living from gaming.
13,q00582,3,type3_specific_reranker,19,llm_00799,plan,0.04207747347812103,False,Nate offered to join Joanna in baking and cooking.
13,q00582,3,type3_specific_reranker,20,llm_00780,plan,0.03998506476716075,False,Joanna plans to surprise her family with the dessert recipe Nate shared.
13,q00583,3,global_candidate_reranker,1,llm_00765,work,0.3169288665111878,False,Joanna is a movie writer and has had a movie published.
13,q00583,3,global_candidate_reranker,2,llm_00769,goal,0.30308650169597495,False,Joanna recently started writing a book because her movie did well.
13,q00583,3,global_candidate_reranker,3,llm_00802,identity,0.28811865505996237,False,Joanna is a writer.
13,q00583,3,global_candidate_reranker,4,llm_00855,work,0.27323578073446225,False,Joanna is a writer.
13,q00583,3,global_candidate_reranker,5,llm_00868,goal,0.27053969419240853,False,"Joanna is writing a new movie script, a love story with challenges, inspired by a dream."
13,q00583,3,global_candidate_reranker,6,llm_00786,work,0.2700330403630425,False,Joanna is a writer.
13,q00583,3,global_candidate_reranker,7,llm_00693,identity,0.25640483931565733,False,"Joanna's first passion was acting, but she now focuses on writing."
13,q00583,3,global_candidate_reranker,8,llm_00738,work,0.2449818529645119,False,Joanna has written a screenplay.
13,q00583,3,global_candidate_reranker,9,llm_00668,relationship,0.21152439835379555,False,Nate supports Joanna in her scriptwriting career.
13,q00583,3,global_candidate_reranker,10,llm_00734,work,0.21053975306353498,False,Joanna recently finished writing a screenplay.
13,q00583,3,global_candidate_reranker,11,llm_00890,work,0.19465766007065197,True,Joanna's movie is based on her road-trip script.
13,q00583,3,global_candidate_reranker,12,llm_00661,work,0.19289443399237086,False,Joanna has completed her second script.
13,q00583,3,global_candidate_reranker,13,llm_00705,goal,0.19198925415593798,False,Joanna is working on a screenplay.
13,q00583,3,global_candidate_reranker,14,llm_00891,emotion,0.19056986549101113,False,Joanna is excited about filming her movie and being on set.
13,q00583,3,global_candidate_reranker,15,llm_00626,work,0.17905061304008735,False,Joanna is working on a project lately.
13,q00583,3,global_candidate_reranker,16,llm_00768,goal,0.17607443133638953,False,Joanna is working on a new script that is different from her previous work.
13,q00583,3,global_candidate_reranker,17,llm_00889,goal,0.17030357316742514,True,Joanna is filming her own movie based on her road-trip script.
13,q00583,3,global_candidate_reranker,18,llm_00667,plan,0.16439261851510129,False,Joanna is doing research and networking for her script.
13,q00583,3,global_candidate_reranker,19,llm_00659,goal,0.15052404289431986,False,Joanna is waiting to hear back about her first screenplay.
13,q00583,3,global_candidate_reranker,20,llm_00854,work,0.1467484541278476,False,Joanna's script includes elements of self-discovery.
13,q00583,3,type3_specific_reranker,1,llm_00769,goal,0.4730455099261645,False,Joanna recently started writing a book because her movie did well.
13,q00583,3,type3_specific_reranker,2,llm_00765,work,0.4690070329310556,False,Joanna is a movie writer and has had a movie published.
13,q00583,3,type3_specific_reranker,3,llm_00786,work,0.4426602951073742,False,Joanna is a writer.
13,q00583,3,type3_specific_reranker,4,llm_00802,identity,0.4424011799530737,False,Joanna is a writer.
13,q00583,3,type3_specific_reranker,5,llm_00868,goal,0.4414486368250534,False,"Joanna is writing a new movie script, a love story with challenges, inspired by a dream."
13,q00583,3,type3_specific_reranker,6,llm_00855,work,0.4154648475175205,False,Joanna is a writer.
13,q00583,3,type3_specific_reranker,7,llm_00705,goal,0.399413985992983,False,Joanna is working on a screenplay.
13,q00583,3,type3_specific_reranker,8,llm_00738,work,0.394657287264785,False,Joanna has written a screenplay.
13,q00583,3,type3_specific_reranker,9,llm_00889,goal,0.33595123899124346,True,Joanna is filming her own movie based on her road-trip script.
13,q00583,3,type3_specific_reranker,10,llm_00693,identity,0.33550614183196,False,"Joanna's first passion was acting, but she now focuses on writing."
13,q00583,3,type3_specific_reranker,11,llm_00668,relationship,0.33280579967125357,False,Nate supports Joanna in her scriptwriting career.
13,q00583,3,type3_specific_reranker,12,llm_00734,work,0.33093996378894375,False,Joanna recently finished writing a screenplay.
13,q00583,3,type3_specific_reranker,13,llm_00626,work,0.31086153197354804,False,Joanna is working on a project lately.
