split_seed,query_id,query_type,query,method,num_gold,is_multi_evidence,any_hit@1,full_coverage@1,coverage_ratio@1,any_hit@3,full_coverage@3,coverage_ratio@3,any_hit@5,full_coverage@5,coverage_ratio@5,any_hit@10,full_coverage@10,coverage_ratio@10
13,q00033,1,What LGBTQ+ events has Caroline participated in?,type_aware,5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.2
13,q00033,1,What LGBTQ+ events has Caroline participated in?,candidate_reranker,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00035,1,What events has Caroline participated in to help children?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00035,1,What events has Caroline participated in to help children?,candidate_reranker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
13,q00036,2,When did Melanie go camping in July?,type_aware,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00036,2,When did Melanie go camping in July?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00050,2,When did Caroline and Melanie go to a pride fesetival together?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00050,2,When did Caroline and Melanie go to a pride fesetival together?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00051,3,What would Caroline's political leaning likely be?,type_aware,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00051,3,What would Caroline's political leaning likely be?,candidate_reranker,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00060,3,Would Caroline be considered religious?,type_aware,4,1,1.0,0.0,0.25,1.0,0.0,0.25,1.0,0.0,0.25,1.0,0.0,0.5
13,q00060,3,Would Caroline be considered religious?,candidate_reranker,4,1,1.0,0.0,0.25,1.0,0.0,0.25,1.0,0.0,0.5,1.0,0.0,0.5
13,q00062,1,What musical artists/bands has Melanie seen?,type_aware,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
13,q00062,1,What musical artists/bands has Melanie seen?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00066,1,What are some changes Caroline has faced during her transition journey?,type_aware,2,1,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
13,q00066,1,What are some changes Caroline has faced during her transition journey?,candidate_reranker,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5
13,q00068,2,When did Caroline go biking with friends?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00068,2,When did Caroline go biking with friends?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00069,2,How long has Melanie been practicing art?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00069,2,How long has Melanie been practicing art?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00072,1,What book did Melanie read from Caroline's suggestion?,type_aware,2,1,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
13,q00072,1,What book did Melanie read from Caroline's suggestion?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
13,q00075,2,When did Melanie's family go on a roadtrip?,type_aware,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00075,2,When did Melanie's family go on a roadtrip?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
13,q00077,1,When did Melanie go on a hike after the roadtrip?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
13,q00077,1,When did Melanie go on a hike after the roadtrip?,candidate_reranker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00080,2,When did Caroline pass the adoption interview?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00080,2,When did Caroline pass the adoption interview?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00086,4,What are Caroline's plans for the summer?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00086,4,What are Caroline's plans for the summer?,candidate_reranker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00087,4,What type of individuals does the adoption agency Caroline is considering support?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00087,4,What type of individuals does the adoption agency Caroline is considering support?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00092,4,What does Caroline's necklace symbolize?,type_aware,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
13,q00092,4,What does Caroline's necklace symbolize?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
13,q00096,4,What did Melanie and her family do while camping?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00096,4,What did Melanie and her family do while camping?,candidate_reranker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00097,4,What kind of counseling and mental health services is Caroline interested in pursuing?,type_aware,3,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,1.0,1.0
13,q00097,4,What kind of counseling and mental health services is Caroline interested in pursuing?,candidate_reranker,3,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,1.0,1.0
13,q00098,4,What workshop did Caroline attend recently?,type_aware,3,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333
13,q00098,4,What workshop did Caroline attend recently?,candidate_reranker,3,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333
13,q00103,4,What kind of books does Caroline have in her library?,type_aware,2,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00103,4,What kind of books does Caroline have in her library?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00106,4,"What did Caroline take away from the book ""Becoming Nicole""?",type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00106,4,"What did Caroline take away from the book ""Becoming Nicole""?",candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00113,4,What did Mel and her kids paint in their latest project in July 2023?,type_aware,2,1,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
13,q00113,4,What did Mel and her kids paint in their latest project in July 2023?,candidate_reranker,2,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00117,4,What inspired Caroline's painting for the art show?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
13,q00117,4,What inspired Caroline's painting for the art show?,candidate_reranker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00119,4,What did Melanie and her family see during their camping trip last year?,type_aware,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00119,4,What did Melanie and her family see during their camping trip last year?,candidate_reranker,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00121,4,Whose birthday did Melanie celebrate recently?,type_aware,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
13,q00121,4,Whose birthday did Melanie celebrate recently?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
13,q00123,4,Why did Melanie choose to use colors and patterns in her pottery project?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00123,4,Why did Melanie choose to use colors and patterns in her pottery project?,candidate_reranker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
13,q00124,4,What pet does Caroline have?,type_aware,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00124,4,What pet does Caroline have?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00125,4,What pets does Melanie have?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00125,4,What pets does Melanie have?,candidate_reranker,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00128,4,What did Caroline make for a local church?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00128,4,What did Caroline make for a local church?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00130,4,Which song motivates Caroline to be courageous?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00130,4,Which song motivates Caroline to be courageous?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00141,4,What did the posters at the poetry reading say?,type_aware,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00141,4,What did the posters at the poetry reading say?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00142,4,What does Caroline's drawing symbolize for her?,type_aware,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
13,q00142,4,What does Caroline's drawing symbolize for her?,candidate_reranker,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0
13,q00156,5,Why did Melanie choose the adoption agency?,type_aware,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00156,5,Why did Melanie choose the adoption agency?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00157,5,What is Melanie excited about in her adoption process?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00157,5,What is Melanie excited about in her adoption process?,candidate_reranker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00159,5,What country is Melanie's grandma from?,type_aware,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00159,5,What country is Melanie's grandma from?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00160,5,What was grandma's gift to Melanie?,type_aware,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
13,q00160,5,What was grandma's gift to Melanie?,candidate_reranker,2,1,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00163,5,What did Caroline and her family do while camping?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00163,5,What did Caroline and her family do while camping?,candidate_reranker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00164,5,What kind of counseling and mental health services is Melanie interested in pursuing?,type_aware,3,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333
13,q00164,5,What kind of counseling and mental health services is Melanie interested in pursuing?,candidate_reranker,3,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666
13,q00171,5,What does Caroline say running has been great for?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
13,q00171,5,What does Caroline say running has been great for?,candidate_reranker,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00181,5,What activity did Melanie used to do with her dad?,type_aware,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5
13,q00181,5,What activity did Melanie used to do with her dad?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00182,5,What did Melanie make for a local church?,type_aware,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00182,5,What did Melanie make for a local church?,candidate_reranker,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00186,5,Which classical musicians does Caroline enjoy listening to?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
13,q00186,5,Which classical musicians does Caroline enjoy listening to?,candidate_reranker,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00188,5,What precautionary sign did Caroline see at the café?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00188,5,What precautionary sign did Caroline see at the café?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00197,5,What was Caroline's reaction to her children enjoying the Grand Canyon?,type_aware,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00197,5,What was Caroline's reaction to her children enjoying the Grand Canyon?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00201,2,When Gina has lost her job at Door Dash?,type_aware,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00201,2,When Gina has lost her job at Door Dash?,candidate_reranker,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00206,2,When is Jon's group performing at a festival?,type_aware,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
13,q00206,2,When is Jon's group performing at a festival?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00207,2,When did Gina launch an ad campaign for her store?,type_aware,3,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666
13,q00207,2,When did Gina launch an ad campaign for her store?,candidate_reranker,3,1,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333
13,q00210,2,When did Gina team up with a local artist for some cool designs?,type_aware,2,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00210,2,When did Gina team up with a local artist for some cool designs?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00211,2,When did Gina get her tattoo?,type_aware,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00211,2,When did Gina get her tattoo?,candidate_reranker,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00213,2,When did Gina open her online clothing store?,type_aware,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00213,2,When did Gina open her online clothing store?,candidate_reranker,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00214,2,When did Jon start expanding his studio's social media presence?,type_aware,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00214,2,When did Jon start expanding his studio's social media presence?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00216,2,When did Jon go to a fair to get more exposure for his dance studio?,type_aware,2,1,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
13,q00216,2,When did Jon go to a fair to get more exposure for his dance studio?,candidate_reranker,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
13,q00217,1,Why did Gina decide to start her own clothing store?,type_aware,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00217,1,Why did Gina decide to start her own clothing store?,candidate_reranker,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333
13,q00228,2,When was Jon in Rome?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00228,2,When was Jon in Rome?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00229,1,Which cities has Jon visited?,type_aware,5,1,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.2,1.0,0.0,0.2
13,q00229,1,Which cities has Jon visited?,candidate_reranker,5,1,1.0,0.0,0.2,1.0,0.0,0.4,1.0,0.0,0.4,1.0,0.0,0.4
13,q00234,2,When did Gina start being recognized by fashion editors?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00234,2,When did Gina start being recognized by fashion editors?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00238,2,When did Gina go to a dance class with a group of friends?,type_aware,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
13,q00238,2,When did Gina go to a dance class with a group of friends?,candidate_reranker,2,1,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
13,q00246,4,What kind of flooring is Jon looking for in his dance studio?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00246,4,What kind of flooring is Jon looking for in his dance studio?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00251,4,What made Gina choose the furniture and decor for her store?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
13,q00251,4,What made Gina choose the furniture and decor for her store?,candidate_reranker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00256,4,What did Jon and Gina compare their entrepreneurial journeys to?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00256,4,What did Jon and Gina compare their entrepreneurial journeys to?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00258,4,Why did Jon shut down his bank account?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00258,4,Why did Jon shut down his bank account?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00260,4,What does Jon's dance make him?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00260,4,What does Jon's dance make him?,candidate_reranker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00265,4,What book is Jon currently reading?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00265,4,What book is Jon currently reading?,candidate_reranker,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00269,4,What did Jon take a trip to Rome for?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00269,4,What did Jon take a trip to Rome for?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00282,5,What is Jon's favorite style of painting?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00282,5,What is Jon's favorite style of painting?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00290,5,What made Jon choose the furniture and decor for his store?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00290,5,What made Jon choose the furniture and decor for his store?,candidate_reranker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00291,5,How is Jon's store doing?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00291,5,How is Jon's store doing?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00292,5,What does Jon's tattoo symbolize?,type_aware,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00292,5,What does Jon's tattoo symbolize?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00293,5,Why did Gina shut down her bank account?,type_aware,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00293,5,Why did Gina shut down her bank account?,candidate_reranker,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,q00294,5,Why did Jon combine his clothing business with dance?,type_aware,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00294,5,Why did Jon combine his clothing business with dance?,candidate_reranker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,q00297,5,Where is Gina's HR internship?,type_aware,2,1,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
13,q00297,5,Where is Gina's HR internship?,candidate_reranker,2,1,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
